LOCATION,TIME,Land area (hectare),Agricultural land (% of land area),Forest area (% of land area),Cereal yield (kg per hectare),Cash Crop yield(kg per hectare),Employment in agriculture (% of total employment) (modeled ILO estimate),Livestock production index (2004-2006 = 100)
GUY,1994,19685000,8.808737617,84.55575708,3664.2,732.84,30.87999916,60.91
GUY,1995,19685000,8.808737617,84.53644907,3899.1,779.82,29.98800087,60.17
GUY,1996,19685000,8.808737617,84.51714107,3958.1,791.62,29.1970005,75.47
GUY,1997,19685000,8.808737617,84.49784298,3964,792.8,28.2859993,76.09
GUY,1998,19685000,8.808737617,84.47853497,4003.3,800.66,27.40099907,73.26
GUY,1999,19685000,8.813817628,84.45923689,3791.2,758.24,25.54899979,73.96
GUY,2000,19685000,8.676657353,84.43992888,3799.2,759.84,24.88100052,69.53
GUY,2001,19685000,8.676657353,84.41960884,3947.9,789.58,23.41300011,71.26
GUY,2002,19685000,8.676657353,84.3992888,4084,816.8,22.18000031,79.54
GUY,2003,19685000,8.676657353,84.37896876,4155.5,831.1,22.07900047,101.79
GUY,2004,19685000,8.676657353,84.35864872,4216.6,843.32,21.85000038,104.54
GUY,2005,19685000,8.524257049,84.33832868,3861.4,772.28,22.35899925,100.51
GUY,2006,19685000,8.524257049,84.31191659,4523,904.6,22,94.95
GUY,2007,19685000,8.524257049,84.28549459,4222.2,844.44,21.45599937,108.88
GUY,2008,19685000,8.524257049,84.2590825,4161.5,832.3,21.09799957,102.51
GUY,2009,19685000,8.524257049,84.2326605,4345.5,869.1,20.87199974,114.85
GUY,2010,19685000,8.524257049,84.20624841,4165.4,833.08,20.6420002,108.43
GUY,2011,19685000,8.524257049,84.15544831,4343.9,868.78,20.0529995,122.83
GUY,2012,19685000,8.524257049,84.10464821,4465.4,893.08,19.4640007,135.16
GUY,2013,19685000,8.534417069,84.05384811,4936.7,987.34,18.89299965,137.2
GUY,2014,19685000,8.534417069,84.00304801,3394.7,678.94,18.47999954,142.03
GUY,2015,19685000,8.58521717,83.9522479,3567.4,713.48,18.04800034,143.99
GUY,2016,19685000,8.636017272,83.9014478,3515.6,703.12,18.09600067,144.43
GUY,2017,19685000,0,0,3619.8,723.96,17.81299973,144.4298556
GUY,2018,19685000,0,0,0,0,17.48699951,144.4297111
GUY,2019,0,0,0,0,0,17.13699913,144.4295667
GUY,2020,0,0,0,0,0,16.80599976,144.4294223
HTI,1960,0,0,4.376398073,0,0,47.16199562,37.2933
HTI,1961,2756000,60.23222061,4.376835757,1031,206.2,47.63837942,37.67
HTI,1962,2756000,60.41364296,4.377273484,1043,208.6,52.93153268,38.51
HTI,1963,2756000,60.59506531,4.377711255,1055.2,211.04,47.63837942,39.62
HTI,1964,2756000,60.77648766,4.37814907,1056.6,211.32,48.11957517,40.62
HTI,1965,2756000,60.95791001,4.378586929,1071.7,214.34,53.46619463,41.97
HTI,1966,2756000,61.13933237,4.379024831,1075.8,215.16,48.11957517,42.81
HTI,1967,2756000,61.32075472,4.379462778,1091.9,218.38,48.60563148,46.46
HTI,1968,2756000,61.50217707,4.379900768,1049.7,209.94,43.74506833,47.5
HTI,1969,2756000,61.68359942,4.380338802,1112.5,222.5,44.18693771,48.96
HTI,1970,2756000,61.86502177,4.380776879,1097.3,219.46,49.09659746,50.67
HTI,1971,2756000,62.04644412,4.381215001,1117,223.4,44.18693771,52.28
HTI,1972,2756000,57.47460087,4.381653166,1148.7,229.74,44.63327042,54.38
HTI,1973,2756000,57.4383164,4.337836635,1066.4,213.28,49.59252268,55.26
HTI,1974,2756000,57.4383164,4.294458268,1175.4,235.08,44.63327042,56.52
HTI,1975,2756000,57.4383164,4.251513685,1117.7,223.54,45.08411153,58.05
HTI,1976,2756000,57.51088534,4.208998549,1238.9,247.78,40.57570038,59.81
HTI,1977,2756000,57.51088534,4.166908563,918.8,183.76,40.98555594,58.78
HTI,1978,2756000,57.87373004,4.125239478,803.9,160.78,45.5395066,62.17
HTI,1979,2756000,57.87373004,4.083987083,964.6,192.92,40.98555594,60.17
HTI,1980,2756000,58.05515239,4.125239478,1016.2,203.24,41.39955145,57.93
HTI,1981,2756000,58.05515239,4.166908563,1046.7,209.34,45.99950161,57.63
HTI,1982,2756000,58.05515239,4.208998549,1039.6,207.92,41.39955145,62.09
HTI,1983,2756000,58.05515239,4.251513685,1044.3,208.86,41.81772874,63.94
HTI,1984,2756000,58.05515239,4.294458268,1041.1,208.22,37.63595586,65.45
HTI,1985,2756000,58.05515239,4.337836635,1009.7,201.94,38.01611704,65.92
HTI,1986,2756000,58.05515239,4.381653166,991.2,198.24,42.24013004,66.05
HTI,1987,2756000,58.05515239,4.337836635,969.7,193.94,38.01611704,63.69
HTI,1988,2756000,58.01886792,4.294458268,957.7,191.54,38.40011822,62.23
HTI,1989,2756000,57.98258345,4.251513685,972.3,194.46,42.66679802,60.42
HTI,1990,2756000,57.94629898,4.208998549,1026.7,205.34,38.40011822,57.19
HTI,1991,2756000,57.91001451,4.18359953,987.7,197.54,38.7879982,62.17
HTI,1992,2756000,57.14804064,4.158200235,976.1,195.22,38.89199829,66.2
HTI,1993,2756000,57.14804064,4.132801216,949.2,189.84,38.97900009,68.77
HTI,1994,2756000,57.87373004,4.107401921,923.9,184.78,39.29399872,70.03
HTI,1995,2756000,57.69230769,4.082002903,925.8,185.16,38.69900131,65.78
HTI,1996,2756000,57.69230769,4.056603884,974,194.8,38.17200089,71.15
HTI,1997,2756000,61.32075472,4.031204589,1004.1,200.82,37.8429985,73.76
HTI,1998,2756000,61.32075472,4.005805571,913.6,182.72,37.45500183,80.28
HTI,1999,2756000,61.32075472,3.980406275,969.4,193.88,37.10900116,79.64
HTI,2000,2756000,61.32075472,3.955007257,931.8,186.36,36.82400131,92.86
HTI,2001,2756000,60.59506531,3.92597957,826.5,165.3,36.60499954,95.41
HTI,2002,2756000,60.59506531,3.89695216,920.4,184.08,36.30199814,98.5
HTI,2003,2756000,60.59506531,3.867924473,920.8,184.16,35.94900131,99.54
HTI,2004,2756000,60.59506531,3.838897063,933.8,186.76,35.94800186,99.55
HTI,2005,2756000,60.59506531,3.809869376,956.8,191.36,35.49499893,100.63
HTI,2006,2756000,60.59506531,3.780841689,962.9,192.58,34.95199966,99.82
HTI,2007,2756000,66.03773585,3.751814279,959.8,191.96,34.34799957,101.72
HTI,2008,2756000,64.22351234,3.722786592,961.1,192.22,33.95800018,100.72
HTI,2009,2756000,65.17888084,3.693759182,994.6,198.92,33.40599823,101.56
HTI,2010,2756000,67.85195936,3.664731495,977.5,195.5,33.55699921,102.46
HTI,2011,2756000,66.40058055,3.635703808,980.7,196.14,32.72700119,105.63
HTI,2012,2756000,64.22351234,3.606676398,1077,215.4,32.05899811,106.6
HTI,2013,2756000,66.76342525,3.577648711,1059.9,211.98,31.37199974,106.61
HTI,2014,2756000,66.76342525,3.548621301,1006.8,201.36,30.79000092,104.47
HTI,2015,2756000,66.76342525,3.519593614,1008.7,201.74,30.30699921,104.23
HTI,2016,2756000,66.76342525,3.490565927,1042.7,208.54,29.86400032,104.25
HTI,2017,2756000,0,0,1126,225.2,29.42900085,104.2498958
HTI,2018,2756000,0,0,0,0,28.9489994,104.2497915
HTI,2019,0,0,0,0,0,28.6590004,104.2496873
HTI,2020,0,0,0,0,0,28.32299995,104.249583
HND,1960,0,0,75.60625178,0,0,46.26102332,21.2355
HND,1961,11189000,26.63330056,75.61381317,1051.2,210.24,46.72830638,21.45
HND,1962,11189000,26.72267405,75.6213753,1077.6,215.52,51.92034042,22.32
HND,1963,11189000,26.7673608,75.6289382,1102.4,220.48,46.72830638,22.76
HND,1964,11189000,26.81204755,75.63650185,1129.2,225.84,47.20030948,22.03
HND,1965,11189000,26.85673429,75.64406625,1156.9,231.38,52.44478831,22.23
HND,1966,11189000,26.94610778,75.65163142,1211.6,242.32,47.20030948,22.77
HND,1967,11189000,27.03548128,75.65919734,1209.4,241.88,47.67708028,25.71
HND,1968,11189000,27.08016802,75.66676401,1209.3,241.86,42.90937225,27.45
HND,1969,11189000,27.08016802,75.67433145,1209.1,241.82,43.34280025,27.64
HND,1970,11189000,27.16954151,75.68189964,1209.2,241.84,48.15866695,28.72
HND,1971,11189000,27.21422826,75.68946858,1209.5,241.9,43.34280025,32.62
HND,1972,11189000,27.52703548,75.69703829,1210,242,43.78060632,33.99
HND,1973,11189000,27.61640897,74.9400679,1140.2,228.04,48.64511813,34.79
HND,1974,11189000,27.67003307,74.19066722,1215.3,243.06,43.78060632,31.93
HND,1975,11189000,28.01858969,73.44876055,1093.4,218.68,44.22283466,34.38
HND,1976,11189000,28.33139691,72.71427295,1000.7,200.14,39.8005512,36.04
HND,1977,11189000,29.0016981,71.98713022,924.8,184.96,40.20257697,35.93
HND,1978,11189000,29.10894629,71.26725892,952.2,190.44,44.66952996,44.5
HND,1979,11189000,29.10894629,70.55458633,1000.2,200.04,40.20257697,32.5
HND,1980,11189000,29.10894629,71.26725892,1131.7,226.34,40.6086636,45.9
HND,1981,11189000,29.17150773,71.98713022,1377,275.4,45.12073734,48.15
HND,1982,11189000,29.21619448,72.71427295,1282.3,256.46,40.6086636,41.63
HND,1983,11189000,29.22513183,73.44876055,1442.3,288.46,41.01885212,36.73
HND,1984,11189000,29.28769327,74.19066722,1343.8,268.76,36.91696691,37.95
HND,1985,11189000,29.29663062,74.9400679,1433,286.6,37.28986557,39.19
HND,1986,11189000,29.35919206,75.69703829,1363,272.6,41.43318396,36.45
HND,1987,11189000,29.35919206,74.9400679,1563.2,312.64,37.28986557,44.82
HND,1988,11189000,29.35919206,74.19066722,1289.4,257.88,37.66653088,47.8
HND,1989,11189000,30.12780409,73.44876055,1424.6,284.92,41.85170097,48.93
HND,1990,11189000,29.67199929,72.71427295,1468.5,293.7,37.66653088,52.73
HND,1991,11189000,29.86862097,71.15560012,1316.9,263.38,38.04700089,54.41
HND,1992,11189000,29.98480651,69.5969273,1328.5,265.7,38.22499847,56.02
HND,1993,11189000,31.7097149,68.03825011,1328.6,265.72,37.55400085,55.06
HND,1994,11189000,31.45946912,66.47957728,1310.8,262.16,37.20600128,70.98
HND,1995,11189000,31.10197515,64.92090446,1540.4,308.08,37.24700165,69.46
HND,1996,11189000,31.10197515,63.36223164,1579,315.8,38.29000092,77.23
HND,1997,11189000,30.34230047,61.80355881,1570,314,36.99599838,75.5
HND,1998,11189000,30.34230047,60.24488162,1089.9,217.98,34.59000015,77.76
HND,1999,11189000,29.82393422,58.6862088,1170.2,234.04,35.06700134,76.87
HND,2000,11189000,26.23111985,57.12753597,1368.1,273.62,35.92699814,77.99
HND,2001,11189000,26.2400572,56.05505407,1447.1,289.42,36.94100189,77.4
HND,2002,11189000,27.06229332,54.98257217,1341.8,268.36,38.82500076,84.98
HND,2003,11189000,28.17946197,53.91009027,1533.4,306.68,37.36000061,91.87
HND,2004,11189000,28.06327643,52.83760837,1388.1,277.62,34.9280014,96.02
HND,2005,11189000,28.15264992,51.76512646,1506.5,301.3,33.10900116,100.41
HND,2006,11189000,28.24202342,50.69264456,1522.3,304.46,35.6230011,103.57
HND,2007,11189000,28.24202342,49.62016266,1682.7,336.54,33.99200058,108.03
HND,2008,11189000,28.4565198,48.54768076,1680.5,336.1,34.26699829,115.84
HND,2009,11189000,28.58164268,47.47519886,1727.2,345.44,35.49499893,102.96
HND,2010,11189000,28.86763786,46.40271695,1660.3,332.06,36.45199966,102.74
HND,2011,11189000,28.86763786,45.33023505,1711.5,342.3,35.3030014,106.04
HND,2012,11189000,28.9123246,44.25775315,1646.9,329.38,37.00500107,108.57
HND,2013,11189000,28.9123246,43.18527125,1667.9,333.58,34.51699829,108.71
HND,2014,11189000,28.9123246,42.11278935,1724.8,344.96,28.83399963,108.88
HND,2015,11189000,28.9123246,41.04030744,1742,348.4,28.72200012,109.03
HND,2016,11189000,28.9123246,39.96782554,1759.1,351.82,27.35400009,109.52
HND,2017,11189000,0,0,1775.4,355.08,31.98500061,109.5198905
HND,2018,11189000,0,0,0,0,30.67300034,109.519781
HND,2019,0,0,0,0,0,30.26000023,109.5196714
HND,2020,0,0,0,0,0,30.10300064,109.5195619
HKG,1960,0,0,0,0,0,0.984872083,96.9705
HKG,1961,102000,13.7254902,0,2016.8,403.36,0.994820285,97.95
HKG,1962,102000,13.7254902,0,1720.1,344.02,1.105355873,141.77
HKG,1963,102000,13.7254902,0,1840.8,368.16,0.994820285,132.48
HKG,1964,102000,12.74509804,0,1396.2,279.24,1.004868975,102.34
HKG,1965,102000,12.74509804,0,2436.2,487.24,1.116521084,89.48
HKG,1966,102000,12.74509804,0,1756.3,351.26,1.004868975,92.87
HKG,1967,102000,12.74509804,0,1933.1,386.62,1.015019167,97.41
HKG,1968,102000,12.74509804,0,1778.7,355.74,0.91351725,129.46
HKG,1969,102000,12.74509804,0,2365.4,473.08,0.922744697,141.58
HKG,1970,102000,12.74509804,0,2366.9,473.38,1.025271886,150.04
HKG,1971,102000,11.76470588,0,2288.8,457.76,0.922744697,159.85
HKG,1972,102000,11.76470588,0,2056.8,411.36,0.932065351,176.6
HKG,1973,102000,11.76470588,0,2226.5,445.3,1.035628167,137.8
HKG,1974,102000,11.76470588,0,1615.9,323.18,0.932065351,132.77
HKG,1975,101000,9.900990099,0,1792.4,358.48,0.941480152,122.72
HKG,1976,101000,9.900990099,0,1886.3,377.26,0.847332137,131.06
HKG,1977,100000,9,0,1882.7,376.54,0.855891047,153.61
HKG,1978,100000,8,0,1881.7,376.34,0.950990053,164.66
HKG,1979,100000,8,0,1515.2,303.04,0.855891047,184.55
HKG,1980,100000,8,0,2121.2,424.24,0.864536412,93.28
HKG,1981,100000,9,0,1500,300,0.960596013,206.86
HKG,1982,99000,9.090909091,0,1538.5,307.7,0.864536412,201.86
HKG,1983,99000,9.090909091,0,1333.3,266.66,0.873269103,199.84
HKG,1984,99000,9.090909091,0,2181.8,436.36,0.785942192,188.04
HKG,1985,99000,9.090909091,0,2500,500,0.793881002,203.37
HKG,1986,99000,9.090909091,0,2200,440,0.882090003,179.5
HKG,1987,99000,9.090909091,0,1250,250,0.793881002,187.33
HKG,1988,99000,9.090909091,0,3000,600,0.801900002,189.83
HKG,1989,99000,8.080808081,0,3000,600,0.891000003,165.33
HKG,1990,99000,8.080808081,0,2000,400,0.801900002,145.33
HKG,1991,99000,8.080808081,0,0,0,0.810000002,117.28
HKG,1992,99000,8.080808081,0,0,0,0.689999998,75.49
HKG,1993,99000,8.080808081,0,0,0,0.639999986,87.78
HKG,1994,99000,8.080808081,0,0,0,0.620000005,47.75
HKG,1995,105000,7.619047619,0,0,0,0.569999993,62.4
HKG,1996,105000,7.619047619,0,0,0,0.400000006,71.01
HKG,1997,105000,6.666666667,0,1922.6,384.52,0.330000013,77.17
HKG,1998,105000,6.666666667,0,1924.5,384.9,0.300000012,89.34
HKG,1999,105000,6.666666667,0,1929.2,385.84,0.300000012,105.17
HKG,2000,105000,6.666666667,0,1923.3,384.66,0.289999992,108.52
HKG,2001,105000,6.666666667,0,1905.8,381.16,0.219999999,115.4
HKG,2002,105000,6.666666667,0,1989.9,397.98,0.280000001,105.12
HKG,2003,105000,6.666666667,0,1989.8,397.96,0.219999999,96.89
HKG,2004,105000,6.666666667,0,1989.8,397.96,0.25999999,99.44
HKG,2005,105000,6.666666667,0,1989.9,397.98,0.25999999,98.81
HKG,2006,105000,5.714285714,0,0,0,0.239999995,101.74
HKG,2007,105000,5.714285714,0,1985.4,397.08,0.180000007,83.23
HKG,2008,105000,5.714285714,0,1975.2,395.04,0.239999995,39.15
HKG,2009,105000,5.714285714,0,2000.4,400.08,0.238000005,45.13
HKG,2010,105000,5.238095238,0,2000.4,400.08,0.226999998,46.07
HKG,2011,105000,5.238095238,0,2000.4,400.08,0.221000001,47.48
HKG,2012,105000,4.857142766,0,2000.4,400.08,0.215000004,48.7
HKG,2013,105000,4.857142766,0,2000.4,400.08,0.208000004,50.19
HKG,2014,105000,4.857142766,0,2000.4,400.08,0.201000005,50.39
HKG,2015,105000,4.857142766,0,2000.4,400.08,0.194000006,50.91
HKG,2016,105000,4.761904762,0,2000.4,400.08,0.187999994,51.17
HKG,2017,105000,0,0,2000.4,400.08,0.180999994,51.16994883
HKG,2018,105000,0,0,0,0,0.175999999,51.16989766
HKG,2019,0,0,0,0,0,0.171000004,51.16984649
HKG,2020,0,0,0,0,0,0.166999996,51.16979532
HUN,1960,0,0,20.8370874,0,0,14.3049634,82.1898
HUN,1961,9004000,78.66503776,20.83917131,1857.5,371.5,14.44945798,83.02
HUN,1962,9002000,77.89380138,20.84125544,2042.3,408.46,16.05495331,84.13
HUN,1963,9003000,77.57414195,20.84333977,2041.6,408.32,14.44945798,86.36
HUN,1964,9003000,77.51860491,20.84542432,2111.7,422.34,14.5954121,85.48
HUN,1965,9002000,77.23839147,20.84750907,2320.6,464.12,16.21712456,88.7
HUN,1966,9001000,76.95811576,20.84959403,2401.7,480.34,14.5954121,90.4
HUN,1967,9000000,76.82222222,20.85167919,2491.5,498.3,14.74284051,94.03
HUN,1968,8999000,76.70852317,20.85376457,2576.3,515.26,13.26855646,101.32
HUN,1969,8999000,76.54183798,20.85585016,2986,597.2,13.40258228,101.83
HUN,1970,8998000,76.40586797,20.85793595,2538.2,507.64,14.89175809,105.47
HUN,1971,8997000,76.19206402,20.86002195,3132,626.4,13.40258228,115.19
HUN,1972,8997000,76.09203068,20.86210816,3339.8,667.96,13.5379619,118.05
HUN,1973,8997000,75.9697677,20.65348708,3593.6,718.72,15.04217989,116.98
HUN,1974,8997000,75.38068245,20.44695221,3825.8,765.16,13.5379619,125.73
HUN,1975,8997000,75.24730466,20.24248269,3902.7,780.54,13.67470899,133.67
HUN,1976,8995000,75.11951084,20.04005786,3686.2,737.24,12.30723809,128.78
HUN,1977,8996000,74.79991107,19.83965728,4106.5,821.3,12.43155363,137.32
HUN,1978,8997000,74.4470379,19.64126071,4460.4,892.08,13.81283736,141.93
HUN,1979,8992000,73.96574733,19.4448481,4131.9,826.38,12.43155363,149.14
HUN,1980,8991000,73.70704037,19.64126071,4806.1,961.22,12.55712487,152.6
HUN,1981,8990000,73.42602892,19.83965728,4619.6,923.92,13.95236097,153.93
HUN,1982,8989000,73.2228279,20.04005786,5177.9,1035.58,12.55712487,162.79
HUN,1983,8988000,73.10858923,20.24248269,4734.3,946.86,12.68396452,167.64
HUN,1984,8988000,72.91944815,20.44695221,5401.2,1080.24,11.41556807,170.67
HUN,1985,8988000,72.75255897,20.65348708,5158.8,1031.76,11.53087684,164.21
HUN,1986,8988000,72.57454384,20.86210816,4960.8,992.16,12.81208537,160.63
HUN,1987,8988000,72.44103249,20.65348708,4980.3,996.06,11.53087684,167.11
HUN,1988,8987000,72.29331256,20.44695221,5224.6,1044.92,11.64735034,166.23
HUN,1989,8987000,72.14865917,20.24248269,5472.8,1094.56,12.94150038,166.89
HUN,1990,8987000,72.03738734,20.04005786,4520.8,904.16,11.64735034,167.62
HUN,1991,8987000,71.88160677,20.16913292,5486.2,1097.24,11.76500034,152.39
HUN,1992,8987000,68.27639924,20.29820798,3646,729.2,11.28199959,134.66
HUN,1993,8986000,68.2172268,20.42955763,3085.3,617.06,9.131999969,122.69
HUN,1994,8986000,68.12819942,20.55864706,3968.8,793.76,8.732000351,114.69
HUN,1995,8986000,68.76251947,20.68773648,4064.1,812.82,8.022000313,111.88
HUN,1996,8986000,68.81816158,20.8168259,3999.6,799.92,8.218999863,114.34
HUN,1997,8980000,68.98663697,20.95991037,4785.7,957.14,7.811999798,112.27
HUN,1998,8980000,68.96436526,21.0890874,4554.2,910.84,7.342000008,112.81
HUN,1999,8980000,68.88641425,21.21826308,4706.2,941.24,6.953999996,113
HUN,2000,8962000,65.32024102,21.39031466,3632.7,726.54,6.462999821,121.33
HUN,2001,8962000,65.44298148,21.53760267,4884.9,976.98,6.186999798,115.95
HUN,2002,8962000,65.2644499,21.68489204,3963.2,792.64,6.118000031,116.58
HUN,2003,8962000,65.44298148,21.83218004,3038.9,607.78,5.381000042,112.49
HUN,2004,8962000,65.43182325,21.97946941,5589.9,1117.98,5.261000156,107.55
HUN,2005,8961000,65.42796563,22.12922665,5526.6,1105.32,4.866000175,97.58
HUN,2006,8961000,64.82535431,22.26983568,5097.3,1019.46,4.763999939,94.87
HUN,2007,8961000,64.80303538,22.41044472,3492,698.4,4.585999966,97.11
HUN,2008,8961000,64.61332441,22.55105511,5800.2,1160.04,4.315000057,98.43
HUN,2009,9053000,63.879377,22.4610629,4715.2,943.04,4.609000206,96.78
HUN,2010,9053000,59.01910969,22.60024301,4719,943.8,4.540999889,90.35
HUN,2011,9053000,58.95283331,22.65105598,5105.1,1021.02,4.886000156,93.05
HUN,2012,9053000,58.96387938,22.70186625,3761.1,752.22,5.06400013,91.33
HUN,2013,9053000,58.06914835,22.75267921,4831.5,966.3,4.77699995,88.13
HUN,2014,9053000,58.14647078,22.80348948,5897,1179.4,4.675000191,88.57
HUN,2015,9053000,58.14647078,22.85430244,5243.4,1048.68,4.900000095,90.45
HUN,2016,9053000,58.35634596,22.90511541,6486.6,1297.32,5.039999962,81.9
HUN,2017,9053000,0,0,5778.9,1155.78,5.037000179,81.8999181
HUN,2018,9053000,0,0,0,0,4.84800005,81.8998362
HUN,2019,0,0,0,0,0,4.699999809,81.8997543
HUN,2020,0,0,0,0,0,4.571000099,81.8996724
ISL,1960,0,0,0.166985802,0,0,12.37047942,90.7632
ISL,1961,10025000,21.14713217,0.167002502,0,0,12.49543376,91.68
ISL,1962,10025000,21.14713217,0.167019204,0,0,13.88381528,97.17
ISL,1963,10025000,21.14713217,0.167035908,0,0,12.49543376,95.48
ISL,1964,10025000,21.14713217,0.167052613,0,0,12.62165026,94.66
ISL,1965,10025000,21.14713217,0.16706932,0,0,14.02405584,99.79
ISL,1966,10025000,21.14713217,0.167086029,0,0,12.62165026,96.65
ISL,1967,10025000,21.14713217,0.167102739,0,0,12.74914167,101.71
ISL,1968,10025000,21.14713217,0.167119451,0,0,11.47422751,94.22
ISL,1969,10025000,21.14713217,0.167136165,0,0,11.5901288,94.23
ISL,1970,10025000,19.96009975,0.16715288,0,0,12.87792088,90.71
ISL,1971,10025000,19.86034913,0.167169597,0,0,11.5901288,90.21
ISL,1972,10025000,19.7605985,0.167186315,0,0,11.7072008,97.05
ISL,1973,10025000,19.66084788,0.165514452,0,0,13.00800089,100.2
ISL,1974,10025000,19.55112219,0.163859308,0,0,11.7072008,105.09
ISL,1975,10025000,19.45137157,0.162220715,0,0,11.82545536,107.75
ISL,1976,10025000,19.35162095,0.160598508,0,0,10.64290982,106
ISL,1977,10025000,19.26184539,0.158992522,0,0,10.75041396,107.52
ISL,1978,10025000,19.16209476,0.157402597,0,0,11.9449044,113.01
ISL,1979,10025000,19.06234414,0.155828571,0,0,10.75041396,114.72
ISL,1980,10025000,18.95261845,0.157402597,0,0,10.859004,105.92
ISL,1981,10025000,18.95261845,0.158992522,0,0,12.06556,107.16
ISL,1982,10025000,18.95261845,0.160598508,0,0,10.859004,106.17
ISL,1983,10025000,18.95261845,0.162220715,0,0,10.96869091,105.53
ISL,1984,10025000,18.95261845,0.163859308,0,0,9.871821819,104.09
ISL,1985,10025000,18.95261845,0.165514452,0,0,9.971537191,108.31
ISL,1986,10025000,18.95261845,0.167186315,0,0,11.07948577,108.19
ISL,1987,10025000,18.95261845,0.165514452,0,0,9.971537191,103.33
ISL,1988,10025000,18.95261845,0.163859308,0,0,10.07225979,91.05
ISL,1989,10025000,18.95261845,0.162220715,0,0,11.19139977,88.17
ISL,1990,10025000,18.96259352,0.160598508,0,0,10.07225979,88.54
ISL,1991,10025000,18.96259352,0.173266841,0,0,10.17399979,88.69
ISL,1992,10025000,18.96259352,0.185935156,0,0,10.45300007,87.59
ISL,1993,10025000,18.95261845,0.19860349,0,0,9.19299984,84.99
ISL,1994,10025000,18.95261845,0.211271823,0,0,9.06099987,87
ISL,1995,10025000,18.94264339,0.223940157,0,0,9.572999954,86.73
ISL,1996,10025000,18.92269327,0.236608472,0,0,9.977000237,84.72
ISL,1997,10025000,18.90274314,0.249276806,0,0,9.085000038,86.51
ISL,1998,10025000,18.86284289,0.261945139,0,0,8.647999763,86.9
ISL,1999,10025000,18.84289277,0.274613473,0,0,8.916999817,92.06
ISL,2000,10025000,18.84289277,0.287281788,0,0,8.713000298,95.27
ISL,2001,10025000,18.84289277,0.302643393,0,0,7.711999893,95.81
ISL,2002,10025000,18.82294264,0.318004979,0,0,7.368999958,99.09
ISL,2003,10025000,18.80299252,0.333366565,0,0,6.984000206,100.29
ISL,2004,10025000,18.79301746,0.34872817,0,0,6.321000099,99.85
ISL,2005,10025000,18.77306733,0.364089776,0,0,6.53000021,99.02
ISL,2006,10025000,18.76309227,0.37645887,0,0,6.31400013,101.13
ISL,2007,10025000,18.71321696,0.388827926,0,0,5.919000149,106.26
ISL,2008,10025000,18.71321696,0.40119702,0,0,4.604000092,109.33
ISL,2009,10025000,18.7032419,0.413566076,0,0,4.834000111,109.64
ISL,2010,10025000,18.69326683,0.42593517,0,0,5.586999893,110.71
ISL,2011,10025000,18.6852863,0.438902743,0,0,5.488999844,112.53
ISL,2012,10025000,18.67531123,0.451870317,0,0,5.548999786,115.85
ISL,2013,10025000,18.67531123,0.46483789,0,0,4.445000172,115.63
ISL,2014,10025000,18.67531123,0.477805502,0,0,4.534999847,116.24
ISL,2015,10025000,18.67331671,0.490773075,0,0,4.238999844,120.7
ISL,2016,10025000,18.67331671,0.503740648,0,0,3.894999981,124.03
ISL,2017,10025000,0,0,0,0,3.756999969,124.029876
ISL,2018,10025000,0,0,0,0,4.03000021,124.0297519
ISL,2019,0,0,0,0,0,3.937999964,124.0296279
ISL,2020,0,0,0,0,0,3.832999945,124.0295039
IND,1960,0,0,22.36048496,0,0,76.06860163,24.255
IND,1961,297319000,58.84319536,22.36272123,947.3,189.46,76.83697134,24.5
IND,1962,297319000,59.35779415,22.36495773,929.7,185.94,85.3744126,24.61
IND,1963,297319000,59.24747493,22.36719445,965.8,193.16,76.83697134,24.67
IND,1964,297319000,59.43515214,22.36943139,993.6,198.72,77.61310237,24.62
IND,1965,297319000,59.59154982,22.37166856,854.4,170.88,86.23678041,24.72
IND,1966,297319000,59.71027751,22.37390595,864.2,172.84,77.61310237,25.04
IND,1967,297319000,59.80344344,22.37614356,993.7,198.74,78.3970731,25.49
IND,1968,297319000,59.99078431,22.3783814,1036.6,207.32,70.55736579,26.71
IND,1969,297319000,59.79839835,22.38061946,1053.7,210.74,71.27006645,27.19
IND,1970,297319000,59.88584652,22.38285775,1134.8,226.96,79.18896272,26.94
IND,1971,297319000,59.80680683,22.38509626,1136.1,227.22,71.27006645,28.48
IND,1972,297319000,59.85019457,22.38733499,1107.8,221.56,71.98996611,28.87
IND,1973,297319000,60.12094753,22.16346164,1152.8,230.56,79.98885124,29.51
IND,1974,297319000,60.29954359,21.94182702,1074.5,214.9,71.98996611,30.78
IND,1975,297319000,60.43811529,21.72240875,1260.8,252.16,72.71713749,31.96
IND,1976,297319000,60.42298003,21.50518467,1198.7,239.74,65.44542374,33.62
IND,1977,297319000,60.40347236,21.29013282,1331.1,266.22,66.10648863,34.89
IND,1978,297319000,60.74014779,21.07723149,1370.2,274.04,73.45165403,35.6
IND,1979,297319000,60.73611172,20.86645918,1222.3,244.46,66.10648863,37.13
IND,1980,297319000,60.63251928,21.07723149,1350,270,66.77423093,38.65
IND,1981,297319000,60.67590702,21.29013282,1398.8,279.76,74.19358993,41.12
IND,1982,297319000,60.80035248,21.50518467,1346.4,269.28,66.77423093,43.59
IND,1983,297319000,60.69642371,21.72240875,1564.4,312.88,67.44871812,46.28
IND,1984,297319000,61.0293994,21.94182702,1563.8,312.76,60.7038463,48.63
IND,1985,297319000,60.99172942,22.16346164,1592.2,318.44,61.31701647,51.2
