LOCATION,TIME,"Death rate, crude (per 1,000 people)"
VIR,1986,5
VIR,1987,5
VIR,1988,4.875
VIR,1989,4.75
VIR,1990,4.625
VIR,1991,4.5
VIR,1992,4.5
VIR,1993,4.675
VIR,1994,4.85
VIR,1995,5.025
VIR,1996,5.2
VIR,1997,5.3
VIR,1998,5
VIR,1999,5.3
VIR,2000,6
VIR,2001,5.6
VIR,2002,5.7
VIR,2003,5.8
VIR,2004,5.8
VIR,2005,6.1
VIR,2006,5.8
VIR,2007,6.7
VIR,2008,6.7
VIR,2009,6.6
VIR,2010,6.6
VIR,2011,6.6
VIR,2012,6.7
VIR,2013,6.9
VIR,2014,7.1
VIR,2015,7.3
VIR,2016,7.6
VIR,2017,7.8
VIR,2018,8.1
VIR,2019,0
VIR,2020,0
PSE,1960,0
PSE,1961,0
PSE,1962,0
PSE,1963,0
PSE,1964,0
PSE,1965,0
PSE,1966,0
PSE,1967,0
PSE,1968,0
PSE,1969,0
PSE,1970,0
PSE,1971,0
PSE,1972,0
PSE,1973,0
PSE,1974,0
PSE,1975,0
PSE,1976,0
PSE,1977,0
PSE,1978,0
PSE,1979,0
PSE,1980,0
PSE,1981,0
PSE,1982,0
PSE,1983,0
PSE,1984,0
PSE,1985,0
PSE,1986,0
PSE,1987,0
PSE,1988,0
PSE,1989,0
PSE,1990,6.72
PSE,1991,6.46
PSE,1992,6.2
PSE,1993,5.94
PSE,1994,5.68
PSE,1995,5.42
PSE,1996,5.16
PSE,1997,4.9
PSE,1998,4.8
PSE,1999,4.6
PSE,2000,4.5
PSE,2001,4.4
PSE,2002,4.3
PSE,2003,4.2
PSE,2004,4.1
PSE,2005,4
PSE,2006,3.9
PSE,2007,3.675
PSE,2008,3.521
PSE,2009,3.515
PSE,2010,3.511
PSE,2011,3.508
PSE,2012,3.505
PSE,2013,3.501
PSE,2014,3.495
PSE,2015,3.488
PSE,2016,3.478
PSE,2017,3.469
PSE,2018,3.461
PSE,2019,0
PSE,2020,0
YEM,1960,36.234
YEM,1961,36.031
YEM,1962,35.732
YEM,1963,35.321
YEM,1964,34.79
YEM,1965,34.136
YEM,1966,33.365
YEM,1967,32.5
YEM,1968,31.563
YEM,1969,30.572
YEM,1970,29.54
YEM,1971,28.478
YEM,1972,27.39
YEM,1973,26.287
YEM,1974,25.179
YEM,1975,24.07
YEM,1976,22.96
YEM,1977,21.848
YEM,1978,20.74
YEM,1979,19.648
YEM,1980,18.588
YEM,1981,17.572
YEM,1982,16.612
YEM,1983,15.719
YEM,1984,14.903
YEM,1985,14.177
YEM,1986,13.548
YEM,1987,13.01
YEM,1988,12.552
YEM,1989,12.164
YEM,1990,11.833
YEM,1991,11.546
YEM,1992,11.286
YEM,1993,11.038
YEM,1994,10.787
YEM,1995,10.52
YEM,1996,10.229
YEM,1997,9.918
YEM,1998,9.59
YEM,1999,9.248
YEM,2000,8.894
YEM,2001,8.534
YEM,2002,8.175
YEM,2003,7.827
YEM,2004,7.499
YEM,2005,7.197
YEM,2006,6.927
YEM,2007,6.691
YEM,2008,6.488
YEM,2009,6.32
YEM,2010,6.189
YEM,2011,6.094
YEM,2012,6.03
YEM,2013,5.992
YEM,2014,5.974
YEM,2015,5.969
YEM,2016,5.972
YEM,2017,5.978
YEM,2018,5.983
YEM,2019,0
YEM,2020,0
ZMB,1960,18.471
ZMB,1961,18.191
ZMB,1962,17.931
ZMB,1963,17.689
ZMB,1964,17.462
ZMB,1965,17.241
ZMB,1966,17.012
ZMB,1967,16.768
ZMB,1968,16.504
ZMB,1969,16.22
ZMB,1970,15.919
ZMB,1971,15.61
ZMB,1972,15.305
ZMB,1973,15.017
ZMB,1974,14.752
ZMB,1975,14.52
ZMB,1976,14.322
ZMB,1977,14.157
ZMB,1978,14.025
ZMB,1979,13.928
ZMB,1980,13.862
ZMB,1981,13.819
ZMB,1982,13.8
ZMB,1983,13.806
ZMB,1984,13.846
ZMB,1985,13.942
ZMB,1986,14.119
ZMB,1987,14.39
ZMB,1988,14.754
ZMB,1989,15.199
ZMB,1990,15.711
ZMB,1991,16.275
ZMB,1992,16.853
ZMB,1993,17.405
ZMB,1994,17.893
ZMB,1995,18.274
ZMB,1996,18.515
ZMB,1997,18.604
ZMB,1998,18.538
ZMB,1999,18.313
ZMB,2000,17.929
ZMB,2001,17.395
ZMB,2002,16.743
ZMB,2003,16.007
ZMB,2004,15.211
ZMB,2005,14.376
ZMB,2006,13.51
ZMB,2007,12.625
ZMB,2008,11.736
ZMB,2009,10.869
ZMB,2010,10.051
ZMB,2011,9.304
ZMB,2012,8.637
ZMB,2013,8.055
ZMB,2014,7.565
ZMB,2015,7.169
ZMB,2016,6.864
ZMB,2017,6.633
ZMB,2018,6.456
ZMB,2019,0
ZMB,2020,0
ZWE,1960,14.441
ZWE,1961,14.104
ZWE,1962,13.762
ZWE,1963,13.419
ZWE,1964,13.083
ZWE,1965,12.76
ZWE,1966,12.458
ZWE,1967,12.183
ZWE,1968,11.937
ZWE,1969,11.721
ZWE,1970,11.537
ZWE,1971,11.388
ZWE,1972,11.265
ZWE,1973,11.159
ZWE,1974,11.056
ZWE,1975,10.938
ZWE,1976,10.783
ZWE,1977,10.582
ZWE,1978,10.334
ZWE,1979,10.043
ZWE,1980,9.717
ZWE,1981,9.365
ZWE,1982,9.015
ZWE,1983,8.695
ZWE,1984,8.43
ZWE,1985,8.25
ZWE,1986,8.176
ZWE,1987,8.216
ZWE,1988,8.376
ZWE,1989,8.659
ZWE,1990,9.074
ZWE,1991,9.625
ZWE,1992,10.292
ZWE,1993,11.047
ZWE,1994,11.861
ZWE,1995,12.707
ZWE,1996,13.563
ZWE,1997,14.403
ZWE,1998,15.197
ZWE,1999,15.913
ZWE,2000,16.534
ZWE,2001,17.057
ZWE,2002,17.48
ZWE,2003,17.788
ZWE,2004,17.954
ZWE,2005,17.91
ZWE,2006,17.586
ZWE,2007,16.964
ZWE,2008,16.066
ZWE,2009,14.942
ZWE,2010,13.679
ZWE,2011,12.384
ZWE,2012,11.167
ZWE,2013,10.115
ZWE,2014,9.277
ZWE,2015,8.673
ZWE,2016,8.286
ZWE,2017,8.044
ZWE,2018,7.883
ZWE,2019,0
ZWE,2020,0
ARB,1960,20.16535716
ARB,1961,19.6810969
ARB,1962,19.2054199
ARB,1963,18.73383542
ARB,1964,18.26403619
ARB,1965,17.79666741
ARB,1966,17.3359192
ARB,1967,16.88604012
ARB,1968,16.44810095
ARB,1969,16.01921167
ARB,1970,15.59412089
ARB,1971,15.16621963
ARB,1972,14.73115513
ARB,1973,14.29004949
ARB,1974,13.84777023
ARB,1975,13.40934504
ARB,1976,12.98089556
ARB,1977,12.5657844
ARB,1978,12.16353851
ARB,1979,11.76931688
ARB,1980,11.37712083
ARB,1981,10.98135474
ARB,1982,10.58055948
ARB,1983,10.17789664
ARB,1984,9.781567435
ARB,1985,9.401891122
ARB,1986,9.049499993
ARB,1987,8.730526773
ARB,1988,8.448394402
ARB,1989,8.201810288
ARB,1990,7.975066511
ARB,1991,7.781341948
ARB,1992,7.643509312
ARB,1993,7.464788496
ARB,1994,7.29060697
ARB,1995,7.092828497
ARB,1996,6.93492799
ARB,1997,6.788488519
ARB,1998,6.659030385
ARB,1999,6.543401604
ARB,2000,6.440959176
ARB,2001,6.348609539
ARB,2002,6.262574217
ARB,2003,6.17892325
ARB,2004,6.094491712
ARB,2005,6.009849563
ARB,2006,5.926905491
ARB,2007,5.848556688
ARB,2008,5.78020753
ARB,2009,5.725300256
ARB,2010,5.681657407
ARB,2011,5.644353247
ARB,2012,5.60853393
ARB,2013,5.571310947
ARB,2014,5.532235221
ARB,2015,5.491656259
ARB,2016,5.451217825
ARB,2017,5.413473179
ARB,2018,5.380359864
ARB,2019,0
ARB,2020,0
CSS,1960,9.603008396
CSS,1961,9.394247029
CSS,1962,9.199296736
CSS,1963,9.017498126
CSS,1964,8.849226955
CSS,1965,8.693250667
CSS,1966,8.54959578
CSS,1967,8.417434386
CSS,1968,8.29469691
CSS,1969,8.179427717
CSS,1970,8.135776804
CSS,1971,7.958737168
CSS,1972,7.849757532
CSS,1973,7.742313782
CSS,1974,7.638788409
CSS,1975,7.544702165
CSS,1976,7.486892201
CSS,1977,7.445031702
CSS,1978,7.382117945
CSS,1979,7.357399285
CSS,1980,7.365050986
CSS,1981,7.353208734
CSS,1982,7.376018487
CSS,1983,7.363335528
CSS,1984,7.351022981
CSS,1985,7.341852345
CSS,1986,7.297253304
CSS,1987,7.227968898
CSS,1988,7.177561441
CSS,1989,7.116852227
CSS,1990,7.047768153
CSS,1991,6.974165885
CSS,1992,6.936527822
CSS,1993,6.889777625
CSS,1994,6.867008406
CSS,1995,6.866964578
CSS,1996,6.887592817
CSS,1997,6.888940679
CSS,1998,6.889826687
CSS,1999,6.907420071
CSS,2000,6.939702811
CSS,2001,6.977052243
CSS,2002,7.032519146
CSS,2003,7.032912503
CSS,2004,7.057181569
CSS,2005,7.07913762
CSS,2006,7.104494057
CSS,2007,7.124117706
CSS,2008,7.153261515
CSS,2009,7.188431443
CSS,2010,7.239167499
CSS,2011,7.271759289
CSS,2012,7.316631469
CSS,2013,7.361125029
CSS,2014,7.41773063
CSS,2015,7.448260703
CSS,2016,7.492400908
CSS,2017,7.539147976
CSS,2018,7.58948245
CSS,2019,0
CSS,2020,0
CEB,1960,8.632179425
CEB,1961,8.49502251
CEB,1962,9.11482855
CEB,1963,8.511228421
CEB,1964,8.505739901
CEB,1965,8.67903438
CEB,1966,8.51306874
CEB,1967,9.021372137
CEB,1968,9.197538657
CEB,1969,9.711485153
CEB,1970,9.625411692
CEB,1971,9.855959522
CEB,1972,9.527539267
CEB,1973,9.822087675
CEB,1974,9.665406574
CEB,1975,9.973065878
CEB,1976,10.07355868
CEB,1977,10.17237577
CEB,1978,10.43602014
CEB,1979,10.37481731
CEB,1980,10.93984038
CEB,1981,10.55125971
CEB,1982,10.60224922
CEB,1983,10.94929939
CEB,1984,11.02923907
CEB,1985,11.29737628
CEB,1986,11.04272946
CEB,1987,11.10447364
CEB,1988,10.96874542
CEB,1989,11.0488327
CEB,1990,11.17514335
CEB,1991,11.41463757
CEB,1992,11.42163297
CEB,1993,11.48442673
CEB,1994,11.43373737
CEB,1995,11.49484856
CEB,1996,11.52005716
CEB,1997,11.40901423
CEB,1998,11.27738993
CEB,1999,11.2557641
CEB,2000,11.00692336
CEB,2001,11.00386236
CEB,2002,11.16444986
CEB,2003,11.31944379
CEB,2004,11.11677889
CEB,2005,11.34498586
CEB,2006,11.28587385
CEB,2007,11.38941109
CEB,2008,11.37212514
CEB,2009,11.43433358
CEB,2010,11.42948365
CEB,2011,11.31672317
CEB,2012,11.49672886
CEB,2013,11.41056152
CEB,2014,11.37511582
CEB,2015,11.8380896
CEB,2016,11.61716306
CEB,2017,11.95731753
CEB,2018,12.09838897
CEB,2019,0
CEB,2020,0
EAR,1960,20.19370168
EAR,1961,19.69144388
EAR,1962,19.19918028
EAR,1963,18.71859046
EAR,1964,18.24959817
EAR,1965,17.7943153
EAR,1966,17.35643434
EAR,1967,16.93747023
EAR,1968,16.53912036
EAR,1969,16.15869762
EAR,1970,15.79378088
EAR,1971,15.43913256
EAR,1972,15.09242572
EAR,1973,14.74776706
EAR,1974,14.40567773
EAR,1975,14.06253268
EAR,1976,13.71678384
EAR,1977,13.37392704
EAR,1978,13.03787462
EAR,1979,12.69320182
EAR,1980,12.39270908
EAR,1981,12.09791437
EAR,1982,11.82090631
EAR,1983,11.54831342
EAR,1984,11.27883662
EAR,1985,11.01182996
EAR,1986,10.75260435
EAR,1987,10.50065005
EAR,1988,10.25757834
EAR,1989,10.01910102
EAR,1990,9.786272875
EAR,1991,9.561596432
EAR,1992,9.341892055
EAR,1993,9.126500718
EAR,1994,8.919923107
EAR,1995,8.726800896
EAR,1996,8.552287627
EAR,1997,8.394727208
EAR,1998,8.258164699
EAR,1999,8.129296014
EAR,2000,8.019218158
EAR,2001,7.914893124
EAR,2002,7.818756703
EAR,2003,7.721044397
EAR,2004,7.618987914
EAR,2005,7.519481433
EAR,2006,7.410364797
EAR,2007,7.297317266
EAR,2008,7.18463179
EAR,2009,7.071819644
EAR,2010,6.969856591
EAR,2011,6.876978328
EAR,2012,6.79756469
EAR,2013,6.731974326
EAR,2014,6.684918214
EAR,2015,6.653098232
EAR,2016,6.635296165
EAR,2017,6.630296277
EAR,2018,6.628922806
EAR,2019,0
EAR,2020,0
EAS,1960,21.02304038
EAS,1961,13.71129775
EAS,1962,10.96147125
EAS,1963,10.82551808
EAS,1964,11.6355747
EAS,1965,10.29479509
EAS,1966,9.757980182
EAS,1967,9.411132631
EAS,1968,9.209514446
EAS,1969,9.011742049
EAS,1970,8.670208498
EAS,1971,8.388926123
EAS,1972,8.501755753
EAS,1973,8.157455223
EAS,1974,8.281001259
EAS,1975,8.214018933
EAS,1976,8.110012504
EAS,1977,7.767734648
EAS,1978,7.293240824
EAS,1979,7.165630996
EAS,1980,7.200787122
EAS,1981,7.102714751
EAS,1982,7.173329897
EAS,1983,7.311438377
EAS,1984,7.182389638
EAS,1985,7.099170316
EAS,1986,7.106551432
EAS,1987,7.017562405
EAS,1988,6.908776173
EAS,1989,6.805898751
EAS,1990,6.873392231
EAS,1991,6.861934978
EAS,1992,6.813820963
EAS,1993,6.79946853
EAS,1994,6.697166728
EAS,1995,6.752794572
EAS,1996,6.716101102
EAS,1997,6.688082616
EAS,1998,6.687054152
EAS,1999,6.677362144
EAS,2000,6.657018988
EAS,2001,6.631673134
EAS,2002,6.63963724
EAS,2003,6.640931982
EAS,2004,6.617005564
EAS,2005,6.686979794
EAS,2006,6.851832878
EAS,2007,6.925233526
EAS,2008,7.013200472
EAS,2009,7.007769735
EAS,2010,7.040006294
EAS,2011,7.075334547
EAS,2012,7.083431293
EAS,2013,7.086606347
EAS,2014,7.088940275
EAS,2015,7.071541191
EAS,2016,7.078647803
EAS,2017,7.114262378
EAS,2018,7.131693379
EAS,2019,0
EAS,2020,0
EAP,1960,23.07300814
EAP,1961,14.63068048
EAP,1962,11.42217786
EAP,1963,11.32705339
EAP,1964,12.29102857
EAP,1965,10.72160064
EAP,1966,10.1304129
EAP,1967,9.747403616
EAP,1968,9.504964863
EAP,1969,9.299602389
EAP,1970,8.920076781
EAP,1971,8.659402795
EAP,1972,8.825373472
EAP,1973,8.365377077
EAP,1974,8.541750465
EAP,1975,8.476866622
EAP,1976,8.361045266
EAP,1977,8.004372941
EAP,1978,7.462220888
EAP,1979,7.335913178
EAP,1980,7.333250137
EAP,1981,7.255087746
EAP,1982,7.339614471
EAP,1983,7.473913504
EAP,1984,7.344495073
EAP,1985,7.252700395
EAP,1986,7.25446402
EAP,1987,7.105998066
EAP,1988,7.004871985
EAP,1989,6.89372291
EAP,1990,6.949354725
EAP,1991,6.938480346
EAP,1992,6.868952746
EAP,1993,6.84670405
EAP,1994,6.72341922
EAP,1995,6.76567423
EAP,1996,6.747892934
EAP,1997,6.705140468
EAP,1998,6.691884563
EAP,1999,6.658285135
EAP,2000,6.645174694
EAP,2001,6.623275604
EAP,2002,6.599598966
EAP,2003,6.580756494
EAP,2004,6.580491614
EAP,2005,6.626355455
EAP,2006,6.815016388
EAP,2007,6.879510507
EAP,2008,6.951538788
EAP,2009,6.949897436
EAP,2010,6.957354479
EAP,2011,6.967146595
EAP,2012,6.965719987
EAP,2013,6.966666241
EAP,2014,6.963437125
EAP,2015,6.930100902
EAP,2016,6.920891241
EAP,2017,6.94257282
EAP,2018,6.948418495
EAP,2019,0
EAP,2020,0
TEA,1960,23.18820549
TEA,1961,14.64073266
TEA,1962,11.39332712
TEA,1963,11.30131953
TEA,1964,12.28313823
TEA,1965,10.6995929
TEA,1966,10.10813897
TEA,1967,9.727920692
TEA,1968,9.490001338
TEA,1969,9.289425592
TEA,1970,8.912027713
TEA,1971,8.654611159
TEA,1972,8.829017821
TEA,1973,8.368856521
TEA,1974,8.55292902
TEA,1975,8.491967735
TEA,1976,8.378661637
TEA,1977,8.020577511
TEA,1978,7.473856152
TEA,1979,7.347771115
TEA,1980,7.346368288
TEA,1981,7.268024011
TEA,1982,7.354161144
TEA,1983,7.490540028
TEA,1984,7.359729224
TEA,1985,7.267213708
TEA,1986,7.269913792
TEA,1987,7.120836723
TEA,1988,7.019930331
TEA,1989,6.90882135
TEA,1990,6.965833314
TEA,1991,6.953738064
TEA,1992,6.880095578
TEA,1993,6.852105315
TEA,1994,6.719891274
TEA,1995,6.754412543
TEA,1996,6.728598287
TEA,1997,6.679082756
TEA,1998,6.661846399
TEA,1999,6.626533886
TEA,2000,6.614094911
TEA,2001,6.594044098
TEA,2002,6.572321182
TEA,2003,6.554751067
TEA,2004,6.554984067
TEA,2005,6.600965412
TEA,2006,6.791088797
TEA,2007,6.855344157
TEA,2008,6.92781676
TEA,2009,6.926236382
TEA,2010,6.934304024
TEA,2011,6.944951746
TEA,2012,6.944117053
TEA,2013,6.945284538
TEA,2014,6.941812563
TEA,2015,6.907213385
TEA,2016,6.896765041
TEA,2017,6.917411247
TEA,2018,6.921837194
TEA,2019,0
TEA,2020,0
EMU,1960,10.48535642
EMU,1961,10.25062707
EMU,1962,10.57332557
EMU,1963,10.60959568
EMU,1964,10.2688758
EMU,1965,10.51702624
EMU,1966,10.38515354
EMU,1967,10.40922034
EMU,1968,10.7174308
EMU,1969,10.87862205
EMU,1970,10.6276705
EMU,1971,10.64001925
EMU,1972,10.48595152
EMU,1973,10.55660563
EMU,1974,10.41776083
EMU,1975,10.61773139
EMU,1976,10.51773865
EMU,1977,10.27209202
EMU,1978,10.31466084
EMU,1979,10.19889359
EMU,1980,10.28623421
EMU,1981,10.23734393
EMU,1982,10.06420777
EMU,1983,10.26369317
EMU,1984,10.05189479
EMU,1985,10.20328806
EMU,1986,10.07885975
EMU,1987,9.915231958
EMU,1988,9.91074742
EMU,1989,9.916451682
EMU,1990,10.00462349
EMU,1991,9.976148559
EMU,1992,9.822827761
EMU,1993,9.950116782
EMU,1994,9.820338552
EMU,1995,9.84292056
EMU,1996,9.81747861
EMU,1997,9.712709285
EMU,1998,9.78036936
EMU,1999,9.741167577
EMU,2000,9.602727648
EMU,2001,9.479672554
EMU,2002,9.554744123
EMU,2003,9.758580924
EMU,2004,9.230965292
EMU,2005,9.432018618
EMU,2006,9.231839419
EMU,2007,9.319782755
EMU,2008,9.400783004
EMU,2009,9.417976779
EMU,2010,9.420777397
EMU,2011,9.420009011
EMU,2012,9.702832042
EMU,2013,9.665635095
EMU,2014,9.474875004
EMU,2015,10.0613514
EMU,2016,9.841718516
EMU,2017,10.11758241
EMU,2018,10.19175721
EMU,2019,0
EMU,2020,0
ECS,1960,10.34889356
ECS,1961,10.19101612
ECS,1962,10.32753299
ECS,1963,10.2359116
ECS,1964,9.978235788
ECS,1965,10.08571443
ECS,1966,10.00794203
ECS,1967,10.02563602
ECS,1968,10.22550382
ECS,1969,10.36215196
ECS,1970,10.24775466
ECS,1971,10.28859922
ECS,1972,10.24518654
ECS,1973,10.33401815
ECS,1974,10.28786416
ECS,1975,10.42534605
ECS,1976,10.45081415
ECS,1977,10.36173105
ECS,1978,10.46838942
ECS,1979,10.40327629
ECS,1980,10.54170146
ECS,1981,10.40099564
ECS,1982,10.28682541
ECS,1983,10.46718002
ECS,1984,10.48248073
ECS,1985,10.51568382
ECS,1986,10.17607894
ECS,1987,10.11564229
ECS,1988,10.13945398
ECS,1989,10.11069212
ECS,1990,10.24928449
ECS,1991,10.36599064
ECS,1992,10.45354208
ECS,1993,11.01058412
ECS,1994,11.13365948
ECS,1995,11.09546175
ECS,1996,10.89746161
ECS,1997,10.71083837
ECS,1998,10.60524614
ECS,1999,10.7744365
ECS,2000,10.77556492
ECS,2001,10.72450764
ECS,2002,10.75626962
ECS,2003,11.00804134
ECS,2004,10.633393
ECS,2005,10.77347356
ECS,2006,10.47366265
ECS,2007,10.40030922
ECS,2008,10.3775525
ECS,2009,10.20650301
ECS,2010,10.19355811
ECS,2011,9.987458635
ECS,2012,10.06558535
ECS,2013,9.961483975
ECS,2014,9.863562568
ECS,2015,10.13557796
ECS,2016,9.971449086
ECS,2017,10.01595626
ECS,2018,10.05469762
ECS,2019,0
ECS,2020,0
ECA,1960,10.49783196
ECA,1961,10.27489424
ECA,1962,10.11501696
ECA,1963,9.947504763
ECA,1964,9.819558962
ECA,1965,9.741948812
ECA,1966,9.695549219
ECA,1967,9.69610879
ECA,1968,9.688660027
ECA,1969,9.740749621
ECA,1970,9.771125154
ECA,1971,9.845088363
ECA,1972,9.915116797
ECA,1973,9.980332883
ECA,1974,10.06593206
ECA,1975,10.16023942
ECA,1976,10.21374536
ECA,1977,10.31771348
ECA,1978,10.40306723
ECA,1979,10.3519841
ECA,1980,10.49068741
ECA,1981,10.29910129
ECA,1982,10.17116895
ECA,1983,10.33831199
ECA,1984,10.60287227
ECA,1985,10.37331715
ECA,1986,9.76256986
ECA,1987,9.821643206
ECA,1988,9.900246793
ECA,1989,9.803009342
ECA,1990,10.07105335
ECA,1991,10.3129385
ECA,1992,10.70164327
ECA,1993,11.84060173
ECA,1994,12.40165206
ECA,1995,12.18961257
ECA,1996,11.77256444
ECA,1997,11.49611839
ECA,1998,11.24173059
ECA,1999,11.64691954
ECA,2000,11.94482555
ECA,2001,11.96322759
ECA,2002,11.93618297
ECA,2003,12.32340604
ECA,2004,12.08014562
ECA,2005,12.21352386
ECA,2006,11.7510083
ECA,2007,11.48294752
ECA,2008,11.36031262
ECA,2009,10.9816645
ECA,2010,10.98477525
ECA,2011,10.56376688
ECA,2012,10.4200604
ECA,2013,10.21692662
ECA,2014,10.22340038
ECA,2015,10.16226034
ECA,2016,10.05251527
ECA,2017,9.828659942
ECA,2018,9.803254351
ECA,2019,0
ECA,2020,0
TEC,1960,10.09553849
TEC,1961,9.900783029
TEC,1962,9.841819858
TEC,1963,9.598913282
TEC,1964,9.505100453
TEC,1965,9.441722829
TEC,1966,9.37420401
TEC,1967,9.471819436
TEC,1968,9.480536918
TEC,1969,9.616934096
TEC,1970,9.60836007
TEC,1971,9.719593531
TEC,1972,9.703360889
TEC,1973,9.823512794
TEC,1974,9.832578884
TEC,1975,9.971377757
TEC,1976,10.04422023
TEC,1977,10.14648572
TEC,1978,10.27010542
TEC,1979,10.21368464
TEC,1980,10.42580685
TEC,1981,10.19038949
TEC,1982,10.09024411
TEC,1983,10.29059019
TEC,1984,10.54147908
TEC,1985,10.40480375
TEC,1986,9.855166688
TEC,1987,9.934684827
TEC,1988,9.975283249
TEC,1989,9.893503066
TEC,1990,10.12144172
TEC,1991,10.38510455
TEC,1992,10.72008096
TEC,1993,11.67115988
TEC,1994,12.12704556
TEC,1995,11.97114718
TEC,1996,11.65611688
TEC,1997,11.39219798
TEC,1998,11.14656277
TEC,1999,11.4979339
TEC,2000,11.70245362
TEC,2001,11.72508544
TEC,2002,11.73046563
TEC,2003,12.08210724
TEC,2004,11.84541469
TEC,2005,11.98263241
TEC,2006,11.58897239
TEC,2007,11.37713003
TEC,2008,11.29008803
TEC,2009,10.98815846
TEC,2010,10.98247399
TEC,2011,10.60774023
TEC,2012,10.51158202
TEC,2013,10.32806333
TEC,2014,10.32685151
TEC,2015,10.34075625
TEC,2016,10.21750607
TEC,2017,10.0701734
TEC,2018,10.07841968
TEC,2019,0
TEC,2020,0
EUU,1960,10.04622548
EUU,1961,9.837124705
EUU,1962,10.22628541
EUU,1963,10.11408066
EUU,1964,9.867561598
EUU,1965,10.08735426
EUU,1966,9.949359434
EUU,1967,10.08974372
EUU,1968,10.35463903
EUU,1969,10.59412782
EUU,1970,10.37064425
EUU,1971,10.45016849
EUU,1972,10.25262283
EUU,1973,10.38150786
EUU,1974,10.24128216
EUU,1975,10.46003935
EUU,1976,10.41904874
EUU,1977,10.24548606
EUU,1978,10.34691029
EUU,1979,10.25182189
EUU,1980,10.45750625
EUU,1981,10.32868253
EUU,1982,10.21029815
EUU,1983,10.44167815
EUU,1984,10.30240666
EUU,1985,10.49368685
EUU,1986,10.35150574
EUU,1987,10.24588232
EUU,1988,10.21773285
EUU,1989,10.22743399
EUU,1990,10.32246534
EUU,1991,10.35173656
EUU,1992,10.23574719
EUU,1993,10.32889887
EUU,1994,10.1945541
EUU,1995,10.24180683
EUU,1996,10.24529609
EUU,1997,10.13603459
EUU,1998,10.13887364
EUU,1999,10.11711497
EUU,2000,9.945075716
EUU,2001,9.843701256
EUU,2002,9.937815822
EUU,2003,10.11736568
EUU,2004,9.657307741
EUU,2005,9.849321427
EUU,2006,9.675890554
EUU,2007,9.759568165
EUU,2008,9.818898049
EUU,2009,9.847344306
EUU,2010,9.840067896
EUU,2011,9.813141596
EUU,2012,10.0685601
EUU,2013,10.01046246
EUU,2014,9.851926275
EUU,2015,10.39815998
EUU,2016,10.17905419
EUU,2017,10.45887902
EUU,2018,10.54889131
EUU,2019,0
EUU,2020,0
FCS,1960,24.06052683
FCS,1961,23.62211972
FCS,1962,23.19275694
FCS,1963,22.76942334
FCS,1964,22.34978516
FCS,1965,21.93259791
FCS,1966,21.51845344
FCS,1967,21.1098509
FCS,1968,20.70820089
FCS,1969,20.3142408
FCS,1970,19.92807623
FCS,1971,19.54939489
FCS,1972,19.17847708
FCS,1973,18.81630655
FCS,1974,18.46455576
FCS,1975,18.12407471
FCS,1976,17.7945422
FCS,1977,17.47535062
FCS,1978,17.1654241
FCS,1979,16.86325299
FCS,1980,16.56952778
FCS,1981,16.24550044
FCS,1982,15.97366154
FCS,1983,15.7168825
FCS,1984,15.47722981
FCS,1985,15.25652904
FCS,1986,15.05528547
FCS,1987,14.87289095
FCS,1988,14.71109457
FCS,1989,14.56526328
FCS,1990,14.39575142
FCS,1991,14.27918592
FCS,1992,14.174508
FCS,1993,14.07784404
FCS,1994,13.98545979
FCS,1995,13.89001945
FCS,1996,13.78634449
FCS,1997,13.6721201
FCS,1998,13.54312843
FCS,1999,13.39567139
FCS,2000,13.21691145
FCS,2001,13.00754611
FCS,2002,12.77126635
FCS,2003,12.51280982
FCS,2004,12.23755486
FCS,2005,11.95065307
FCS,2006,11.65770601
FCS,2007,11.36412358
FCS,2008,11.07742893
FCS,2009,10.8026014
FCS,2010,10.54139931
FCS,2011,10.29202771
FCS,2012,10.05343898
FCS,2013,9.823359743
FCS,2014,9.60455971
FCS,2015,9.399565915
FCS,2016,9.211516839
FCS,2017,9.040639775
FCS,2018,8.885440907
FCS,2019,0
FCS,2020,0
HPC,1960,24.5762112
HPC,1961,24.17570762
HPC,1962,23.79056515
HPC,1963,23.420185
HPC,1964,23.0631241
HPC,1965,22.71647912
HPC,1966,22.3774658
HPC,1967,22.0429947
HPC,1968,21.7112581
HPC,1969,21.38178941
HPC,1970,21.05420518
HPC,1971,20.72960385
HPC,1972,20.41063863
HPC,1973,20.09934111
HPC,1974,19.79716898
HPC,1975,19.50564701
HPC,1976,19.2265037
HPC,1977,18.95818095
HPC,1978,18.69889167
HPC,1979,18.44602976
HPC,1980,18.19501154
HPC,1981,17.93994461
HPC,1982,17.67996877
HPC,1983,17.41689693
HPC,1984,17.1560231
HPC,1985,16.91215007
HPC,1986,16.70523664
HPC,1987,16.54763875
HPC,1988,16.44180238
HPC,1989,16.37521095
HPC,1990,16.31946541
HPC,1991,16.23896802
HPC,1992,16.11149168
HPC,1993,15.93681011
HPC,1994,15.73138198
HPC,1995,15.50469111
HPC,1996,15.256193
HPC,1997,14.98323187
HPC,1998,14.68557014
HPC,1999,14.36449377
HPC,2000,14.02205831
HPC,2001,13.65728126
HPC,2002,13.26863344
HPC,2003,12.85779353
HPC,2004,12.4293992
HPC,2005,11.99038231
HPC,2006,11.54693115
HPC,2007,11.10653951
HPC,2008,10.67666074
HPC,2009,10.26421858
HPC,2010,9.874695166
