LOCATION,TIME,"Birth rate, crude (per 1,000 people)"
GAB,1978,38
GAB,1979,38.141
GAB,1980,38.258
GAB,1981,38.344
GAB,1982,38.395
GAB,1983,38.407
GAB,1984,38.378
GAB,1985,38.308
GAB,1986,38.203
GAB,1987,38.067
GAB,1988,37.903
GAB,1989,37.711
GAB,1990,37.481
GAB,1991,37.203
GAB,1992,36.873
GAB,1993,36.492
GAB,1994,36.069
GAB,1995,35.613
GAB,1996,35.134
GAB,1997,34.651
GAB,1998,34.183
GAB,1999,33.751
GAB,2000,33.377
GAB,2001,33.08
GAB,2002,32.865
GAB,2003,32.728
GAB,2004,32.668
GAB,2005,32.678
GAB,2006,32.751
GAB,2007,32.863
GAB,2008,32.99
GAB,2009,33.11
GAB,2010,33.206
GAB,2011,33.265
GAB,2012,33.281
GAB,2013,33.242
GAB,2014,33.132
GAB,2015,32.927
GAB,2016,32.604
GAB,2017,32.161
GAB,2018,31.611
GAB,2019,0
GAB,2020,0
GMB,1960,48.847
GMB,1961,48.652
GMB,1962,48.477
GMB,1963,48.329
GMB,1964,48.212
GMB,1965,48.118
GMB,1966,48.03
GMB,1967,47.933
GMB,1968,47.819
GMB,1969,47.691
GMB,1970,47.568
GMB,1971,47.474
GMB,1972,47.427
GMB,1973,47.434
GMB,1974,47.485
GMB,1975,47.55
GMB,1976,47.588
GMB,1977,47.565
GMB,1978,47.469
GMB,1979,47.303
GMB,1980,47.1
GMB,1981,46.908
GMB,1982,46.773
GMB,1983,46.719
GMB,1984,46.749
GMB,1985,46.844
GMB,1986,46.973
GMB,1987,47.085
GMB,1988,47.139
GMB,1989,47.111
GMB,1990,46.981
GMB,1991,46.738
GMB,1992,46.399
GMB,1993,45.986
GMB,1994,45.515
GMB,1995,45.009
GMB,1996,44.489
GMB,1997,43.978
GMB,1998,43.497
GMB,1999,43.061
GMB,2000,42.682
GMB,2001,42.366
GMB,2002,42.101
GMB,2003,41.875
GMB,2004,41.683
GMB,2005,41.52
GMB,2006,41.381
GMB,2007,41.259
GMB,2008,41.142
GMB,2009,41.02
GMB,2010,40.881
GMB,2011,40.716
GMB,2012,40.522
GMB,2013,40.295
GMB,2014,40.029
GMB,2015,39.719
GMB,2016,39.363
GMB,2017,38.967
GMB,2018,38.535
GMB,2019,0
GMB,2020,0
GEO,1960,25.078
GEO,1961,24.858
GEO,1962,24.511
GEO,1963,24.053
GEO,1964,23.507
GEO,1965,22.898
GEO,1966,22.253
GEO,1967,21.6
GEO,1968,20.969
GEO,1969,20.386
GEO,1970,19.874
GEO,1971,19.448
GEO,1972,19.101
GEO,1973,18.826
GEO,1974,18.624
GEO,1975,18.493
GEO,1976,18.432
GEO,1977,18.427
GEO,1978,18.462
GEO,1979,18.519
GEO,1980,18.588
GEO,1981,18.66
GEO,1982,18.726
GEO,1983,18.771
GEO,1984,18.779
GEO,1985,18.728
GEO,1986,18.598
GEO,1987,18.386
GEO,1988,18.09
GEO,1989,17.715
GEO,1990,17.261
GEO,1991,16.737
GEO,1992,16.162
GEO,1993,15.562
GEO,1994,14.957
GEO,1995,14.366
GEO,1996,13.8
GEO,1997,13.269
GEO,1998,12.788
GEO,1999,12.376
GEO,2000,12.063
GEO,2001,11.875
GEO,2002,11.815
GEO,2003,11.875
GEO,2004,12.043
GEO,2005,12.3
GEO,2006,12.62
GEO,2007,12.968
GEO,2008,13.309
GEO,2009,13.615
GEO,2010,13.861
GEO,2011,14.036
GEO,2012,14.142
GEO,2013,14.186
GEO,2014,14.165
GEO,2015,14.078
GEO,2016,13.925
GEO,2017,13.718
GEO,2018,13.472
GEO,2019,0
GEO,2020,0
DEU,1960,17.3
DEU,1961,17.9
DEU,1962,17.8
DEU,1963,18.1
DEU,1964,18
DEU,1965,17.4
DEU,1966,17.2
DEU,1967,16.5
DEU,1968,15.7
DEU,1969,14.7
DEU,1970,13.4
DEU,1971,12.9
DEU,1972,11.5
DEU,1973,10.3
DEU,1974,10.2
DEU,1975,9.9
DEU,1976,10.2
DEU,1977,10.3
DEU,1978,10.4
DEU,1979,10.5
DEU,1980,11.1
DEU,1981,11
DEU,1982,11
DEU,1983,10.6
DEU,1984,10.4
DEU,1985,10.5
DEU,1986,10.9
DEU,1987,11.2
DEU,1988,11.4
DEU,1989,11.2
DEU,1990,11.4
DEU,1991,10.4
DEU,1992,10
DEU,1993,9.8
DEU,1994,9.5
DEU,1995,9.4
DEU,1996,9.7
DEU,1997,9.9
DEU,1998,9.6
DEU,1999,9.4
DEU,2000,9.3
DEU,2001,8.9
DEU,2002,8.7
DEU,2003,8.6
DEU,2004,8.6
DEU,2005,8.3
DEU,2006,8.2
DEU,2007,8.3
DEU,2008,8.3
DEU,2009,8.1
DEU,2010,8.3
DEU,2011,8.3
DEU,2012,8.4
DEU,2013,8.5
DEU,2014,8.8
DEU,2015,9
DEU,2016,9.6
DEU,2017,9.5
DEU,2018,9.5
DEU,2019,0
DEU,2020,0
GHA,1960,47.321
GHA,1961,47.521
GHA,1962,47.659
GHA,1963,47.726
GHA,1964,47.719
GHA,1965,47.634
GHA,1966,47.47
GHA,1967,47.236
GHA,1968,46.945
GHA,1969,46.607
GHA,1970,46.231
GHA,1971,45.826
GHA,1972,45.399
GHA,1973,44.965
GHA,1974,44.537
GHA,1975,44.135
GHA,1976,43.773
GHA,1977,43.455
GHA,1978,43.182
GHA,1979,42.952
GHA,1980,42.761
GHA,1981,42.603
GHA,1982,42.461
GHA,1983,42.317
GHA,1984,42.154
GHA,1985,41.951
GHA,1986,41.688
GHA,1987,41.36
GHA,1988,40.969
GHA,1989,40.523
GHA,1990,40.038
GHA,1991,39.54
GHA,1992,39.053
GHA,1993,38.594
GHA,1994,38.168
GHA,1995,37.77
GHA,1996,37.382
GHA,1997,36.986
GHA,1998,36.567
GHA,1999,36.126
GHA,2000,35.671
GHA,2001,35.214
GHA,2002,34.772
GHA,2003,34.358
GHA,2004,33.979
GHA,2005,33.64
GHA,2006,33.345
GHA,2007,33.084
GHA,2008,32.846
GHA,2009,32.619
GHA,2010,32.385
GHA,2011,32.127
GHA,2012,31.834
GHA,2013,31.5
GHA,2014,31.125
GHA,2015,30.714
GHA,2016,30.28
GHA,2017,29.839
GHA,2018,29.407
GHA,2019,0
GHA,2020,0
GIB,1960,0
GIB,1961,0
GIB,1962,0
GIB,1963,0
GIB,1964,0
GIB,1965,0
GIB,1966,0
GIB,1967,0
GIB,1968,0
GIB,1969,0
GIB,1970,0
GIB,1971,0
GIB,1972,0
GIB,1973,0
GIB,1974,0
GIB,1975,0
GIB,1976,0
GIB,1977,0
GIB,1978,0
GIB,1979,0
GIB,1980,0
GIB,1981,0
GIB,1982,0
GIB,1983,0
GIB,1984,0
GIB,1985,0
GIB,1986,0
GIB,1987,0
GIB,1988,0
GIB,1989,0
GIB,1990,0
GIB,1991,0
GIB,1992,0
GIB,1993,0
GIB,1994,0
GIB,1995,0
GIB,1996,0
GIB,1997,0
GIB,1998,0
GIB,1999,0
GIB,2000,0
GIB,2001,0
GIB,2002,0
GIB,2003,0
GIB,2004,0
GIB,2005,0
GIB,2006,0
GIB,2007,0
GIB,2008,0
GIB,2009,0
GIB,2010,0
GIB,2011,0
GIB,2012,0
GIB,2013,0
GIB,2014,0
GIB,2015,0
GIB,2016,0
GIB,2017,0
GIB,2018,0
GIB,2019,0
GIB,2020,0
GRC,1960,18.9
GRC,1961,17.9
GRC,1962,18
GRC,1963,17.5
GRC,1964,18
GRC,1965,17.7
GRC,1966,18
GRC,1967,18.8
GRC,1968,18.4
GRC,1969,17.6
GRC,1970,16.5
GRC,1971,16
GRC,1972,15.9
GRC,1973,15.4
GRC,1974,16.1
GRC,1975,15.7
GRC,1976,16
GRC,1977,15.4
GRC,1978,15.5
GRC,1979,15.5
GRC,1980,15.4
GRC,1981,14.5
GRC,1982,14
GRC,1983,13.5
GRC,1984,12.7
GRC,1985,11.7
GRC,1986,11.3
GRC,1987,10.6
GRC,1988,10.7
GRC,1989,10.1
GRC,1990,10
GRC,1991,9.9
GRC,1992,10
GRC,1993,9.7
GRC,1994,9.9
GRC,1995,9.6
GRC,1996,9.5
GRC,1997,9.6
GRC,1998,9.4
GRC,1999,9.4
GRC,2000,9.6
GRC,2001,9.4
GRC,2002,9.5
GRC,2003,9.6
GRC,2004,9.6
GRC,2005,9.8
GRC,2006,10.2
GRC,2007,10.1
GRC,2008,10.7
GRC,2009,10.6
GRC,2010,10.3
GRC,2011,9.6
GRC,2012,9.1
GRC,2013,8.6
GRC,2014,8.5
GRC,2015,8.5
GRC,2016,8.6
GRC,2017,8.2
GRC,2018,8.1
GRC,2019,0
GRC,2020,0
GRL,1960,0
GRL,1961,0
GRL,1962,0
GRL,1963,0
GRL,1964,0
GRL,1965,0
GRL,1966,0
GRL,1967,0
GRL,1968,0
GRL,1969,0
GRL,1970,0
GRL,1971,0
GRL,1972,0
GRL,1973,19.2
GRL,1974,17.5
GRL,1975,16.4
GRL,1976,17.3
GRL,1977,18.6
GRL,1978,17.7
GRL,1979,18.1
GRL,1980,20.6
GRL,1981,20.7
GRL,1982,20.4
GRL,1983,19.1
GRL,1984,20
GRL,1985,21.7
GRL,1986,19.7
GRL,1987,20.4
GRL,1988,22.1
GRL,1989,21.9
GRL,1990,22.6
GRL,1991,21.5
GRL,1992,22.4
GRL,1993,21.4
GRL,1994,20.5
GRL,1995,19.7
GRL,1996,18.8
GRL,1997,19.6
GRL,1998,17.5
GRL,1999,16.8
GRL,2000,15.6
GRL,2001,16.7
GRL,2002,16.9
GRL,2003,15.5
GRL,2004,15.7
GRL,2005,15.6
GRL,2006,14.8
GRL,2007,15.1
GRL,2008,14.8
GRL,2009,15.9
GRL,2010,15.3
GRL,2011,14.4
GRL,2012,13.9
GRL,2013,14.5
GRL,2014,14.3
GRL,2015,15.2
GRL,2016,14.8
GRL,2017,15.2
GRL,2018,14.6
GRL,2019,0
GRL,2020,0
GRD,1960,44.803
GRD,1961,43.418
GRD,1962,41.581
GRD,1963,39.385
GRD,1964,36.975
GRD,1965,34.562
GRD,1966,32.37
GRD,1967,30.551
GRD,1968,29.208
GRD,1969,28.388
GRD,1970,28.061
GRD,1971,28.122
GRD,1972,28.384
GRD,1973,28.693
GRD,1974,28.986
GRD,1975,29.25
GRD,1976,29.517
GRD,1977,29.85
GRD,1978,30.277
GRD,1979,30.772
GRD,1980,31.304
GRD,1981,31.831
GRD,1982,32.297
GRD,1983,32.641
GRD,1984,32.814
GRD,1985,32.747
GRD,1986,32.381
GRD,1987,31.718
GRD,1988,30.789
GRD,1989,29.633
GRD,1990,28.31
GRD,1991,26.899
GRD,1992,25.485
GRD,1993,24.146
GRD,1994,22.935
GRD,1995,21.882
GRD,1996,20.987
GRD,1997,20.213
GRD,1998,19.531
GRD,1999,18.939
GRD,2000,18.444
GRD,2001,18.054
GRD,2002,17.77
GRD,2003,17.583
GRD,2004,17.479
GRD,2005,17.438
GRD,2006,17.441
GRD,2007,17.468
GRD,2008,17.497
GRD,2009,17.512
GRD,2010,17.501
GRD,2011,17.461
GRD,2012,17.398
GRD,2013,17.315
GRD,2014,17.209
GRD,2015,17.074
GRD,2016,16.905
GRD,2017,16.701
GRD,2018,16.465
GRD,2019,0
GRD,2020,0
GUM,1960,37.601
GUM,1961,37.994
GUM,1962,38.025
GUM,1963,37.659
GUM,1964,36.928
GUM,1965,35.932
GUM,1966,34.819
GUM,1967,33.754
GUM,1968,32.863
GUM,1969,32.201
GUM,1970,31.779
GUM,1971,31.555
GUM,1972,31.419
GUM,1973,31.279
GUM,1974,31.098
GUM,1975,30.837
GUM,1976,30.472
GUM,1977,30.023
GUM,1978,29.515
GUM,1979,28.968
GUM,1980,28.432
GUM,1981,27.965
GUM,1982,27.603
GUM,1983,27.358
GUM,1984,27.22
GUM,1985,27.14
GUM,1986,27.044
GUM,1987,26.866
GUM,1988,26.565
GUM,1989,26.138
GUM,1990,25.615
GUM,1991,25.055
GUM,1992,24.526
GUM,1993,24.076
GUM,1994,23.718
GUM,1995,23.439
GUM,1996,23.206
GUM,1997,22.967
GUM,1998,22.684
GUM,1999,22.343
GUM,2000,21.936
GUM,2001,21.466
GUM,2002,20.957
GUM,2003,20.435
GUM,2004,19.918
GUM,2005,19.426
GUM,2006,18.982
GUM,2007,18.594
GUM,2008,18.265
GUM,2009,17.998
GUM,2010,17.784
GUM,2011,17.611
GUM,2012,17.459
GUM,2013,17.311
GUM,2014,17.161
GUM,2015,17.007
GUM,2016,16.854
GUM,2017,16.71
GUM,2018,16.579
GUM,2019,0
GUM,2020,0
GTM,1960,48.399
GTM,1961,47.843
GTM,1962,47.334
GTM,1963,46.884
GTM,1964,46.502
GTM,1965,46.189
GTM,1966,45.942
GTM,1967,45.745
GTM,1968,45.581
GTM,1969,45.442
GTM,1970,45.324
GTM,1971,45.225
GTM,1972,45.143
GTM,1973,45.07
GTM,1974,44.994
GTM,1975,44.901
GTM,1976,44.781
GTM,1977,44.623
GTM,1978,44.419
GTM,1979,44.159
GTM,1980,43.824
GTM,1981,43.393
GTM,1982,42.874
GTM,1983,42.282
GTM,1984,41.643
GTM,1985,41.001
GTM,1986,40.408
GTM,1987,39.901
GTM,1988,39.497
GTM,1989,39.199
GTM,1990,38.984
GTM,1991,38.816
GTM,1992,38.642
GTM,1993,38.419
GTM,1994,38.129
GTM,1995,37.767
GTM,1996,37.344
GTM,1997,36.883
GTM,1998,36.401
GTM,1999,35.893
GTM,2000,35.341
GTM,2001,34.716
GTM,2002,34.006
GTM,2003,33.212
GTM,2004,32.35
GTM,2005,31.454
GTM,2006,30.562
GTM,2007,29.716
GTM,2008,28.946
GTM,2009,28.269
GTM,2010,27.688
GTM,2011,27.197
GTM,2012,26.766
GTM,2013,26.369
GTM,2014,25.992
GTM,2015,25.627
GTM,2016,25.267
GTM,2017,24.912
GTM,2018,24.561
GTM,2019,0
GTM,2020,0
GIN,1960,46.034
GIN,1961,45.853
GIN,1962,45.679
GIN,1963,45.523
GIN,1964,45.392
GIN,1965,45.296
GIN,1966,45.241
GIN,1967,45.227
GIN,1968,45.255
GIN,1969,45.328
GIN,1970,45.447
GIN,1971,45.615
GIN,1972,45.828
GIN,1973,46.076
GIN,1974,46.351
GIN,1975,46.646
GIN,1976,46.953
GIN,1977,47.265
GIN,1978,47.568
GIN,1979,47.852
GIN,1980,48.107
GIN,1981,48.325
GIN,1982,48.505
GIN,1983,48.643
GIN,1984,48.733
GIN,1985,48.768
GIN,1986,48.743
GIN,1987,48.662
GIN,1988,48.526
GIN,1989,48.339
GIN,1990,48.103
GIN,1991,47.82
GIN,1992,47.497
GIN,1993,47.142
GIN,1994,46.761
GIN,1995,46.362
GIN,1996,45.948
GIN,1997,45.523
GIN,1998,45.089
GIN,1999,44.651
GIN,2000,44.21
GIN,2001,43.766
GIN,2002,43.318
GIN,2003,42.866
GIN,2004,42.411
GIN,2005,41.956
GIN,2006,41.501
GIN,2007,41.048
GIN,2008,40.598
GIN,2009,40.153
GIN,2010,39.713
GIN,2011,39.278
GIN,2012,38.848
GIN,2013,38.422
GIN,2014,38
GIN,2015,37.583
GIN,2016,37.171
GIN,2017,36.765
GIN,2018,36.364
GIN,2019,0
GIN,2020,0
GNB,1960,42.388
GNB,1961,42.18
GNB,1962,42.026
GNB,1963,41.924
GNB,1964,41.873
GNB,1965,41.868
GNB,1966,41.91
GNB,1967,41.999
GNB,1968,42.137
GNB,1969,42.328
GNB,1970,42.578
GNB,1971,42.894
GNB,1972,43.281
GNB,1973,43.736
GNB,1974,44.257
GNB,1975,44.856
GNB,1976,45.55
GNB,1977,46.327
GNB,1978,47.153
GNB,1979,47.979
GNB,1980,48.73
GNB,1981,49.322
GNB,1982,49.703
GNB,1983,49.846
GNB,1984,49.748
GNB,1985,49.432
GNB,1986,48.951
GNB,1987,48.387
GNB,1988,47.806
GNB,1989,47.243
GNB,1990,46.71
GNB,1991,46.2
GNB,1992,45.685
GNB,1993,45.148
GNB,1994,44.597
GNB,1995,44.047
GNB,1996,43.516
GNB,1997,43.021
GNB,1998,42.572
GNB,1999,42.174
GNB,2000,41.828
GNB,2001,41.529
GNB,2002,41.262
GNB,2003,41.01
GNB,2004,40.765
GNB,2005,40.518
GNB,2006,40.264
GNB,2007,40
GNB,2008,39.722
GNB,2009,39.421
GNB,2010,39.089
GNB,2011,38.714
GNB,2012,38.298
GNB,2013,37.841
GNB,2014,37.346
GNB,2015,36.819
GNB,2016,36.265
GNB,2017,35.697
GNB,2018,35.125
GNB,2019,0
GNB,2020,0
GUY,1960,43.02
GUY,1961,42.124
GUY,1962,41.204
GUY,1963,40.308
GUY,1964,39.471
GUY,1965,38.721
GUY,1966,38.075
GUY,1967,37.51
GUY,1968,36.998
GUY,1969,36.525
GUY,1970,36.051
GUY,1971,35.53
GUY,1972,34.936
GUY,1973,34.269
GUY,1974,33.544
GUY,1975,32.819
GUY,1976,32.169
GUY,1977,31.652
GUY,1978,31.297
GUY,1979,31.097
GUY,1980,31
GUY,1981,30.926
GUY,1982,30.794
GUY,1983,30.551
GUY,1984,30.191
GUY,1985,29.745
GUY,1986,29.275
GUY,1987,28.856
GUY,1988,28.541
GUY,1989,28.339
GUY,1990,28.24
GUY,1991,28.214
GUY,1992,28.204
GUY,1993,28.16
GUY,1994,28.056
GUY,1995,27.867
GUY,1996,27.58
GUY,1997,27.208
GUY,1998,26.766
GUY,1999,26.262
GUY,2000,25.704
GUY,2001,25.101
GUY,2002,24.47
GUY,2003,23.836
GUY,2004,23.223
GUY,2005,22.664
GUY,2006,22.188
GUY,2007,21.804
GUY,2008,21.513
GUY,2009,21.309
GUY,2010,21.176
GUY,2011,21.088
GUY,2012,21.011
GUY,2013,20.918
GUY,2014,20.793
GUY,2015,20.629
GUY,2016,20.427
GUY,2017,20.202
GUY,2018,19.967
GUY,2019,0
GUY,2020,0
HTI,1960,44.233
HTI,1961,43.995
HTI,1962,43.696
HTI,1963,43.326
HTI,1964,42.887
HTI,1965,42.375
HTI,1966,41.789
HTI,1967,41.157
HTI,1968,40.515
HTI,1969,39.901
HTI,1970,39.366
HTI,1971,38.962
HTI,1972,38.714
HTI,1973,38.638
HTI,1974,38.736
HTI,1975,39.018
HTI,1976,39.487
HTI,1977,40.092
HTI,1978,40.764
HTI,1979,41.437
HTI,1980,42.014
HTI,1981,42.401
HTI,1982,42.547
HTI,1983,42.429
HTI,1984,42.046
HTI,1985,41.426
HTI,1986,40.628
HTI,1987,39.747
HTI,1988,38.864
HTI,1989,38.024
HTI,1990,37.257
HTI,1991,36.57
HTI,1992,35.935
HTI,1993,35.331
HTI,1994,34.757
HTI,1995,34.211
HTI,1996,33.691
HTI,1997,33.191
HTI,1998,32.707
HTI,1999,32.236
HTI,2000,31.777
HTI,2001,31.328
HTI,2002,30.891
HTI,2003,30.465
HTI,2004,30.048
HTI,2005,29.638
HTI,2006,29.235
HTI,2007,28.838
HTI,2008,28.443
HTI,2009,28.048
HTI,2010,27.651
HTI,2011,27.248
HTI,2012,26.839
HTI,2013,26.423
HTI,2014,26.002
HTI,2015,25.581
HTI,2016,25.162
HTI,2017,24.75
HTI,2018,24.349
HTI,2019,0
HTI,2020,0
HND,1960,49.949
HND,1961,49.63
HND,1962,49.357
HND,1963,49.14
HND,1964,48.973
HND,1965,48.837
HND,1966,48.703
HND,1967,48.539
HND,1968,48.324
HND,1969,48.051
HND,1970,47.73
HND,1971,47.378
HND,1972,47.021
HND,1973,46.676
HND,1974,46.345
HND,1975,46.022
HND,1976,45.691
HND,1977,45.335
HND,1978,44.939
HND,1979,44.499
HND,1980,44.013
HND,1981,43.478
HND,1982,42.908
HND,1983,42.316
HND,1984,41.714
HND,1985,41.114
HND,1986,40.528
HND,1987,39.966
HND,1988,39.432
HND,1989,38.934
HND,1990,38.484
HND,1991,38.094
HND,1992,37.755
HND,1993,37.45
HND,1994,37.156
HND,1995,36.835
HND,1996,36.445
HND,1997,35.959
HND,1998,35.361
HND,1999,34.647
HND,2000,33.829
HND,2001,32.927
HND,2002,31.981
HND,2003,31.029
HND,2004,30.092
HND,2005,29.181
HND,2006,28.297
HND,2007,27.432
HND,2008,26.588
HND,2009,25.777
HND,2010,25.02
HND,2011,24.336
HND,2012,23.737
HND,2013,23.223
HND,2014,22.792
HND,2015,22.433
HND,2016,22.13
HND,2017,21.859
HND,2018,21.599
HND,2019,0
HND,2020,0
HKG,1960,35.245
HKG,1961,35
HKG,1962,34
HKG,1963,33.5
HKG,1964,30.7
HKG,1965,28.1
HKG,1966,25.3
HKG,1967,23.7
HKG,1968,21.7
HKG,1969,21.3
HKG,1970,20
HKG,1971,19.7
HKG,1972,19.5
HKG,1973,19.4
HKG,1974,19.1
HKG,1975,17.9
HKG,1976,17.4
HKG,1977,17.5
HKG,1978,17.3
HKG,1979,16.8
HKG,1980,17
HKG,1981,16.8
HKG,1982,16.4
HKG,1983,15.6
HKG,1984,14.4
HKG,1985,14
HKG,1986,13
HKG,1987,12.6
HKG,1988,13.4
HKG,1989,12.3
HKG,1990,12
HKG,1991,12
HKG,1992,12.3
HKG,1993,12
HKG,1994,11.9
HKG,1995,11.2
HKG,1996,9.9
HKG,1997,9.1
HKG,1998,8.1
HKG,1999,7.8
HKG,2000,8.1
HKG,2001,7.2
HKG,2002,7.1
HKG,2003,6.9
HKG,2004,7.2
HKG,2005,8.4
HKG,2006,9.6
HKG,2007,10.2
HKG,2008,11.3
HKG,2009,11.8
HKG,2010,12.6
HKG,2011,13.5
HKG,2012,12.8
HKG,2013,8
HKG,2014,8.6
HKG,2015,8.2
HKG,2016,8.3
HKG,2017,7.7
HKG,2018,7.2
HKG,2019,0
HKG,2020,0
HUN,1960,14.7
HUN,1961,14
HUN,1962,12.9
HUN,1963,13.1
HUN,1964,13.1
HUN,1965,13.1
HUN,1966,13.6
HUN,1967,14.6
HUN,1968,15.1
HUN,1969,15
HUN,1970,14.7
HUN,1971,14.5
HUN,1972,14.7
HUN,1973,15
HUN,1974,17.8
HUN,1975,18.4
HUN,1976,17.5
HUN,1977,16.7
HUN,1978,15.7
HUN,1979,15
HUN,1980,13.9
HUN,1981,13.3
HUN,1982,12.5
HUN,1983,11.9
HUN,1984,11.8
HUN,1985,12.2
HUN,1986,12.1
HUN,1987,11.9
HUN,1988,11.7
HUN,1989,11.8
HUN,1990,12.1
HUN,1991,12.3
HUN,1992,11.7
HUN,1993,11.3
HUN,1994,11.2
HUN,1995,10.8
HUN,1996,10.2
HUN,1997,9.8
HUN,1998,9.5
HUN,1999,9.2
HUN,2000,9.6
HUN,2001,9.5
HUN,2002,9.5
HUN,2003,9.3
HUN,2004,9.4
HUN,2005,9.7
HUN,2006,9.9
HUN,2007,9.7
HUN,2008,9.9
HUN,2009,9.6
HUN,2010,9
HUN,2011,8.8
HUN,2012,9.1
HUN,2013,9
HUN,2014,9.5
HUN,2015,9.4
HUN,2016,9.7
HUN,2017,9.7
HUN,2018,9.6
HUN,2019,0
HUN,2020,0
ISL,1960,28
ISL,1961,25.5
ISL,1962,25.8
ISL,1963,26
ISL,1964,25.3
ISL,1965,24.6
ISL,1966,24
ISL,1967,22.2
ISL,1968,21
ISL,1969,20.7
ISL,1970,19.7
ISL,1971,20.8
ISL,1972,22.4
ISL,1973,21.7
ISL,1974,19.9
ISL,1975,20.1
ISL,1976,19.5
ISL,1977,18
ISL,1978,18.6
ISL,1979,19.8
ISL,1980,19.8
ISL,1981,18.8
ISL,1982,18.5
ISL,1983,18.4
ISL,1984,17.2
ISL,1985,16
ISL,1986,16.4
ISL,1987,16.6
ISL,1988,18.7
ISL,1989,18
ISL,1990,18.7
ISL,1991,17.6
ISL,1992,17.7
ISL,1993,17.5
ISL,1994,16.7
ISL,1995,16
ISL,1996,16.1
ISL,1997,15.3
ISL,1998,15.2
ISL,1999,14.8
ISL,2000,15.3
ISL,2001,14.4
ISL,2002,14.1
ISL,2003,14.3
ISL,2004,14.5
ISL,2005,14.4
ISL,2006,14.5
ISL,2007,14.6
ISL,2008,15.2
ISL,2009,15.8
ISL,2010,15.4
ISL,2011,14.1
ISL,2012,14.1
ISL,2013,13.4
ISL,2014,13.4
ISL,2015,12.5
ISL,2016,12
ISL,2017,11.9
ISL,2018,12
ISL,2019,0
ISL,2020,0
IND,1960,41.995
IND,1961,41.749
IND,1962,41.484
IND,1963,41.2
IND,1964,40.898
IND,1965,40.587
IND,1966,40.274
IND,1967,39.968
IND,1968,39.672
IND,1969,39.388
IND,1970,39.108
IND,1971,38.822
IND,1972,38.521
IND,1973,38.202
IND,1974,37.866
IND,1975,37.528
IND,1976,37.205
IND,1977,36.909
IND,1978,36.643
IND,1979,36.401
IND,1980,36.167
IND,1981,35.918
IND,1982,35.631
IND,1983,35.289
IND,1984,34.886
IND,1985,34.418
IND,1986,33.89
IND,1987,33.32
IND,1988,32.726
IND,1989,32.121
IND,1990,31.517
IND,1991,30.924
IND,1992,30.348
IND,1993,29.792
IND,1994,29.258
IND,1995,28.749
IND,1996,28.262
IND,1997,27.789
IND,1998,27.324
IND,1999,26.861
IND,2000,26.401
IND,2001,25.944
IND,2002,25.489
IND,2003,25.034
IND,2004,24.571
IND,2005,24.087
IND,2006,23.564
IND,2007,22.996
IND,2008,22.39
IND,2009,21.755
IND,2010,21.114
IND,2011,20.495
IND,2012,19.923
IND,2013,19.416
IND,2014,18.984
IND,2015,18.625
IND,2016,18.332
IND,2017,18.083
IND,2018,17.857
IND,2019,0
IND,2020,0
IDN,1960,44.549
IDN,1961,44.261
IDN,1962,43.914
IDN,1963,43.529
IDN,1964,43.12
IDN,1965,42.69
IDN,1966,42.233
IDN,1967,41.735
IDN,1968,41.189
IDN,1969,40.6
IDN,1970,39.973
IDN,1971,39.318
IDN,1972,38.646
IDN,1973,37.966
IDN,1974,37.287
IDN,1975,36.617
IDN,1976,35.965
IDN,1977,35.327
IDN,1978,34.697
IDN,1979,34.069
IDN,1980,33.425
IDN,1981,32.746
IDN,1982,32.02
IDN,1983,31.246
IDN,1984,30.431
IDN,1985,29.592
IDN,1986,28.754
IDN,1987,27.943
IDN,1988,27.179
IDN,1989,26.471
IDN,1990,25.813
IDN,1991,25.189
IDN,1992,24.581
IDN,1993,23.983
IDN,1994,23.406
IDN,1995,22.877
IDN,1996,22.435
IDN,1997,22.103
IDN,1998,21.89
IDN,1999,21.788
IDN,2000,21.773
IDN,2001,21.812
IDN,2002,21.86
IDN,2003,21.88
IDN,2004,21.852
IDN,2005,21.765
IDN,2006,21.624
IDN,2007,21.448
IDN,2008,21.251
IDN,2009,21.034
IDN,2010,20.795
IDN,2011,20.526
IDN,2012,20.225
IDN,2013,19.893
IDN,2014,19.537
IDN,2015,19.165
IDN,2016,18.79
IDN,2017,18.422
IDN,2018,18.072
IDN,2019,0
IDN,2020,0
IRN,1960,47.77
IRN,1961,47.226
IRN,1962,46.659
IRN,1963,46.076
IRN,1964,45.489
IRN,1965,44.898
IRN,1966,44.3
IRN,1967,43.699
IRN,1968,43.114
IRN,1969,42.566
IRN,1970,42.093
IRN,1971,41.732
IRN,1972,41.505
IRN,1973,41.42
IRN,1974,41.476
IRN,1975,41.688
IRN,1976,42.065
IRN,1977,42.566
IRN,1978,43.126
IRN,1979,43.67
IRN,1980,44.108
IRN,1981,44.349
IRN,1982,44.328
IRN,1983,43.994
IRN,1984,43.31
IRN,1985,42.235
IRN,1986,40.747
IRN,1987,38.912
IRN,1988,36.817
IRN,1989,34.544
IRN,1990,32.183
IRN,1991,29.823
IRN,1992,27.542
IRN,1993,25.419
IRN,1994,23.52
IRN,1995,21.9
IRN,1996,20.581
IRN,1997,19.528
IRN,1998,18.7
IRN,1999,18.081
IRN,2000,17.654
IRN,2001,17.398
IRN,2002,17.278
IRN,2003,17.259
IRN,2004,17.309
IRN,2005,17.401
