Code,Year,total_all_cancers
QAT,2002,181.3403568
QAT,2003,191.7983987
QAT,2004,204.3203562
QAT,2005,225.0721881
QAT,2006,241.4537356
QAT,2007,265.6349849
QAT,2008,299.0269301
QAT,2009,329.3921895
QAT,2010,360.3874834
QAT,2011,385.5001686
QAT,2012,412.1491738
QAT,2013,441.467602
QAT,2014,476.1437495
QAT,2015,515.3452228
QAT,2016,548.6520704
QAT,2017,594.5897742
ROU,1990,31998.70053
ROU,1991,32352.87652
ROU,1992,34035.01734
ROU,1993,34808.16959
ROU,1994,35689.87851
ROU,1995,37014.01407
ROU,1996,38415.44636
ROU,1997,39027.62375
ROU,1998,38281.44648
ROU,1999,37532.51656
ROU,2000,37793.04666
ROU,2001,39631.86299
ROU,2002,41084.30528
ROU,2003,41715.14093
ROU,2004,41464.80356
ROU,2005,42082.04202
ROU,2006,42250.99339
ROU,2007,42484.53508
ROU,2008,44035.29334
ROU,2009,45374.14674
ROU,2010,46018.71582
ROU,2011,44903.00535
ROU,2012,46043.32597
ROU,2013,46477.91319
ROU,2014,47648.43566
ROU,2015,47894.22836
ROU,2016,48480.43122
ROU,2017,48271.52208
RUS,1990,261885.8754
RUS,1991,263954.8727
RUS,1992,278697.9066
RUS,1993,317461.2889
RUS,1994,334578.8236
RUS,1995,315080.2564
RUS,1996,294295.6657
RUS,1997,279060.2041
RUS,1998,273596.9064
RUS,1999,287264.9894
RUS,2000,294172.8497
RUS,2001,293939.6493
RUS,2002,297705.1369
RUS,2003,299586.8315
RUS,2004,293401.6727
RUS,2005,304388.7195
RUS,2006,285438.5819
RUS,2007,276137.9956
RUS,2008,281131.9787
RUS,2009,275213.8707
RUS,2010,281386.4863
RUS,2011,267580.7706
RUS,2012,265680.935
RUS,2013,264036.7887
RUS,2014,270009.2961
RUS,2015,268719.5058
RUS,2016,264975.6309
RUS,2017,263321.8704
RWA,1990,4199.212685
RWA,1991,4294.546653
RWA,1992,4388.387383
RWA,1993,3682.872347
RWA,1994,3233.526553
RWA,1995,3490.707314
RWA,1996,3883.451543
RWA,1997,4290.597135
RWA,1998,4240.853061
RWA,1999,4109.73311
RWA,2000,3946.718493
RWA,2001,3821.095864
RWA,2002,3738.773759
RWA,2003,3719.947055
RWA,2004,3737.934323
RWA,2005,3744.463758
RWA,2006,3779.201117
RWA,2007,3822.914029
RWA,2008,3876.786911
RWA,2009,3943.871339
RWA,2010,4076.627328
RWA,2011,4220.635511
RWA,2012,4386.610851
RWA,2013,4569.36681
RWA,2014,4736.744381
RWA,2015,4888.527164
RWA,2016,5056.062537
RWA,2017,5260.28996
LCA,1990,124.2223097
LCA,1991,126.7311805
LCA,1992,129.8136961
LCA,1993,129.7496003
LCA,1994,132.5025782
LCA,1995,134.2962019
LCA,1996,137.6926776
LCA,1997,142.4025424
LCA,1998,145.0570499
LCA,1999,146.823989
LCA,2000,148.7648983
LCA,2001,151.2216511
LCA,2002,159.4434021
LCA,2003,164.8829341
LCA,2004,169.7659381
LCA,2005,173.0200892
LCA,2006,179.364013
LCA,2007,179.0464402
LCA,2008,179.4288631
LCA,2009,185.647877
LCA,2010,192.700179
LCA,2011,202.6470175
LCA,2012,211.4446948
LCA,2013,218.4705115
LCA,2014,227.463875
LCA,2015,235.4236102
LCA,2016,243.1606833
LCA,2017,251.6287677
VCT,1990,89.52531292
VCT,1991,89.73001139
VCT,1992,90.58785272
VCT,1993,92.83964477
VCT,1994,94.77954157
VCT,1995,96.09615617
VCT,1996,102.2054615
VCT,1997,105.914437
VCT,1998,108.0747029
VCT,1999,110.6329624
VCT,2000,112.3180036
VCT,2001,112.2848603
VCT,2002,113.6915833
VCT,2003,114.3827616
VCT,2004,116.1079126
VCT,2005,118.1093332
VCT,2006,120.9838524
VCT,2007,123.0608022
VCT,2008,125.7691942
VCT,2009,129.2088363
VCT,2010,134.8861951
VCT,2011,141.7443143
VCT,2012,149.6252964
VCT,2013,157.7625479
VCT,2014,163.9645471
VCT,2015,170.1481712
VCT,2016,172.8000729
VCT,2017,176.8495631
WSM,1990,69.94730026
WSM,1991,71.10435583
WSM,1992,72.16881838
WSM,1993,73.06599656
WSM,1994,74.5237626
WSM,1995,75.99864881
WSM,1996,77.88239698
WSM,1997,78.53876603
WSM,1998,79.30933201
WSM,1999,80.40039962
WSM,2000,81.45998808
WSM,2001,82.64132341
WSM,2002,83.61998706
WSM,2003,84.90280582
WSM,2004,86.16282383
WSM,2005,87.50288767
WSM,2006,89.16519378
WSM,2007,91.16719936
WSM,2008,92.45775965
WSM,2009,94.41336025
WSM,2010,95.88067842
WSM,2011,96.9516115
WSM,2012,98.04942603
WSM,2013,98.73150772
WSM,2014,99.97650666
WSM,2015,101.437404
WSM,2016,102.8680802
WSM,2017,104.0702176
STP,1990,55.3601455
STP,1991,56.26887271
STP,1992,56.95241048
STP,1993,57.98582573
STP,1994,58.74838854
STP,1995,59.79921671
STP,1996,60.99438475
STP,1997,62.4335856
STP,1998,63.52900124
STP,1999,63.76541457
STP,2000,64.6328749
STP,2001,65.46332468
STP,2002,66.71050965
STP,2003,67.98549714
STP,2004,69.64587855
STP,2005,70.65760438
STP,2006,72.44766996
STP,2007,73.63750115
STP,2008,75.60635511
STP,2009,78.64419174
STP,2010,81.89558895
STP,2011,84.94963653
STP,2012,89.19135099
STP,2013,91.88007895
STP,2014,94.41825968
STP,2015,97.68551929
STP,2016,101.594216
STP,2017,104.1844647
SAU,1990,3832.387139
SAU,1991,4000.301191
SAU,1992,4146.994285
SAU,1993,4303.398842
SAU,1994,4477.001921
SAU,1995,4632.13226
SAU,1996,4780.689648
SAU,1997,4921.625574
SAU,1998,5069.320972
SAU,1999,5201.994466
SAU,2000,5348.261768
SAU,2001,5460.361783
SAU,2002,5724.78288
SAU,2003,5956.488645
SAU,2004,6143.752012
SAU,2005,6457.925923
SAU,2006,6658.04593
SAU,2007,7048.768924
SAU,2008,7471.626559
SAU,2009,7878.311073
SAU,2010,8262.116044
SAU,2011,8499.754411
SAU,2012,8716.002148
SAU,2013,8962.125351
SAU,2014,9257.434425
SAU,2015,9562.35503
SAU,2016,9881.954749
SAU,2017,10245.14263
,1990,14244.32823
,1991,14231.63478
,1992,14323.41863
,1993,14730.16753
,1994,14425.74064
,1995,14400.31565
,1996,14599.38969
,1997,14334.39096
,1998,14284.12358
,1999,14449.23137
,2000,14094.91432
,2001,14202.48167
,2002,14437.0758
,2003,14485.01829
,2004,14366.37847
,2005,14305.52045
,2006,14645.55788
,2007,14722.93184
,2008,14876.7017
,2009,14741.9603
,2010,14909.13966
,2011,14969.09817
,2012,15017.88966
,2013,15257.84803
,2014,15123.13732
,2015,15623.62659
,2016,16010.42953
,2017,16028.36649
SEN,1990,3602.238994
SEN,1991,3667.865354
SEN,1992,3740.598188
SEN,1993,3807.625992
SEN,1994,3936.28651
SEN,1995,4053.486183
SEN,1996,4167.265225
SEN,1997,4279.496103
SEN,1998,4389.883932
SEN,1999,4520.114226
SEN,2000,4659.485537
SEN,2001,4834.790683
SEN,2002,4996.201528
SEN,2003,5174.943874
SEN,2004,5384.592509
SEN,2005,5581.73691
SEN,2006,5764.769967
SEN,2007,5920.828177
SEN,2008,6067.996232
SEN,2009,6245.986428
SEN,2010,6484.726089
SEN,2011,6731.089917
SEN,2012,6970.064796
SEN,2013,7224.029329
SEN,2014,7491.340823
SEN,2015,7756.93531
SEN,2016,7988.975781
SEN,2017,8184.934596
SRB,1990,18606.50249
SRB,1991,17602.46403
SRB,1992,18635.3478
SRB,1993,18862.46569
SRB,1994,19050.53003
SRB,1995,19296.50532
SRB,1996,19654.0471
SRB,1997,20095.83353
SRB,1998,19126.15147
SRB,1999,19658.82282
SRB,2000,20449.53621
SRB,2001,20726.49873
SRB,2002,21400.90942
SRB,2003,22215.73998
SRB,2004,22799.20193
SRB,2005,23696.94667
SRB,2006,23966.48844
SRB,2007,23984.2964
SRB,2008,24525.95224
SRB,2009,24984.75536
SRB,2010,25165.15469
SRB,2011,25694.7529
SRB,2012,25960.70979
SRB,2013,25923.33398
SRB,2014,26281.07467
SRB,2015,26611.45086
SRB,2016,26009.31345
SRB,2017,25739.10053
SYC,1990,72.41323616
SYC,1991,74.92161672
SYC,1992,78.01442242
SYC,1993,81.11968215
SYC,1994,84.49498961
SYC,1995,88.24853192
SYC,1996,92.14320282
SYC,1997,96.14137351
SYC,1998,99.40326381
SYC,1999,101.0660958
SYC,2000,103.5684126
SYC,2001,106.2104004
SYC,2002,107.0614507
SYC,2003,108.7943507
SYC,2004,111.431309
SYC,2005,112.2617757
SYC,2006,114.6407938
SYC,2007,117.7937952
SYC,2008,120.6768708
SYC,2009,124.4118055
SYC,2010,127.6790734
SYC,2011,130.2597212
SYC,2012,132.0289205
SYC,2013,133.9785274
SYC,2014,137.9222962
SYC,2015,143.5622939
SYC,2016,148.1143591
SYC,2017,152.6767512
SLE,1990,2564.787686
SLE,1991,2423.564043
SLE,1992,2326.230823
SLE,1993,2261.614596
SLE,1994,2220.251063
SLE,1995,2209.896985
SLE,1996,2231.528261
SLE,1997,2262.063036
SLE,1998,2271.759085
SLE,1999,2302.838347
SLE,2000,2347.937612
SLE,2001,2428.849004
SLE,2002,2520.779287
SLE,2003,2593.518556
SLE,2004,2667.032415
SLE,2005,2732.818197
SLE,2006,2785.436843
SLE,2007,2846.633314
SLE,2008,2895.803421
SLE,2009,2977.381578
SLE,2010,3080.036479
SLE,2011,3143.862629
SLE,2012,3241.468411
SLE,2013,3320.236621
SLE,2014,3404.185047
SLE,2015,3484.957206
SLE,2016,3572.609755
SLE,2017,3663.161189
SGP,1990,3046.472572
SGP,1991,3082.276836
SGP,1992,3146.806518
SGP,1993,3222.8117
SGP,1994,3362.749206
SGP,1995,3496.131023
SGP,1996,3525.318622
SGP,1997,3548.136251
SGP,1998,3599.423933
SGP,1999,3647.277516
SGP,2000,3740.014849
SGP,2001,3815.631979
SGP,2002,3846.906433
SGP,2003,3773.729165
SGP,2004,3845.020866
SGP,2005,3939.639012
SGP,2006,3986.015334
SGP,2007,4058.801983
SGP,2008,4198.391167
SGP,2009,4178.638279
SGP,2010,4282.370182
SGP,2011,4442.616537
SGP,2012,4589.027618
SGP,2013,4649.450968
SGP,2014,4747.604498
SGP,2015,4850.436797
SGP,2016,4974.295262
SGP,2017,5130.574419
SVK,1990,9685.013537
SVK,1991,9739.383747
SVK,1992,9799.0781
SVK,1993,9793.890878
SVK,1994,9781.145253
SVK,1995,10033.91583
SVK,1996,10029.62925
SVK,1997,10407.89531
SVK,1998,10651.42669
SVK,1999,10676.99707
SVK,2000,10662.70743
SVK,2001,10732.19989
SVK,2002,10777.57036
SVK,2003,10887.85206
SVK,2004,10900.82142
SVK,2005,11238.8148
SVK,2006,11370.28999
SVK,2007,11694.64899
SVK,2008,11822.2081
SVK,2009,11974.18101
SVK,2010,11962.58738
SVK,2011,12106.58396
SVK,2012,12209.08685
SVK,2013,12275.22543
SVK,2014,12371.62867
SVK,2015,12758.15305
SVK,2016,12450.66353
SVK,2017,12449.86943
SVN,1990,3995.469232
SVN,1991,4186.271232
SVN,1992,4278.06897
SVN,1993,4466.185644
SVN,1994,4439.807613
SVN,1995,4371.297961
SVN,1996,4422.011519
SVN,1997,4535.75506
SVN,1998,4632.008379
SVN,1999,4706.753568
SVN,2000,4707.857157
SVN,2001,4807.26294
SVN,2002,4877.249697
SVN,2003,5072.424436
SVN,2004,5094.025086
SVN,2005,5027.682645
SVN,2006,5135.893024
SVN,2007,5260.188578
SVN,2008,5347.029239
SVN,2009,5390.012728
SVN,2010,5453.036244
SVN,2011,5419.849695
SVN,2012,5539.907779
SVN,2013,5549.577889
SVN,2014,5364.729217
SVN,2015,5541.345339
SVN,2016,5484.893061
SVN,2017,5548.852145
SLB,1990,164.411143
SLB,1991,169.677564
SLB,1992,174.8900542
SLB,1993,180.2452915
SLB,1994,185.6965459
SLB,1995,191.2610425
SLB,1996,197.0976915
SLB,1997,203.1311396
SLB,1998,209.8021922
SLB,1999,217.0006269
SLB,2000,225.1057164
SLB,2001,232.6678742
SLB,2002,239.8815174
SLB,2003,246.9340394
SLB,2004,253.6808607
SLB,2005,260.6119509
SLB,2006,268.0373975
SLB,2007,275.5865861
SLB,2008,282.9024901
SLB,2009,290.3908377
SLB,2010,298.1761894
SLB,2011,305.3224362
SLB,2012,312.5709218
SLB,2013,320.5432175
SLB,2014,328.5144645
SLB,2015,337.3029447
SLB,2016,345.6579303
SLB,2017,354.9670757
SOM,1990,3490.98022
SOM,1991,3618.00074
SOM,1992,3871.592005
SOM,1993,4127.682181
SOM,1994,4339.941486
SOM,1995,4545.83829
SOM,1996,4694.354833
SOM,1997,4828.968455
SOM,1998,4951.585692
SOM,1999,5008.362463
SOM,2000,5055.421176
SOM,2001,5093.762922
SOM,2002,5173.238313
SOM,2003,5273.755028
SOM,2004,5371.846724
SOM,2005,5483.09077
SOM,2006,5647.45674
SOM,2007,5844.436689
SOM,2008,6068.53973
SOM,2009,6266.910082
SOM,2010,6435.667044
SOM,2011,6583.80257
SOM,2012,6767.530009
SOM,2013,6964.284532
SOM,2014,7170.291854
SOM,2015,7381.823233
SOM,2016,7588.235981
SOM,2017,7791.467527
ZAF,1990,25271.52336
ZAF,1991,25902.15504
ZAF,1992,27196.16199
ZAF,1993,27650.71413
ZAF,1994,29587.71991
ZAF,1995,30789.69226
ZAF,1996,34231.01569
ZAF,1997,38220.30471
ZAF,1998,40098.23833
ZAF,1999,41484.47057
ZAF,2000,43958.4646
ZAF,2001,43795.42381
ZAF,2002,44445.01522
ZAF,2003,44895.29785
ZAF,2004,44888.28132
ZAF,2005,44654.2723
ZAF,2006,44887.8218
ZAF,2007,44435.41706
ZAF,2008,44072.15777
ZAF,2009,43598.55256
ZAF,2010,42764.45025
ZAF,2011,42136.52669
ZAF,2012,41985.08302
ZAF,2013,42180.10188
ZAF,2014,43109.83275
ZAF,2015,44929.92236
ZAF,2016,46891.43239
ZAF,2017,45979.08329
,1990,497462.9968
,1991,511369.3401
,1992,526112.901
,1993,532085.2192
,1994,538567.3056
,1995,546753.3333
,1996,562485.3129
,1997,590988.7734
,1998,605661.9729
,1999,613615.6276
,2000,629474.6205
,2001,642241.9417
,2002,653804.4927
,2003,665177.6837
,2004,671070.0262
,2005,695665.726
,2006,720116.6891
,2007,749083.5333
,2008,780466.7802
,2009,811598.8409
,2010,848403.5733
,2011,875163.7312
,2012,899241.9445
,2013,936344.9349
,2014,984237.4788
,2015,1029271.703
,2016,1077164.665
,2017,1113527.464
KOR,1990,49155.77177
KOR,1991,51463.80748
KOR,1992,52929.96427
KOR,1993,54589.60513
KOR,1994,57253.14947
KOR,1995,58734.99461
KOR,1996,60309.96015
KOR,1997,62028.96411
KOR,1998,63157.89069
KOR,1999,64858.09747
KOR,2000,66260.91044
KOR,2001,66462.47032
KOR,2002,67637.36795
KOR,2003,69139.66247
KOR,2004,70336.96465
KOR,2005,71045.88385
KOR,2006,71796.50907
KOR,2007,73405.65475
KOR,2008,74840.55862
KOR,2009,76407.35582
KOR,2010,78516.93317
KOR,2011,79711.03565
KOR,2012,81185.7493
KOR,2013,81401.77009
KOR,2014,81837.76504
KOR,2015,83285.96976
KOR,2016,84950.68595
KOR,2017,88226.53357
SSD,1990,3037.779038
SSD,1991,3087.267613
SSD,1992,3198.980293
SSD,1993,3301.072417
SSD,1994,3377.778645
SSD,1995,3454.171708
SSD,1996,3485.538046
SSD,1997,3410.043505
SSD,1998,3417.481305
SSD,1999,3365.000427
SSD,2000,3323.432954
SSD,2001,3235.777982
SSD,2002,3209.000797
SSD,2003,3263.570406
SSD,2004,3331.385322
SSD,2005,3380.437875
SSD,2006,3477.670766
SSD,2007,3546.104175
SSD,2008,3595.453785
SSD,2009,3650.77982
SSD,2010,3713.556744
SSD,2011,3775.893153
SSD,2012,3872.238962
SSD,2013,3951.572288
SSD,2014,4009.991748
SSD,2015,4094.793272
SSD,2016,4163.204334
SSD,2017,4266.289814
,1990,281530.9761
,1991,289458.0002
,1992,298932.0495
,1993,308252.4961
,1994,318312.9659
,1995,328816.9046
,1996,340417.6008
,1997,348366.4321
,1998,357248.8961
,1999,370138.8375
,2000,381150.7066
,2001,389278.7614
,2002,399649.2318
,2003,408824.666
,2004,418091.3434
,2005,427018.255
,2006,438154.273
,2007,448918.0646
,2008,459792.6705
,2009,470387.7843
,2010,481599.4696
,2011,493939.9951
,2012,505256.9786
,2013,517202.9883
,2014,531759.8873
,2015,547348.1491
,2016,565641.439
,2017,581072.0388
,1990,1707311.55
,1991,1751879.3
,1992,1789261.602
,1993,1831442.459
,1994,1873933.976
,1995,1923885.305
,1996,1972622.847
,1997,2009881.291
,1998,2061451.783
,1999,2114862.824
,2000,2173402.817
,2001,2215240.983
,2002,2265625.646
,2003,2319238.357
,2004,2365708.641
,2005,2368741.908
,2006,2366936.265
,2007,2401702.342
,2008,2455334.749
,2009,2522815.615
,2010,2590769.579
,2011,2668936.464
,2012,2745462.406
,2013,2801327.277
,2014,2931038.648
,2015,3074592.874
,2016,3182959.49
,2017,3221195.052
,1990,72534.9522
,1991,72752.61974
,1992,74390.1634
,1993,75609.35626
,1994,76550.07076
,1995,77939.01345
,1996,79805.99195
,1997,81070.17104
,1998,82677.83106
,1999,84522.58829
,2000,83601.87397
,2001,85223.66977
,2002,86900.89031
,2003,89022.0645
,2004,88874.26892
,2005,89182.63463
,2006,90384.51584
,2007,93367.25632
,2008,92454.54187
,2009,94779.46491
,2010,95986.35359
,2011,97292.4682
,2012,98771.51926
,2013,100107.3997
,2014,100334.2717
,2015,102306.8981
,2016,104849.7482
,2017,106773.5063
,1990,33440.1459
,1991,34242.49781
,1992,35839.43681
,1993,36623.23895
,1994,38966.58186
,1995,40651.48367
,1996,44413.39512
,1997,48919.10648
,1998,51591.28156
,1999,53773.4482
,2000,57036.9489
,2001,57396.6739
,2002,58639.20622
,2003,59387.13657
,2004,59689.2385
,2005,59319.10292
,2006,59457.16351
,2007,58894.85315
,2008,58575.94233
,2009,58110.34814
,2010,57162.67383
,2011,56343.72255
,2012,56156.65097
,2013,56428.79557
,2014,57497.66849
,2015,59492.07695
,2016,61663.02903
,2017,60934.88178
ESP,1990,76363.72276
ESP,1991,78390.16558
ESP,1992,78911.24814
ESP,1993,80237.00966
ESP,1994,81709.92878
ESP,1995,83759.49278
ESP,1996,85136.88478
ESP,1997,85117.24469
ESP,1998,87146.96797
ESP,1999,90153.01931
ESP,2000,89560.12886
ESP,2001,91040.48409
ESP,2002,92656.70505
ESP,2003,95486.58137
ESP,2004,95662.01057
ESP,2005,97089.21548
ESP,2006,97819.83
ESP,2007,100331.9348
ESP,2008,102145.7928
ESP,2009,102817.063
ESP,2010,103699.8319
ESP,2011,105949.5272
ESP,2012,106928.984
ESP,2013,106764.8951
ESP,2014,107552.4553
ESP,2015,109956.0474
ESP,2016,108853.4992
ESP,2017,108842.6132
LKA,1990,7632.470009
LKA,1991,7518.01613
LKA,1992,7691.356387
LKA,1993,7932.413077
LKA,1994,8401.401225
LKA,1995,9004.03833
LKA,1996,9483.07406
LKA,1997,10145.68952
LKA,1998,10052.58584
LKA,1999,10396.78404
LKA,2000,10704.71339
LKA,2001,10444.7832
LKA,2002,10394.62819
LKA,2003,10613.40117
LKA,2004,10862.92545
LKA,2005,11107.50089
LKA,2006,11359.00544
LKA,2007,11785.54614
LKA,2008,12136.57399
LKA,2009,12099.30033
LKA,2010,12442.12254
LKA,2011,13027.33099
LKA,2012,13450.73478
LKA,2013,13853.19844
LKA,2014,14183.24434
LKA,2015,14518.44087
LKA,2016,14766.39264
LKA,2017,14958.30534
,1990,248082.4738
,1991,253655.2993
,1992,260996.2722
,1993,266911.7593
,1994,274491.6177
,1995,281962.8963
,1996,290398.4123
,1997,298903.2392
,1998,305476.7101
,1999,309784.2501
,2000,315853.8566
,2001,319089.1534
,2002,324056.4944
,2003,329925.5194
,2004,335387.1163
,2005,339852.0863
,2006,346349.8536
,2007,352039.9463
,2008,358804.7188
,2009,366802.5433
,2010,375669.2669
,2011,384144.2189
,2012,394256.2479
,2013,405143.5468
,2014,417420.4505
,2015,431211.0864
,2016,446216.0544
,2017,457096.6991
SDN,1990,7765.006687
SDN,1991,7989.867206
SDN,1992,8218.091845
SDN,1993,8416.008027
SDN,1994,8622.425677
SDN,1995,8785.297959
SDN,1996,8945.651663
SDN,1997,9094.75765
SDN,1998,9232.779675
SDN,1999,9419.650113
SDN,2000,9636.524198
SDN,2001,9847.397885
SDN,2002,10021.06178
SDN,2003,10163.18023
SDN,2004,10345.03293
SDN,2005,10615.34808
SDN,2006,10815.80731
SDN,2007,11023.47125
SDN,2008,11252.85089
SDN,2009,11477.32105
SDN,2010,11672.51364
SDN,2011,11891.46077
SDN,2012,12178.52569
SDN,2013,12456.85803
SDN,2014,12789.28095
SDN,2015,13105.36784
SDN,2016,13430.29584
SDN,2017,13768.52892
SUR,1990,241.5665221
SUR,1991,245.2229947
SUR,1992,250.8827859
SUR,1993,260.075548
SUR,1994,259.0507452
SUR,1995,257.936938
SUR,1996,266.9132161
SUR,1997,280.8761238
SUR,1998,298.6891989
SUR,1999,320.5821232
SUR,2000,338.7757095
SUR,2001,356.1359459
SUR,2002,377.0815691
SUR,2003,390.6208084
SUR,2004,404.1444122
SUR,2005,414.4138794
SUR,2006,429.7514666
SUR,2007,440.9734395
SUR,2008,452.2440262
SUR,2009,460.6277015
SUR,2010,478.1547107
SUR,2011,494.8742239
SUR,2012,508.1812659
SUR,2013,531.274524
SUR,2014,555.2896279
SUR,2015,580.4743814
SUR,2016,597.5261227
SUR,2017,609.8812564
SWE,1990,19316.57358
SWE,1991,19661.66884
SWE,1992,19580.36848
SWE,1993,19709.57543
SWE,1994,19300.84877
SWE,1995,19711.40858
SWE,1996,19883.42555
SWE,1997,19910.50433
SWE,1998,20116.82458
SWE,1999,20394.45915
SWE,2000,20542.18483
SWE,2001,20797.42547
SWE,2002,20885.19501
SWE,2003,20981.50875
SWE,2004,21502.35863
SWE,2005,21286.98381
SWE,2006,21516.27835
SWE,2007,21747.22535
SWE,2008,21902.61832
SWE,2009,22030.94126
SWE,2010,21717.28211
SWE,2011,21911.24129
SWE,2012,21879.36126
SWE,2013,22090.64465
SWE,2014,22186.2954
SWE,2015,22229.88256
SWE,2016,22194.65003
SWE,2017,22374.64646
CHE,1990,13719.6763
CHE,1991,13960.71736
CHE,1992,13967.24374
CHE,1993,13993.65061
CHE,1994,14260.03363
CHE,1995,14748.36337
CHE,1996,14611.34185
CHE,1997,14976.16278
CHE,1998,15084.56366
CHE,1999,14981.87726
CHE,2000,15301.99137
CHE,2001,15185.76779
CHE,2002,15346.2308
CHE,2003,15496.69865
CHE,2004,15309.74237
CHE,2005,15336.39407
CHE,2006,15554.01253
CHE,2007,15737.45769
CHE,2008,15753.63694
CHE,2009,16130.27515
CHE,2010,16269.4656
CHE,2011,16201.32919
CHE,2012,16485.71279
CHE,2013,16626.58527
CHE,2014,16551.78616
CHE,2015,16679.38641
CHE,2016,16551.992
CHE,2017,16573.78546
SYR,1990,3889.412763
SYR,1991,4044.569874
SYR,1992,4236.38121
SYR,1993,4361.832046
SYR,1994,4536.588723
SYR,1995,4689.73582
SYR,1996,4840.715183
SYR,1997,5008.496621
SYR,1998,5150.760179
SYR,1999,5251.574108
SYR,2000,5348.651361
SYR,2001,5363.368373
SYR,2002,5409.265851
SYR,2003,5351.059598
SYR,2004,5427.964858
SYR,2005,5555.416063
SYR,2006,5800.374724
SYR,2007,6076.937291
SYR,2008,6367.492399
SYR,2009,6609.028555
SYR,2010,6889.955937
SYR,2011,7079.121382
SYR,2012,7221.926866
SYR,2013,7371.546531
SYR,2014,7550.804692
SYR,2015,7744.083052
SYR,2016,7983.990258
SYR,2017,8229.753889
TWN,1990,19244.92
TWN,1991,20091.16584
TWN,1992,21002.83649
TWN,1993,22131.74515
TWN,1994,23426.94454
TWN,1995,24640.79677
TWN,1996,25651.04832
TWN,1997,24670.43556
TWN,1998,27567.16807
TWN,1999,28889.8221
TWN,2000,30783.3255
TWN,2001,32030.14723
TWN,2002,32707.66906
TWN,2003,33887.61435
TWN,2004,35588.2842
TWN,2005,37205.49543
TWN,2006,37808.7841
TWN,2007,38874.45028
TWN,2008,40003.98106
TWN,2009,40655.36607
TWN,2010,41705.95625
TWN,2011,43973.48296
TWN,2012,44691.22894
TWN,2013,45145.18433
TWN,2014,47058.28696
TWN,2015,47110.81046
TWN,2016,49072.59164
TWN,2017,50374.6613
TJK,1990,2800.176936
TJK,1991,2856.935013
TJK,1992,2885.661514
TJK,1993,2813.162223
TJK,1994,2863.566976
TJK,1995,2778.358093
TJK,1996,2714.816858
TJK,1997,2606.660704
TJK,1998,2514.913725
TJK,1999,2464.302925
TJK,2000,2458.817699
TJK,2001,2476.785048
TJK,2002,2499.515898
TJK,2003,2540.892354
TJK,2004,2591.807415
TJK,2005,2720.302097
TJK,2006,2845.238476
TJK,2007,2956.589536
TJK,2008,3052.488574
TJK,2009,3171.114616
TJK,2010,3284.438232
TJK,2011,3407.62913
TJK,2012,3493.491861
TJK,2013,3588.517419
TJK,2014,3729.083347
TJK,2015,3909.372576
TJK,2016,4091.651467
TJK,2017,4222.148141
TZA,1990,11879.66218
TZA,1991,12281.34201
TZA,1992,12796.76887
TZA,1993,13328.80799
TZA,1994,13799.85925
TZA,1995,14156.67762
TZA,1996,14499.33433
TZA,1997,14808.8466
TZA,1998,15096.61408
TZA,1999,15078.32003
TZA,2000,14975.14658
TZA,2001,14898.26828
TZA,2002,14949.35662
TZA,2003,15200.22903
TZA,2004,15418.58187
TZA,2005,15650.59791
TZA,2006,16013.08331
TZA,2007,16456.64565
TZA,2008,16857.43616
TZA,2009,17285.53367
TZA,2010,17691.58315
TZA,2011,18319.72984
TZA,2012,19082.22688
TZA,2013,19853.0649
TZA,2014,20520.90699
TZA,2015,21304.14516
TZA,2016,22074.03348
TZA,2017,22875.12779
THA,1990,47924.57109
THA,1991,50329.42675
THA,1992,52467.4897
THA,1993,54943.76116
THA,1994,57157.82106
THA,1995,59440.21575
THA,1996,62367.22076
THA,1997,61357.05147
THA,1998,62049.21986
THA,1999,65227.3371
THA,2000,66336.23201
THA,2001,66229.31569
THA,2002,68537.37499
THA,2003,69538.62603
THA,2004,70995.02093
THA,2005,72402.18679
THA,2006,74163.46485
THA,2007,76112.84167
THA,2008,77762.56242
THA,2009,79040.58837
THA,2010,81955.68303
THA,2011,84011.21216
THA,2012,84990.39116
THA,2013,85484.1089
THA,2014,87574.20877
THA,2015,89852.94258
THA,2016,94625.27655
THA,2017,97927.55142
TLS,1990,285.5055161
TLS,1991,291.7004355
TLS,1992,298.3748217
TLS,1993,305.6363635
TLS,1994,313.3911531
TLS,1995,322.8635398
TLS,1996,331.9944811
TLS,1997,339.0427978
TLS,1998,348.3657274
TLS,1999,356.509761
TLS,2000,368.3127541
TLS,2001,379.5642933
TLS,2002,392.0442015
TLS,2003,410.2598872
TLS,2004,431.4014038
TLS,2005,454.3900209
TLS,2006,479.647146
TLS,2007,506.0402321
TLS,2008,532.8736819
TLS,2009,559.9969624
TLS,2010,590.5851625
TLS,2011,617.8533396
TLS,2012,643.907872
TLS,2013,670.3629575
TLS,2014,696.2899702
TLS,2015,722.3618351
TLS,2016,744.4023011
TLS,2017,763.7567084
TGO,1990,1307.128212
TGO,1991,1352.303679
TGO,1992,1398.062555
TGO,1993,1451.640124
TGO,1994,1511.378022
TGO,1995,1566.374902
TGO,1996,1624.648588
TGO,1997,1691.300637
TGO,1998,1755.850181
TGO,1999,1794.893529
TGO,2000,1851.007284
TGO,2001,1917.202901
TGO,2002,1981.706048
TGO,2003,2056.392293
TGO,2004,2102.099585
TGO,2005,2168.046842
TGO,2006,2232.394334
