LOCATION,TIME,"Life expectancy at birth, total (years)"
BEN,1996,55.17
BEN,1997,55.133
BEN,1998,55.139
BEN,1999,55.218
BEN,2000,55.391
BEN,2001,55.668
BEN,2002,56.025
BEN,2003,56.436
BEN,2004,56.887
BEN,2005,57.355
BEN,2006,57.817
BEN,2007,58.255
BEN,2008,58.654
BEN,2009,59.009
BEN,2010,59.318
BEN,2011,59.59
BEN,2012,59.842
BEN,2013,60.092
BEN,2014,60.345
BEN,2015,60.608
BEN,2016,60.885
BEN,2017,61.174
BEN,2018,61.47
BEN,2019,0
BEN,2020,0
BMU,1960,0
BMU,1961,0
BMU,1962,0
BMU,1963,0
BMU,1964,0
BMU,1965,68.89780488
BMU,1966,0
BMU,1967,0
BMU,1968,0
BMU,1969,0
BMU,1970,70.29
BMU,1971,0
BMU,1972,0
BMU,1973,0
BMU,1974,0
BMU,1975,0
BMU,1976,0
BMU,1977,0
BMU,1978,0
BMU,1979,0
BMU,1980,72.30463415
BMU,1981,0
BMU,1982,0
BMU,1983,0
BMU,1984,0
BMU,1985,0
BMU,1986,0
BMU,1987,0
BMU,1988,0
BMU,1989,0
BMU,1990,0
BMU,1991,74.0295122
BMU,1992,0
BMU,1993,0
BMU,1994,0
BMU,1995,0
BMU,1996,0
BMU,1997,0
BMU,1998,0
BMU,1999,0
BMU,2000,77.88536585
BMU,2001,77.88536585
BMU,2002,78.08780488
BMU,2003,78.33414634
BMU,2004,78.48536585
BMU,2005,78.68536585
BMU,2006,78.88780488
BMU,2007,78.93414634
BMU,2008,79.23658537
BMU,2009,79.38843902
BMU,2010,79.28853659
BMU,2011,81.15268293
BMU,2012,81.67780488
BMU,2013,80.57243902
BMU,2014,80.79731707
BMU,2015,81.01219512
BMU,2016,81.22707317
BMU,2017,81.44195122
BMU,2018,81.65170732
BMU,2019,0
BMU,2020,0
BTN,1960,34.526
BTN,1961,34.889
BTN,1962,35.29
BTN,1963,35.734
BTN,1964,36.22
BTN,1965,36.745
BTN,1966,37.303
BTN,1967,37.882
BTN,1968,38.469
BTN,1969,39.057
BTN,1970,39.635
BTN,1971,40.194
BTN,1972,40.735
BTN,1973,41.263
BTN,1974,41.784
BTN,1975,42.311
BTN,1976,42.861
BTN,1977,43.447
BTN,1978,44.077
BTN,1979,44.751
BTN,1980,45.464
BTN,1981,46.204
BTN,1982,46.954
BTN,1983,47.702
BTN,1984,48.442
BTN,1985,49.173
BTN,1986,49.901
BTN,1987,50.632
BTN,1988,51.372
BTN,1989,52.122
BTN,1990,52.878
BTN,1991,53.633
BTN,1992,54.384
BTN,1993,55.131
BTN,1994,55.878
BTN,1995,56.636
BTN,1996,57.418
BTN,1997,58.236
BTN,1998,59.089
BTN,1999,59.974
BTN,2000,60.884
BTN,2001,61.808
BTN,2002,62.728
BTN,2003,63.624
BTN,2004,64.483
BTN,2005,65.289
BTN,2006,66.031
BTN,2007,66.709
BTN,2008,67.325
BTN,2009,67.882
BTN,2010,68.384
BTN,2011,68.84
BTN,2012,69.263
BTN,2013,69.662
BTN,2014,70.046
BTN,2015,70.419
BTN,2016,70.781
BTN,2017,71.129
BTN,2018,71.46
BTN,2019,0
BTN,2020,0
BOL,1960,41.82
BOL,1961,42.15
BOL,1962,42.49
BOL,1963,42.84
BOL,1964,43.199
BOL,1965,43.568
BOL,1966,43.947
BOL,1967,44.337
BOL,1968,44.737
BOL,1969,45.147
BOL,1970,45.568
BOL,1971,45.999
BOL,1972,46.441
BOL,1973,46.893
BOL,1974,47.355
BOL,1975,47.828
BOL,1976,48.312
BOL,1977,48.806
BOL,1978,49.31
BOL,1979,49.824
BOL,1980,50.349
BOL,1981,50.883
BOL,1982,51.427
BOL,1983,51.98
BOL,1984,52.543
BOL,1985,53.115
BOL,1986,53.695
BOL,1987,54.284
BOL,1988,54.881
BOL,1989,55.486
BOL,1990,56.099
BOL,1991,56.721
BOL,1992,57.351
BOL,1993,57.989
BOL,1994,58.631
BOL,1995,59.276
BOL,1996,59.922
BOL,1997,60.566
BOL,1998,61.204
BOL,1999,61.835
BOL,2000,62.452
BOL,2001,63.054
BOL,2002,63.64
BOL,2003,64.21
BOL,2004,64.766
BOL,2005,65.312
BOL,2006,65.853
BOL,2007,66.395
BOL,2008,66.937
BOL,2009,67.476
BOL,2010,68.007
BOL,2011,68.521
BOL,2012,69.01
BOL,2013,69.468
BOL,2014,69.891
BOL,2015,70.277
BOL,2016,70.626
BOL,2017,70.945
BOL,2018,71.239
BOL,2019,0
BOL,2020,0
BIH,1960,60.353
BIH,1961,61.019
BIH,1962,61.646
BIH,1963,62.243
BIH,1964,62.818
BIH,1965,63.381
BIH,1966,63.94
BIH,1967,64.499
BIH,1968,65.059
BIH,1969,65.621
BIH,1970,66.187
BIH,1971,66.756
BIH,1972,67.32
BIH,1973,67.867
BIH,1974,68.39
BIH,1975,68.872
BIH,1976,69.296
BIH,1977,69.657
BIH,1978,69.954
BIH,1979,70.193
BIH,1980,70.399
BIH,1981,70.601
BIH,1982,70.82
BIH,1983,71.061
BIH,1984,71.315
BIH,1985,71.534
BIH,1986,71.65
BIH,1987,71.626
BIH,1988,71.461
BIH,1989,71.184
BIH,1990,70.877
BIH,1991,70.645
BIH,1992,70.577
BIH,1993,70.725
BIH,1994,71.093
BIH,1995,71.645
BIH,1996,72.307
BIH,1997,72.976
BIH,1998,73.569
BIH,1999,74.05
BIH,2000,74.403
BIH,2001,74.637
BIH,2002,74.803
BIH,2003,74.941
BIH,2004,75.068
BIH,2005,75.198
BIH,2006,75.342
BIH,2007,75.498
BIH,2008,75.665
BIH,2009,75.844
BIH,2010,76.031
BIH,2011,76.219
BIH,2012,76.401
BIH,2013,76.569
BIH,2014,76.723
BIH,2015,76.865
BIH,2016,76.998
BIH,2017,77.128
BIH,2018,77.262
BIH,2019,0
BIH,2020,0
BWA,1960,49.179
BWA,1961,49.684
BWA,1962,50.171
BWA,1963,50.641
BWA,1964,51.099
BWA,1965,51.547
BWA,1966,51.991
BWA,1967,52.435
BWA,1968,52.885
BWA,1969,53.346
BWA,1970,53.824
BWA,1971,54.327
BWA,1972,54.853
BWA,1973,55.398
BWA,1974,55.957
BWA,1975,56.524
BWA,1976,57.091
BWA,1977,57.649
BWA,1978,58.186
BWA,1979,58.692
BWA,1980,59.174
BWA,1981,59.647
BWA,1982,60.109
BWA,1983,60.543
BWA,1984,60.916
BWA,1985,61.167
BWA,1986,61.227
BWA,1987,61.059
BWA,1988,60.651
BWA,1989,60.016
BWA,1990,59.191
BWA,1991,58.232
BWA,1992,57.219
BWA,1993,56.222
BWA,1994,55.284
BWA,1995,54.41
BWA,1996,53.572
BWA,1997,52.749
BWA,1998,51.947
BWA,1999,51.214
BWA,2000,50.629
BWA,2001,50.281
BWA,2002,50.232
BWA,2003,50.518
BWA,2004,51.15
BWA,2005,52.13
BWA,2006,53.435
BWA,2007,54.983
BWA,2008,56.679
BWA,2009,58.447
BWA,2010,60.211
BWA,2011,61.91
BWA,2012,63.511
BWA,2013,64.976
BWA,2014,66.265
BWA,2015,67.338
BWA,2016,68.178
BWA,2017,68.812
BWA,2018,69.275
BWA,2019,0
BWA,2020,0
BRA,1960,54.143
BRA,1961,54.634
BRA,1962,55.13
BRA,1963,55.627
BRA,1964,56.121
BRA,1965,56.61
BRA,1966,57.091
BRA,1967,57.563
BRA,1968,58.025
BRA,1969,58.475
BRA,1970,58.911
BRA,1971,59.332
BRA,1972,59.739
BRA,1973,60.132
BRA,1974,60.513
BRA,1975,60.884
BRA,1976,61.243
BRA,1977,61.595
BRA,1978,61.942
BRA,1979,62.286
BRA,1980,62.63
BRA,1981,62.976
BRA,1982,63.326
BRA,1983,63.68
BRA,1984,64.039
BRA,1985,64.406
BRA,1986,64.782
BRA,1987,65.165
BRA,1988,65.553
BRA,1989,65.947
BRA,1990,66.343
BRA,1991,66.742
BRA,1992,67.141
BRA,1993,67.539
BRA,1994,67.932
BRA,1995,68.318
BRA,1996,68.695
BRA,1997,69.061
BRA,1998,69.419
BRA,1999,69.769
BRA,2000,70.116
BRA,2001,70.462
BRA,2002,70.813
BRA,2003,71.17
BRA,2004,71.531
BRA,2005,71.896
BRA,2006,72.26
BRA,2007,72.618
BRA,2008,72.966
BRA,2009,73.3
BRA,2010,73.619
BRA,2011,73.921
BRA,2012,74.209
BRA,2013,74.483
BRA,2014,74.745
BRA,2015,74.994
BRA,2016,75.23
BRA,2017,75.456
BRA,2018,75.672
BRA,2019,0
BRA,2020,0
VGB,1960,0
VGB,1961,0
VGB,1962,0
VGB,1963,0
VGB,1964,0
VGB,1965,0
VGB,1966,0
VGB,1967,0
VGB,1968,0
VGB,1969,0
VGB,1970,0
VGB,1971,0
VGB,1972,0
VGB,1973,0
VGB,1974,0
VGB,1975,0
VGB,1976,0
VGB,1977,0
VGB,1978,0
VGB,1979,0
VGB,1980,0
VGB,1981,0
VGB,1982,0
VGB,1983,0
VGB,1984,0
VGB,1985,0
VGB,1986,0
VGB,1987,0
VGB,1988,0
VGB,1989,0
VGB,1990,0
VGB,1991,0
VGB,1992,0
VGB,1993,0
VGB,1994,0
VGB,1995,0
VGB,1996,0
VGB,1997,0
VGB,1998,0
VGB,1999,0
VGB,2000,0
VGB,2001,0
VGB,2002,0
VGB,2003,0
VGB,2004,0
VGB,2005,0
VGB,2006,0
VGB,2007,0
VGB,2008,0
VGB,2009,0
VGB,2010,0
VGB,2011,0
VGB,2012,0
VGB,2013,0
VGB,2014,0
VGB,2015,0
VGB,2016,0
VGB,2017,0
VGB,2018,0
VGB,2019,0
VGB,2020,0
BRN,1960,54.81
BRN,1961,55.81
BRN,1962,56.805
BRN,1963,57.756
BRN,1964,58.638
BRN,1965,59.434
BRN,1966,60.147
BRN,1967,60.803
BRN,1968,61.422
BRN,1969,62.013
BRN,1970,62.582
BRN,1971,63.134
BRN,1972,63.671
BRN,1973,64.196
BRN,1974,64.709
BRN,1975,65.209
BRN,1976,65.696
BRN,1977,66.164
BRN,1978,66.61
BRN,1979,67.031
BRN,1980,67.425
BRN,1981,67.786
BRN,1982,68.117
BRN,1983,68.421
BRN,1984,68.7
BRN,1985,68.96
BRN,1986,69.208
BRN,1987,69.45
BRN,1988,69.691
BRN,1989,69.935
BRN,1990,70.185
BRN,1991,70.439
BRN,1992,70.696
BRN,1993,70.951
BRN,1994,71.207
BRN,1995,71.465
BRN,1996,71.727
BRN,1997,71.994
BRN,1998,72.265
BRN,1999,72.538
BRN,2000,72.809
BRN,2001,73.076
BRN,2002,73.332
BRN,2003,73.575
BRN,2004,73.801
BRN,2005,74.006
BRN,2006,74.189
BRN,2007,74.351
BRN,2008,74.494
BRN,2009,74.623
BRN,2010,74.74
BRN,2011,74.852
BRN,2012,74.962
BRN,2013,75.075
BRN,2014,75.193
BRN,2015,75.318
BRN,2016,75.45
BRN,2017,75.585
BRN,2018,75.722
BRN,2019,0
BRN,2020,0
BGR,1960,69.24756098
BGR,1961,70.19560976
BGR,1962,69.49195122
BGR,1963,70.30926829
BGR,1964,71.12121951
BGR,1965,71.29390244
BGR,1966,71.22341463
BGR,1967,70.41390244
BGR,1968,71.22512195
BGR,1969,70.43
BGR,1970,71.25634146
BGR,1971,70.87365854
BGR,1972,70.8995122
BGR,1973,71.34219512
BGR,1974,71.20804878
BGR,1975,71.0497561
BGR,1976,71.39487805
BGR,1977,70.81609756
BGR,1978,71.18463415
BGR,1979,71.30829268
BGR,1980,71.15756098
BGR,1981,71.57195122
BGR,1982,71.18609756
BGR,1983,71.38634146
BGR,1984,71.4997561
BGR,1985,71.22804878
BGR,1986,71.73073171
BGR,1987,71.52682927
BGR,1988,71.60439024
BGR,1989,71.72243902
BGR,1990,71.64146341
BGR,1991,71.56097561
BGR,1992,71.49439024
BGR,1993,71.34682927
BGR,1994,71.20878049
BGR,1995,71.05341463
BGR,1996,70.89731707
BGR,1997,70.35121951
BGR,1998,71.06097561
BGR,1999,71.41219512
BGR,2000,71.66341463
BGR,2001,71.76829268
BGR,2002,71.86585366
BGR,2003,72.06585366
BGR,2004,72.56341463
BGR,2005,72.56097561
BGR,2006,72.61219512
BGR,2007,72.66341463
BGR,2008,72.96341463
BGR,2009,73.41219512
BGR,2010,73.51219512
BGR,2011,74.16341463
BGR,2012,74.31463415
BGR,2013,74.86097561
BGR,2014,74.46585366
BGR,2015,74.61463415
BGR,2016,74.81219512
BGR,2017,74.81463415
BGR,2018,74.96341463
BGR,2019,0
BGR,2020,0
BFA,1960,34.432
BFA,1961,34.897
BFA,1962,35.369
BFA,1963,35.847
BFA,1964,36.331
BFA,1965,36.815
BFA,1966,37.291
BFA,1967,37.754
BFA,1968,38.207
BFA,1969,38.652
BFA,1970,39.095
BFA,1971,39.542
BFA,1972,40.003
BFA,1973,40.493
BFA,1974,41.025
BFA,1975,41.63
BFA,1976,42.343
BFA,1977,43.166
BFA,1978,44.081
BFA,1979,45.06
BFA,1980,46.049
BFA,1981,46.984
BFA,1982,47.81
BFA,1983,48.486
BFA,1984,48.992
BFA,1985,49.323
BFA,1986,49.492
BFA,1987,49.55
BFA,1988,49.545
BFA,1989,49.505
BFA,1990,49.454
BFA,1991,49.409
BFA,1992,49.374
BFA,1993,49.36
BFA,1994,49.38
BFA,1995,49.445
BFA,1996,49.557
BFA,1997,49.713
BFA,1998,49.914
BFA,1999,50.168
BFA,2000,50.489
BFA,2001,50.893
BFA,2002,51.384
BFA,2003,51.956
BFA,2004,52.602
BFA,2005,53.31
BFA,2006,54.063
BFA,2007,54.841
BFA,2008,55.618
BFA,2009,56.377
BFA,2010,57.096
BFA,2011,57.761
BFA,2012,58.374
BFA,2013,58.937
BFA,2014,59.45
BFA,2015,59.919
BFA,2016,60.354
BFA,2017,60.768
BFA,2018,61.174
BFA,2019,0
BFA,2020,0
BDI,1960,41.281
BDI,1961,41.592
BDI,1962,41.907
BDI,1963,42.225
BDI,1964,42.54
BDI,1965,42.838
BDI,1966,43.105
BDI,1967,43.332
BDI,1968,43.523
BDI,1969,43.685
BDI,1970,43.841
BDI,1971,44.021
BDI,1972,44.246
BDI,1973,44.528
BDI,1974,44.865
BDI,1975,45.242
BDI,1976,45.63
BDI,1977,45.999
BDI,1978,46.327
BDI,1979,46.608
BDI,1980,46.852
BDI,1981,47.083
BDI,1982,47.324
BDI,1983,47.581
BDI,1984,47.844
BDI,1985,48.08
BDI,1986,48.243
BDI,1987,48.301
BDI,1988,48.244
BDI,1989,48.08
BDI,1990,47.829
BDI,1991,47.522
BDI,1992,47.212
BDI,1993,46.953
BDI,1994,46.786
BDI,1995,46.758
BDI,1996,46.905
BDI,1997,47.226
BDI,1998,47.708
BDI,1999,48.339
BDI,2000,49.091
BDI,2001,49.93
BDI,2002,50.81
BDI,2003,51.69
BDI,2004,52.547
BDI,2005,53.369
BDI,2006,54.163
BDI,2007,54.944
BDI,2008,55.721
BDI,2009,56.488
BDI,2010,57.228
BDI,2011,57.925
BDI,2012,58.568
BDI,2013,59.148
BDI,2014,59.665
BDI,2015,60.123
BDI,2016,60.528
BDI,2017,60.898
BDI,2018,61.247
BDI,2019,0
BDI,2020,0
CPV,1960,48.461
CPV,1961,48.66
CPV,1962,48.944
CPV,1963,49.323
CPV,1964,49.797
CPV,1965,50.345
CPV,1966,50.934
CPV,1967,51.532
CPV,1968,52.119
CPV,1969,52.698
CPV,1970,53.298
CPV,1971,53.97
CPV,1972,54.745
CPV,1973,55.631
CPV,1974,56.609
CPV,1975,57.63
CPV,1976,58.626
CPV,1977,59.535
CPV,1978,60.312
CPV,1979,60.941
CPV,1980,61.425
CPV,1981,61.794
CPV,1982,62.101
CPV,1983,62.392
CPV,1984,62.689
CPV,1985,63.004
CPV,1986,63.338
CPV,1987,63.678
CPV,1988,64.015
CPV,1989,64.349
CPV,1990,64.676
CPV,1991,64.992
CPV,1992,65.298
CPV,1993,65.598
CPV,1994,65.899
CPV,1995,66.224
CPV,1996,66.596
CPV,1997,67.026
CPV,1998,67.512
CPV,1999,68.041
CPV,2000,68.583
CPV,2001,69.099
CPV,2002,69.557
CPV,2003,69.932
CPV,2004,70.219
CPV,2005,70.424
CPV,2006,70.565
CPV,2007,70.676
CPV,2008,70.786
CPV,2009,70.911
CPV,2010,71.062
CPV,2011,71.243
CPV,2012,71.445
CPV,2013,71.661
CPV,2014,71.886
CPV,2015,72.117
CPV,2016,72.347
CPV,2017,72.57
CPV,2018,72.782
CPV,2019,0
CPV,2020,0
KHM,1960,41.242
KHM,1961,41.366
KHM,1962,41.526
KHM,1963,41.71
KHM,1964,41.893
KHM,1965,42.083
KHM,1966,42.298
KHM,1967,42.486
KHM,1968,42.55
KHM,1969,42.369
KHM,1970,41.566
KHM,1971,39.699
KHM,1972,36.676
KHM,1973,32.667
KHM,1974,28.04
KHM,1975,23.595
KHM,1976,20.317
KHM,1977,18.907
KHM,1978,19.725
KHM,1979,22.744
KHM,1980,27.536
KHM,1981,33.342
KHM,1982,39.157
KHM,1983,44.173
KHM,1984,48.025
KHM,1985,50.563
KHM,1986,51.916
KHM,1987,52.587
KHM,1988,52.999
KHM,1989,53.302
KHM,1990,53.595
KHM,1991,53.916
KHM,1992,54.228
KHM,1993,54.514
KHM,1994,54.82
KHM,1995,55.189
KHM,1996,55.653
KHM,1997,56.212
KHM,1998,56.862
KHM,1999,57.604
KHM,2000,58.432
KHM,2001,59.335
KHM,2002,60.283
KHM,2003,61.241
KHM,2004,62.186
KHM,2005,63.088
KHM,2006,63.927
KHM,2007,64.697
KHM,2008,65.394
KHM,2009,66.014
KHM,2010,66.56
KHM,2011,67.043
KHM,2012,67.48
KHM,2013,67.888
KHM,2014,68.273
KHM,2015,68.637
KHM,2016,68.977
KHM,2017,69.289
KHM,2018,69.57
KHM,2019,0
KHM,2020,0
CMR,1960,41.785
CMR,1961,42.255
CMR,1962,42.721
CMR,1963,43.182
CMR,1964,43.639
CMR,1965,44.095
CMR,1966,44.555
CMR,1967,45.025
CMR,1968,45.509
CMR,1969,46.008
CMR,1970,46.523
CMR,1971,47.053
CMR,1972,47.593
CMR,1973,48.135
CMR,1974,48.675
CMR,1975,49.205
CMR,1976,49.719
CMR,1977,50.213
CMR,1978,50.682
CMR,1979,51.123
CMR,1980,51.537
CMR,1981,51.933
CMR,1982,52.312
CMR,1983,52.67
CMR,1984,52.997
CMR,1985,53.273
CMR,1986,53.476
CMR,1987,53.591
CMR,1988,53.611
CMR,1989,53.536
CMR,1990,53.362
CMR,1991,53.088
CMR,1992,52.738
CMR,1993,52.343
CMR,1994,51.936
CMR,1995,51.554
CMR,1996,51.238
CMR,1997,51.009
CMR,1998,50.885
CMR,1999,50.878
CMR,2000,50.993
CMR,2001,51.222
CMR,2002,51.536
CMR,2003,51.908
CMR,2004,52.321
CMR,2005,52.76
CMR,2006,53.215
CMR,2007,53.681
CMR,2008,54.153
CMR,2009,54.627
CMR,2010,55.101
CMR,2011,55.581
CMR,2012,56.073
CMR,2013,56.576
CMR,2014,57.083
CMR,2015,57.583
CMR,2016,58.063
CMR,2017,58.511
CMR,2018,58.921
CMR,2019,0
CMR,2020,0
CAN,1960,71.13317073
CAN,1961,71.34609756
CAN,1962,71.36707317
CAN,1963,71.38073171
CAN,1964,71.77634146
CAN,1965,71.87219512
CAN,1966,72.00439024
CAN,1967,72.20780488
CAN,1968,72.35341463
CAN,1969,72.50146341
CAN,1970,72.7004878
CAN,1971,73.02926829
CAN,1972,72.93390244
CAN,1973,73.16268293
CAN,1974,73.23756098
CAN,1975,73.52170732
CAN,1976,73.85609756
CAN,1977,74.21560976
CAN,1978,74.5297561
CAN,1979,74.86634146
CAN,1980,75.07804878
CAN,1981,75.46341463
CAN,1982,75.76341463
CAN,1983,76.06585366
CAN,1984,76.21707317
CAN,1985,76.36829268
CAN,1986,76.5195122
CAN,1987,76.7195122
CAN,1988,76.9195122
CAN,1989,77.1195122
CAN,1990,77.42195122
CAN,1991,77.62195122
CAN,1992,77.72439024
CAN,1993,77.82439024
CAN,1994,77.82682927
CAN,1995,78.02926829
CAN,1996,78.1804878
CAN,1997,78.43170732
CAN,1998,78.63414634
CAN,1999,78.88536585
CAN,2000,79.13658537
CAN,2001,79.33902439
CAN,2002,79.4902439
CAN,2003,79.74146341
CAN,2004,79.89268293
CAN,2005,80.19268293
CAN,2006,80.34390244
CAN,2007,80.54390244
CAN,2008,80.69512195
CAN,2009,80.99512195
CAN,2010,81.24634146
CAN,2011,81.44878049
CAN,2012,81.64878049
CAN,2013,81.74878049
CAN,2014,81.8
CAN,2015,81.9
CAN,2016,81.9
CAN,2017,81.94878049
CAN,2018,81.94878049
CAN,2019,0
CAN,2020,0
CYM,1960,0
CYM,1961,0
CYM,1962,0
CYM,1963,0
CYM,1964,0
CYM,1965,0
CYM,1966,0
CYM,1967,0
CYM,1968,0
CYM,1969,0
CYM,1970,0
CYM,1971,0
CYM,1972,0
CYM,1973,0
CYM,1974,0
CYM,1975,0
CYM,1976,0
CYM,1977,0
CYM,1978,0
CYM,1979,0
CYM,1980,0
CYM,1981,0
CYM,1982,0
CYM,1983,0
CYM,1984,0
CYM,1985,0
CYM,1986,0
CYM,1987,0
CYM,1988,0
CYM,1989,0
CYM,1990,0
CYM,1991,0
CYM,1992,0
CYM,1993,0
CYM,1994,0
CYM,1995,0
CYM,1996,0
CYM,1997,0
CYM,1998,0
CYM,1999,0
CYM,2000,0
CYM,2001,0
CYM,2002,0
CYM,2003,0
CYM,2004,0
CYM,2005,0
CYM,2006,0
CYM,2007,0
CYM,2008,0
CYM,2009,0
CYM,2010,82.1902439
CYM,2011,0
CYM,2012,0
CYM,2013,0
CYM,2014,0
CYM,2015,0
CYM,2016,0
CYM,2017,0
CYM,2018,0
CYM,2019,0
CYM,2020,0
CAF,1960,36.249
CAF,1961,36.715
CAF,1962,37.19
CAF,1963,37.683
CAF,1964,38.201
CAF,1965,38.754
CAF,1966,39.355
CAF,1967,40.005
CAF,1968,40.703
CAF,1969,41.444
CAF,1970,42.223
CAF,1971,43.036
CAF,1972,43.866
CAF,1973,44.695
CAF,1974,45.504
CAF,1975,46.275
CAF,1976,46.992
CAF,1977,47.648
CAF,1978,48.233
CAF,1979,48.737
CAF,1980,49.153
CAF,1981,49.476
CAF,1982,49.713
CAF,1983,49.872
CAF,1984,49.955
CAF,1985,49.966
CAF,1986,49.912
CAF,1987,49.797
CAF,1988,49.624
CAF,1989,49.397
CAF,1990,49.104
CAF,1991,48.728
CAF,1992,48.267
CAF,1993,47.731
CAF,1994,47.143
CAF,1995,46.53
CAF,1996,45.922
CAF,1997,45.353
CAF,1998,44.857
CAF,1999,44.461
CAF,2000,44.19
CAF,2001,44.061
CAF,2002,44.063
CAF,2003,44.182
CAF,2004,44.413
CAF,2005,44.744
CAF,2006,45.158
CAF,2007,45.636
CAF,2008,46.161
CAF,2009,46.719
CAF,2010,47.312
CAF,2011,47.95
CAF,2012,48.638
CAF,2013,49.371
CAF,2014,50.129
CAF,2015,50.881
CAF,2016,51.593
CAF,2017,52.24
CAF,2018,52.805
CAF,2019,0
CAF,2020,0
TCD,1960,38.02
TCD,1961,38.279
TCD,1962,38.536
TCD,1963,38.795
TCD,1964,39.059
TCD,1965,39.344
TCD,1966,39.665
TCD,1967,40.028
TCD,1968,40.435
TCD,1969,40.878
TCD,1970,41.344
TCD,1971,41.813
TCD,1972,42.264
TCD,1973,42.681
TCD,1974,43.059
TCD,1975,43.396
TCD,1976,43.698
TCD,1977,43.979
TCD,1978,44.251
TCD,1979,44.521
TCD,1980,44.793
TCD,1981,45.071
TCD,1982,45.351
TCD,1983,45.63
TCD,1984,45.903
TCD,1985,46.162
TCD,1986,46.397
TCD,1987,46.601
TCD,1988,46.772
TCD,1989,46.91
TCD,1990,47.019
TCD,1991,47.108
TCD,1992,47.187
TCD,1993,47.265
TCD,1994,47.345
TCD,1995,47.426
TCD,1996,47.498
TCD,1997,47.559
TCD,1998,47.61
TCD,1999,47.657
TCD,2000,47.713
TCD,2001,47.789
TCD,2002,47.9
TCD,2003,48.057
TCD,2004,48.27
TCD,2005,48.549
TCD,2006,48.907
TCD,2007,49.335
TCD,2008,49.82
TCD,2009,50.346
TCD,2010,50.89
TCD,2011,51.424
TCD,2012,51.928
TCD,2013,52.386
TCD,2014,52.789
TCD,2015,53.137
TCD,2016,53.438
TCD,2017,53.712
TCD,2018,53.977
TCD,2019,0
TCD,2020,0
CHI,1960,70.739
CHI,1961,70.833
CHI,1962,70.928
CHI,1963,71.03
CHI,1964,71.143
CHI,1965,71.265
CHI,1966,71.391
CHI,1967,71.512
CHI,1968,71.623
CHI,1969,71.726
CHI,1970,71.823
CHI,1971,71.919
CHI,1972,72.02
CHI,1973,72.133
CHI,1974,72.261
CHI,1975,72.409
CHI,1976,72.58
CHI,1977,72.773
CHI,1978,72.983
CHI,1979,73.208
CHI,1980,73.439
CHI,1981,73.668
CHI,1982,73.89
CHI,1983,74.101
CHI,1984,74.3
CHI,1985,74.486
CHI,1986,74.66
CHI,1987,74.829
CHI,1988,75.004
CHI,1989,75.192
CHI,1990,75.41
CHI,1991,75.673
CHI,1992,75.988
CHI,1993,76.351
CHI,1994,76.755
CHI,1995,77.184
CHI,1996,77.616
CHI,1997,78.028
CHI,1998,78.406
CHI,1999,78.742
CHI,2000,79.037
CHI,2001,79.3
CHI,2002,79.548
CHI,2003,79.795
CHI,2004,80.045
CHI,2005,80.298
CHI,2006,80.553
CHI,2007,80.802
CHI,2008,81.041
CHI,2009,81.268
CHI,2010,81.483
CHI,2011,81.688
CHI,2012,81.883
CHI,2013,82.071
CHI,2014,82.252
CHI,2015,82.429
CHI,2016,82.6
CHI,2017,82.766
CHI,2018,82.928
CHI,2019,0
CHI,2020,0
CHL,1960,57.219
CHL,1961,57.616
CHL,1962,58.031
CHL,1963,58.467
CHL,1964,58.927
CHL,1965,59.415
CHL,1966,59.931
CHL,1967,60.474
CHL,1968,61.044
CHL,1969,61.637
CHL,1970,62.254
CHL,1971,62.895
CHL,1972,63.555
CHL,1973,64.231
CHL,1974,64.917
CHL,1975,65.609
CHL,1976,66.307
CHL,1977,67.005
CHL,1978,67.698
CHL,1979,68.378
CHL,1980,69.033
CHL,1981,69.655
CHL,1982,70.239
CHL,1983,70.782
CHL,1984,71.282
CHL,1985,71.737
CHL,1986,72.148
CHL,1987,72.524
CHL,1988,72.872
CHL,1989,73.198
CHL,1990,73.509
CHL,1991,73.808
CHL,1992,74.1
CHL,1993,74.386
CHL,1994,74.671
CHL,1995,74.957
CHL,1996,75.244
CHL,1997,75.53
CHL,1998,75.813
CHL,1999,76.092
CHL,2000,76.366
CHL,2001,76.634
CHL,2002,76.894
CHL,2003,77.146
CHL,2004,77.391
CHL,2005,77.63
CHL,2006,77.865
CHL,2007,78.099
CHL,2008,78.33
CHL,2009,78.558
CHL,2010,78.779
CHL,2011,78.986
CHL,2012,79.176
CHL,2013,79.349
CHL,2014,79.504
CHL,2015,79.646
CHL,2016,79.779
CHL,2017,79.909
CHL,2018,80.042
CHL,2019,0
CHL,2020,0
CHN,1960,43.725
CHN,1961,44.051
CHN,1962,44.783
CHN,1963,45.972
CHN,1964,47.592
CHN,1965,49.549
CHN,1966,51.696
CHN,1967,53.847
CHN,1968,55.843
CHN,1969,57.603
CHN,1970,59.085
CHN,1971,60.303
CHN,1972,61.344
CHN,1973,62.281
CHN,1974,63.134
CHN,1975,63.915
CHN,1976,64.631
CHN,1977,65.278
CHN,1978,65.857
CHN,1979,66.377
CHN,1980,66.844
CHN,1981,67.26
CHN,1982,67.627
CHN,1983,67.949
CHN,1984,68.231
CHN,1985,68.473
CHN,1986,68.673
CHN,1987,68.831
CHN,1988,68.954
CHN,1989,69.054
CHN,1990,69.145
CHN,1991,69.242
CHN,1992,69.355
CHN,1993,69.496
CHN,1994,69.67
