LOCATION,TIME,"Life expectancy at birth, total (years)"
GIB,1960,0
GIB,1961,0
GIB,1962,0
GIB,1963,0
GIB,1964,0
GIB,1965,0
GIB,1966,0
GIB,1967,0
GIB,1968,0
GIB,1969,0
GIB,1970,0
GIB,1971,0
GIB,1972,0
GIB,1973,0
GIB,1974,0
GIB,1975,0
GIB,1976,0
GIB,1977,0
GIB,1978,0
GIB,1979,0
GIB,1980,0
GIB,1981,0
GIB,1982,0
GIB,1983,0
GIB,1984,0
GIB,1985,0
GIB,1986,0
GIB,1987,0
GIB,1988,0
GIB,1989,0
GIB,1990,0
GIB,1991,0
GIB,1992,0
GIB,1993,0
GIB,1994,0
GIB,1995,0
GIB,1996,0
GIB,1997,0
GIB,1998,0
GIB,1999,0
GIB,2000,0
GIB,2001,0
GIB,2002,0
GIB,2003,0
GIB,2004,0
GIB,2005,0
GIB,2006,0
GIB,2007,0
GIB,2008,0
GIB,2009,0
GIB,2010,0
GIB,2011,0
GIB,2012,0
GIB,2013,0
GIB,2014,0
GIB,2015,0
GIB,2016,0
GIB,2017,0
GIB,2018,0
GIB,2019,0
GIB,2020,0
GRC,1960,68.16390244
GRC,1961,68.54863415
GRC,1962,68.89226829
GRC,1963,69.18570732
GRC,1964,69.42943902
GRC,1965,69.638
GRC,1966,69.83746341
GRC,1967,70.05246341
GRC,1968,70.30256098
GRC,1969,70.58929268
GRC,1970,70.90363415
GRC,1971,71.22656098
GRC,1972,71.535
GRC,1973,71.81485366
GRC,1974,72.06463415
GRC,1975,72.29370732
GRC,1976,72.51956098
GRC,1977,72.76165854
GRC,1978,73.03107317
GRC,1979,73.32936585
GRC,1980,73.64714634
GRC,1981,73.9694878
GRC,1982,74.279
GRC,1983,74.56585366
GRC,1984,74.82912195
GRC,1985,75.0785122
GRC,1986,75.32970732
GRC,1987,75.59814634
GRC,1988,75.8912439
GRC,1989,76.68780488
GRC,1990,76.93902439
GRC,1991,77.13658537
GRC,1992,77.38292683
GRC,1993,77.3902439
GRC,1994,77.63902439
GRC,1995,77.58536585
GRC,1996,77.68536585
GRC,1997,78.13658537
GRC,1998,77.83902439
GRC,1999,77.98780488
GRC,2000,77.88780488
GRC,2001,78.38780488
GRC,2002,78.64146341
GRC,2003,78.84146341
GRC,2004,79.03902439
GRC,2005,79.23902439
GRC,2006,79.43902439
GRC,2007,79.43902439
GRC,2008,79.93902439
GRC,2009,80.18780488
GRC,2010,80.38780488
GRC,2011,80.73170732
GRC,2012,80.63414634
GRC,2013,81.28536585
GRC,2014,81.38536585
GRC,2015,81.03658537
GRC,2016,81.38780488
GRC,2017,81.28780488
GRC,2018,81.78780488
GRC,2019,0
GRC,2020,0
GRL,1960,0
GRL,1961,0
GRL,1962,0
GRL,1963,0
GRL,1964,0
GRL,1965,0
GRL,1966,0
GRL,1967,0
GRL,1968,0
GRL,1969,0
GRL,1970,0
GRL,1971,0
GRL,1972,0
GRL,1973,0
GRL,1974,0
GRL,1975,0
GRL,1976,0
GRL,1977,0
GRL,1978,63.41463415
GRL,1979,63.95487805
GRL,1980,63.4497561
GRL,1981,63.07487805
GRL,1982,63.19268293
GRL,1983,63.3
GRL,1984,63.46658537
GRL,1985,63.83365854
GRL,1986,64.24878049
GRL,1987,64.65414634
GRL,1988,64.58243902
GRL,1989,64.66756098
GRL,1990,65.06829268
GRL,1991,65.03170732
GRL,1992,65.19609756
GRL,1993,65.58536585
GRL,1994,65.90097561
GRL,1995,65.64414634
GRL,1996,65.76731707
GRL,1997,65.79804878
GRL,1998,66.15707317
GRL,1999,66.40341463
GRL,2000,66.96341463
GRL,2001,67.60780488
GRL,2002,68.16268293
GRL,2003,68.43536585
GRL,2004,68.80682927
GRL,2005,69.22073171
GRL,2006,69.51926829
GRL,2007,69.98268293
GRL,2008,70.21341463
GRL,2009,70.46780488
GRL,2010,70.85707317
GRL,2011,71.06243902
GRL,2012,71.29902439
GRL,2013,71.8304878
GRL,2014,71.53841463
GRL,2015,71.24634146
GRL,2016,70.84878049
GRL,2017,0
GRL,2018,0
GRL,2019,0
GRL,2020,0
GRD,1960,62.231
GRD,1961,62.657
GRD,1962,63.064
GRD,1963,63.451
GRD,1964,63.817
GRD,1965,64.161
GRD,1966,64.484
GRD,1967,64.789
GRD,1968,65.077
GRD,1969,65.352
GRD,1970,65.619
GRD,1971,65.88
GRD,1972,66.139
GRD,1973,66.395
GRD,1974,66.649
GRD,1975,66.895
GRD,1976,67.13
GRD,1977,67.347
GRD,1978,67.545
GRD,1979,67.723
GRD,1980,67.879
GRD,1981,68.012
GRD,1982,68.128
GRD,1983,68.234
GRD,1984,68.341
GRD,1985,68.462
GRD,1986,68.612
GRD,1987,68.798
GRD,1988,69.024
GRD,1989,69.292
GRD,1990,69.598
GRD,1991,69.937
GRD,1992,70.295
GRD,1993,70.659
GRD,1994,71.015
GRD,1995,71.356
GRD,1996,71.673
GRD,1997,71.964
GRD,1998,72.226
GRD,1999,72.455
GRD,2000,72.648
GRD,2001,72.805
GRD,2002,72.929
GRD,2003,73.023
GRD,2004,73.088
GRD,2005,73.123
GRD,2006,73.125
GRD,2007,73.096
GRD,2008,73.038
GRD,2009,72.96
GRD,2010,72.867
GRD,2011,72.768
GRD,2012,72.669
GRD,2013,72.579
GRD,2014,72.503
GRD,2015,72.445
GRD,2016,72.408
GRD,2017,72.388
GRD,2018,72.384
GRD,2019,0
GRD,2020,0
GUM,1960,60.97
GUM,1961,61.481
GUM,1962,61.986
GUM,1963,62.482
GUM,1964,62.968
GUM,1965,63.443
GUM,1966,63.907
GUM,1967,64.361
GUM,1968,64.805
GUM,1969,65.239
GUM,1970,65.662
GUM,1971,66.074
GUM,1972,66.473
GUM,1973,66.86
GUM,1974,67.235
GUM,1975,67.599
GUM,1976,67.951
GUM,1977,68.292
GUM,1978,68.624
GUM,1979,68.947
GUM,1980,69.262
GUM,1981,69.567
GUM,1982,69.864
GUM,1983,70.151
GUM,1984,70.431
GUM,1985,70.701
GUM,1986,70.96
GUM,1987,71.209
GUM,1988,71.45
GUM,1989,71.687
GUM,1990,71.925
GUM,1991,72.167
GUM,1992,72.42
GUM,1993,72.685
GUM,1994,72.967
GUM,1995,73.267
GUM,1996,73.589
GUM,1997,73.93
GUM,1998,74.283
GUM,1999,74.646
GUM,2000,75.011
GUM,2001,75.373
GUM,2002,75.726
GUM,2003,76.065
GUM,2004,76.387
GUM,2005,76.687
GUM,2006,76.966
GUM,2007,77.227
GUM,2008,77.474
GUM,2009,77.71
GUM,2010,77.941
GUM,2011,78.173
GUM,2012,78.408
GUM,2013,78.649
GUM,2014,78.895
GUM,2015,79.144
GUM,2016,79.391
GUM,2017,79.631
GUM,2018,79.859
GUM,2019,0
GUM,2020,0
GTM,1960,46.702
GTM,1961,47.219
GTM,1962,47.75
GTM,1963,48.295
GTM,1964,48.856
GTM,1965,49.434
GTM,1966,50.032
GTM,1967,50.646
GTM,1968,51.267
GTM,1969,51.889
GTM,1970,52.501
GTM,1971,53.091
GTM,1972,53.652
GTM,1973,54.181
GTM,1974,54.676
GTM,1975,55.14
GTM,1976,55.577
GTM,1977,56
GTM,1978,56.418
GTM,1979,56.84
GTM,1980,57.272
GTM,1981,57.719
GTM,1982,58.183
GTM,1983,58.661
GTM,1984,59.154
GTM,1985,59.661
GTM,1986,60.176
GTM,1987,60.694
GTM,1988,61.214
GTM,1989,61.735
GTM,1990,62.261
GTM,1991,62.799
GTM,1992,63.352
GTM,1993,63.921
GTM,1994,64.502
GTM,1995,65.09
GTM,1996,65.678
GTM,1997,66.257
GTM,1998,66.817
GTM,1999,67.351
GTM,2000,67.849
GTM,2001,68.304
GTM,2002,68.717
GTM,2003,69.092
GTM,2004,69.437
GTM,2005,69.762
GTM,2006,70.082
GTM,2007,70.409
GTM,2008,70.75
GTM,2009,71.108
GTM,2010,71.481
GTM,2011,71.861
GTM,2012,72.236
GTM,2013,72.596
GTM,2014,72.935
GTM,2015,73.25
GTM,2016,73.541
GTM,2017,73.81
GTM,2018,74.063
GTM,2019,0
GTM,2020,0
GIN,1960,34.89
GIN,1961,35.086
GIN,1962,35.266
GIN,1963,35.432
GIN,1964,35.588
GIN,1965,35.74
GIN,1966,35.89
GIN,1967,36.048
GIN,1968,36.222
GIN,1969,36.421
GIN,1970,36.655
GIN,1971,36.932
GIN,1972,37.255
GIN,1973,37.624
GIN,1974,38.041
GIN,1975,38.502
GIN,1976,39
GIN,1977,39.527
GIN,1978,40.082
GIN,1979,40.667
GIN,1980,41.3
GIN,1981,42.002
GIN,1982,42.783
GIN,1983,43.64
GIN,1984,44.558
GIN,1985,45.52
GIN,1986,46.503
GIN,1987,47.474
GIN,1988,48.399
GIN,1989,49.247
GIN,1990,49.987
GIN,1991,50.593
GIN,1992,51.066
GIN,1993,51.413
GIN,1994,51.64
GIN,1995,51.744
GIN,1996,51.727
GIN,1997,51.616
GIN,1998,51.456
GIN,1999,51.295
GIN,2000,51.203
GIN,2001,51.255
GIN,2002,51.484
GIN,2003,51.901
GIN,2004,52.499
GIN,2005,53.238
GIN,2006,54.052
GIN,2007,54.864
GIN,2008,55.614
GIN,2009,56.279
GIN,2010,56.861
GIN,2011,57.387
GIN,2012,57.905
GIN,2013,58.447
GIN,2014,59.016
GIN,2015,59.598
GIN,2016,60.17
GIN,2017,60.706
GIN,2018,61.185
GIN,2019,0
GIN,2020,0
GNB,1960,37.478
GNB,1961,37.752
GNB,1962,38.042
GNB,1963,38.349
GNB,1964,38.671
GNB,1965,39.004
GNB,1966,39.343
GNB,1967,39.679
GNB,1968,40.01
GNB,1969,40.333
GNB,1970,40.649
GNB,1971,40.961
GNB,1972,41.276
GNB,1973,41.597
GNB,1974,41.925
GNB,1975,42.263
GNB,1976,42.612
GNB,1977,42.97
GNB,1978,43.333
GNB,1979,43.697
GNB,1980,44.056
GNB,1981,44.402
GNB,1982,44.733
GNB,1983,45.046
GNB,1984,45.342
GNB,1985,45.627
GNB,1986,45.907
GNB,1987,46.19
GNB,1988,46.481
GNB,1989,46.783
GNB,1990,47.095
GNB,1991,47.411
GNB,1992,47.726
GNB,1993,48.038
GNB,1994,48.348
GNB,1995,48.658
GNB,1996,48.973
GNB,1997,49.301
GNB,1998,49.642
GNB,1999,49.999
GNB,2000,50.368
GNB,2001,50.744
GNB,2002,51.123
GNB,2003,51.501
GNB,2004,51.883
GNB,2005,52.275
GNB,2006,52.691
GNB,2007,53.136
GNB,2008,53.612
GNB,2009,54.113
GNB,2010,54.628
GNB,2011,55.144
GNB,2012,55.645
GNB,2013,56.117
GNB,2014,56.556
GNB,2015,56.959
GNB,2016,57.328
GNB,2017,57.673
GNB,2018,58.003
GNB,2019,0
GNB,2020,0
GUY,1960,60.26
GUY,1961,60.441
GUY,1962,60.623
GUY,1963,60.805
GUY,1964,60.984
GUY,1965,61.157
GUY,1966,61.317
GUY,1967,61.462
GUY,1968,61.588
GUY,1969,61.697
GUY,1970,61.789
GUY,1971,61.868
GUY,1972,61.938
GUY,1973,62.005
GUY,1974,62.072
GUY,1975,62.14
GUY,1976,62.211
GUY,1977,62.283
GUY,1978,62.355
GUY,1979,62.427
GUY,1980,62.498
GUY,1981,62.565
GUY,1982,62.626
GUY,1983,62.684
GUY,1984,62.741
GUY,1985,62.801
GUY,1986,62.869
GUY,1987,62.95
GUY,1988,63.046
GUY,1989,63.159
GUY,1990,63.287
GUY,1991,63.427
GUY,1992,63.576
GUY,1993,63.73
GUY,1994,63.891
GUY,1995,64.064
GUY,1996,64.255
GUY,1997,64.468
GUY,1998,64.705
GUY,1999,64.964
GUY,2000,65.242
GUY,2001,65.532
GUY,2002,65.828
GUY,2003,66.122
GUY,2004,66.412
GUY,2005,66.694
GUY,2006,66.972
GUY,2007,67.247
GUY,2008,67.521
GUY,2009,67.792
GUY,2010,68.059
GUY,2011,68.321
GUY,2012,68.575
GUY,2013,68.819
GUY,2014,69.049
GUY,2015,69.262
GUY,2016,69.454
GUY,2017,69.624
GUY,2018,69.774
GUY,2019,0
GUY,2020,0
HTI,1960,41.762
HTI,1961,42.182
HTI,1962,42.591
HTI,1963,43
HTI,1964,43.414
HTI,1965,43.837
HTI,1966,44.267
HTI,1967,44.7
HTI,1968,45.134
HTI,1969,45.573
HTI,1970,46.027
HTI,1971,46.508
HTI,1972,47.019
HTI,1973,47.559
HTI,1974,48.119
HTI,1975,48.683
HTI,1976,49.232
HTI,1977,49.746
HTI,1978,50.215
HTI,1979,50.635
HTI,1980,51.009
HTI,1981,51.347
HTI,1982,51.668
HTI,1983,51.987
HTI,1984,52.309
HTI,1985,52.637
HTI,1986,52.97
HTI,1987,53.302
HTI,1988,53.628
HTI,1989,53.949
HTI,1990,54.265
HTI,1991,54.58
HTI,1992,54.894
HTI,1993,55.209
HTI,1994,55.523
HTI,1995,55.829
HTI,1996,56.121
HTI,1997,56.393
HTI,1998,56.648
HTI,1999,56.891
HTI,2000,57.131
HTI,2001,57.382
HTI,2002,57.655
HTI,2003,57.959
HTI,2004,58.292
HTI,2005,58.652
HTI,2006,59.028
HTI,2007,59.408
HTI,2008,59.782
HTI,2009,60.148
HTI,2010,60.511
HTI,2011,60.879
HTI,2012,61.26
HTI,2013,61.658
HTI,2014,62.069
HTI,2015,62.485
HTI,2016,62.896
HTI,2017,63.29
HTI,2018,63.66
HTI,2019,0
HTI,2020,0
HND,1960,46.274
HND,1961,46.953
HND,1962,47.625
HND,1963,48.285
HND,1964,48.926
HND,1965,49.548
HND,1966,50.151
HND,1967,50.742
HND,1968,51.33
HND,1969,51.921
HND,1970,52.522
HND,1971,53.14
HND,1972,53.778
HND,1973,54.439
HND,1974,55.124
HND,1975,55.834
HND,1976,56.567
HND,1977,57.317
HND,1978,58.08
HND,1979,58.851
HND,1980,59.632
HND,1981,60.427
HND,1982,61.236
HND,1983,62.05
HND,1984,62.859
HND,1985,63.643
HND,1986,64.382
HND,1987,65.062
HND,1988,65.679
HND,1989,66.229
HND,1990,66.723
HND,1991,67.175
HND,1992,67.605
HND,1993,68.028
HND,1994,68.45
HND,1995,68.871
HND,1996,69.284
HND,1997,69.676
HND,1998,70.041
HND,1999,70.378
HND,2000,70.689
HND,2001,70.976
HND,2002,71.249
HND,2003,71.511
HND,2004,71.77
HND,2005,72.026
HND,2006,72.285
HND,2007,72.544
HND,2008,72.803
HND,2009,73.061
HND,2010,73.317
HND,2011,73.569
HND,2012,73.814
HND,2013,74.051
HND,2014,74.278
HND,2015,74.495
HND,2016,74.701
HND,2017,74.898
HND,2018,75.088
HND,2019,0
HND,2020,0
HKG,1960,66.96168293
HKG,1961,67.5487561
HKG,1962,68.10597561
HKG,1963,68.62585366
HKG,1964,69.10436585
HKG,1965,69.54287805
HKG,1966,69.94621951
HKG,1967,70.32578049
HKG,1968,70.69053659
HKG,1969,71.04456098
HKG,1970,71.3865122
HKG,1971,71.45853659
HKG,1972,71.45609756
HKG,1973,72.1097561
HKG,1974,72.61219512
HKG,1975,73.36829268
HKG,1976,72.8195122
HKG,1977,73.3195122
HKG,1978,73.57560976
HKG,1979,73.67317073
HKG,1980,74.67317073
HKG,1981,75.32439024
HKG,1982,75.42926829
HKG,1983,75.27560976
HKG,1984,76.02926829
HKG,1985,76.43414634
HKG,1986,76.68536585
HKG,1987,76.88292683
HKG,1988,77.08292683
HKG,1989,77.02926829
HKG,1990,77.3804878
HKG,1991,77.88292683
HKG,1992,77.67804878
HKG,1993,78.03170732
HKG,1994,78.52926829
HKG,1995,78.68292683
HKG,1996,79.62682927
HKG,1997,80.12682927
HKG,1998,80.13170732
HKG,1999,80.38292683
HKG,2000,80.87804878
HKG,2001,81.42439024
HKG,2002,81.42682927
HKG,2003,81.37804878
HKG,2004,81.82926829
HKG,2005,81.62926829
HKG,2006,82.37560976
HKG,2007,82.32682927
HKG,2008,82.37560976
HKG,2009,82.77560976
HKG,2010,82.97804878
HKG,2011,83.42195122
HKG,2012,83.4804878
HKG,2013,83.83170732
HKG,2014,83.9804878
HKG,2015,84.27804878
HKG,2016,84.22682927
HKG,2017,84.6804878
HKG,2018,84.93414634
HKG,2019,0
HKG,2020,0
HUN,1960,68.00317073
HUN,1961,68.93609756
HUN,1962,67.86585366
HUN,1963,68.87414634
HUN,1964,69.38097561
HUN,1965,69.07121951
HUN,1966,69.82243902
HUN,1967,69.40707317
HUN,1968,69.2302439
HUN,1969,69.31463415
HUN,1970,69.16463415
HUN,1971,69.05243902
HUN,1972,69.66463415
HUN,1973,69.51804878
HUN,1974,69.24804878
HUN,1975,69.29
HUN,1976,69.57317073
HUN,1977,69.84804878
HUN,1978,69.39390244
HUN,1979,69.61536585
HUN,1980,69.06170732
HUN,1981,69.13926829
HUN,1982,69.35780488
HUN,1983,68.97365854
HUN,1984,69.02585366
HUN,1985,68.97219512
HUN,1986,69.17341463
HUN,1987,69.65121951
HUN,1988,70.02341463
HUN,1989,69.46170732
HUN,1990,69.31560976
HUN,1991,69.37707317
HUN,1992,69.11707317
HUN,1993,69.10121951
HUN,1994,69.4697561
HUN,1995,69.79170732
HUN,1996,70.32878049
HUN,1997,70.70243902
HUN,1998,70.55780488
HUN,1999,70.67707317
HUN,2000,71.24634146
HUN,2001,72.24878049
HUN,2002,72.34878049
HUN,2003,72.3
HUN,2004,72.64878049
HUN,2005,72.64878049
HUN,2006,73.09756098
HUN,2007,73.15121951
HUN,2008,73.70243902
HUN,2009,73.90487805
HUN,2010,74.20731707
HUN,2011,74.85853659
HUN,2012,75.06341463
HUN,2013,75.56585366
HUN,2014,75.76341463
HUN,2015,75.56829268
HUN,2016,76.06341463
HUN,2017,75.81707317
HUN,2018,76.06585366
HUN,2019,0
HUN,2020,0
ISL,1960,73.42317073
ISL,1961,73.50341463
ISL,1962,73.72195122
ISL,1963,73.04292683
ISL,1964,73.54170732
ISL,1965,73.86878049
ISL,1966,73.3004878
ISL,1967,73.78317073
ISL,1968,74.00585366
ISL,1969,73.77634146
ISL,1970,73.93390244
ISL,1971,73.5704878
ISL,1972,74.45585366
ISL,1973,74.45097561
ISL,1974,74.51170732
ISL,1975,75.57878049
ISL,1976,76.97219512
ISL,1977,76.37365854
ISL,1978,76.64926829
ISL,1979,76.77317073
ISL,1980,76.84658537
ISL,1981,76.52146341
ISL,1982,77.03780488
ISL,1983,76.84560976
ISL,1984,77.57658537
ISL,1985,77.60243902
ISL,1986,77.99073171
ISL,1987,77.33902439
ISL,1988,77.08292683
ISL,1989,78.14097561
ISL,1990,78.03634146
ISL,1991,77.99195122
ISL,1992,78.7602439
ISL,1993,78.93463415
ISL,1994,79.24707317
ISL,1995,77.98439024
ISL,1996,78.77780488
ISL,1997,78.88536585
ISL,1998,79.60243902
ISL,1999,79.35121951
ISL,2000,79.65365854
ISL,2001,80.6902439
ISL,2002,80.50243902
ISL,2003,80.96341463
ISL,2004,80.99756098
ISL,2005,81.50243902
ISL,2006,81.15853659
ISL,2007,81.45365854
ISL,2008,81.6097561
ISL,2009,81.75121951
ISL,2010,81.89756098
ISL,2011,82.35853659
ISL,2012,82.91707317
ISL,2013,82.06097561
ISL,2014,82.86097561
ISL,2015,82.46829268
ISL,2016,82.20487805
ISL,2017,82.66097561
ISL,2018,82.86097561
ISL,2019,0
ISL,2020,0
IND,1960,41.422
IND,1961,42.027
IND,1962,42.637
IND,1963,43.252
IND,1964,43.873
IND,1965,44.5
IND,1966,45.136
IND,1967,45.779
IND,1968,46.428
IND,1969,47.081
IND,1970,47.737
IND,1971,48.398
IND,1972,49.061
IND,1973,49.722
IND,1974,50.374
IND,1975,51.012
IND,1976,51.63
IND,1977,52.222
IND,1978,52.786
IND,1979,53.319
IND,1980,53.814
IND,1981,54.268
IND,1982,54.686
IND,1983,55.074
IND,1984,55.441
IND,1985,55.801
IND,1986,56.169
IND,1987,56.553
IND,1988,56.963
IND,1989,57.4
IND,1990,57.865
IND,1991,58.353
IND,1992,58.851
IND,1993,59.349
IND,1994,59.84
IND,1995,60.32
IND,1996,60.783
IND,1997,61.233
IND,1998,61.669
IND,1999,62.093
IND,2000,62.505
IND,2001,62.907
IND,2002,63.304
IND,2003,63.699
IND,2004,64.095
IND,2005,64.5
IND,2006,64.918
IND,2007,65.35
IND,2008,65.794
IND,2009,66.244
IND,2010,66.693
IND,2011,67.13
IND,2012,67.545
IND,2013,67.931
IND,2014,68.286
IND,2015,68.607
IND,2016,68.897
IND,2017,69.165
IND,2018,69.416
IND,2019,0
IND,2020,0
IDN,1960,46.664
IDN,1961,47.276
IDN,1962,47.877
IDN,1963,48.468
IDN,1964,49.051
IDN,1965,49.629
IDN,1966,50.208
IDN,1967,50.789
IDN,1968,51.374
IDN,1969,51.963
IDN,1970,52.553
IDN,1971,53.14
IDN,1972,53.72
IDN,1973,54.288
IDN,1974,54.843
IDN,1975,55.386
IDN,1976,55.92
IDN,1977,56.448
IDN,1978,56.971
IDN,1979,57.488
IDN,1980,57.995
IDN,1981,58.489
IDN,1982,58.966
IDN,1983,59.423
IDN,1984,59.863
IDN,1985,60.287
IDN,1986,60.7
IDN,1987,61.107
IDN,1988,61.512
IDN,1989,61.915
IDN,1990,62.32
IDN,1991,62.727
IDN,1992,63.131
IDN,1993,63.529
IDN,1994,63.919
IDN,1995,64.291
IDN,1996,64.637
IDN,1997,64.954
IDN,1998,65.244
IDN,1999,65.513
IDN,2000,65.772
IDN,2001,66.037
IDN,2002,66.321
IDN,2003,66.631
IDN,2004,66.969
IDN,2005,67.334
IDN,2006,67.717
IDN,2007,68.105
IDN,2008,68.485
IDN,2009,68.853
IDN,2010,69.205
IDN,2011,69.542
IDN,2012,69.866
IDN,2013,70.179
IDN,2014,70.481
IDN,2015,70.768
IDN,2016,71.035
IDN,2017,71.282
IDN,2018,71.509
IDN,2019,0
IDN,2020,0
IRN,1960,44.947
IRN,1961,45.512
IRN,1962,46.069
IRN,1963,46.621
IRN,1964,47.172
IRN,1965,47.729
IRN,1966,48.298
IRN,1967,48.888
IRN,1968,49.503
IRN,1969,50.148
IRN,1970,50.855
IRN,1971,51.661
IRN,1972,52.559
IRN,1973,53.513
IRN,1974,54.463
IRN,1975,55.264
IRN,1976,55.744
IRN,1977,55.827
IRN,1978,55.514
IRN,1979,54.882
IRN,1980,54.114
IRN,1981,53.453
IRN,1982,53.126
IRN,1983,53.287
IRN,1984,53.983
IRN,1985,55.196
IRN,1986,56.828
IRN,1987,58.665
IRN,1988,60.516
IRN,1989,62.272
IRN,1990,63.837
IRN,1991,65.153
IRN,1992,66.243
IRN,1993,67.137
IRN,1994,67.84
IRN,1995,68.377
IRN,1996,68.791
IRN,1997,69.139
IRN,1998,69.471
IRN,1999,69.813
IRN,2000,70.176
IRN,2001,70.553
IRN,2002,70.921
IRN,2003,71.265
IRN,2004,71.592
IRN,2005,71.917
IRN,2006,72.257
IRN,2007,72.626
IRN,2008,73.027
IRN,2009,73.457
IRN,2010,73.905
IRN,2011,74.352
IRN,2012,74.776
IRN,2013,75.162
IRN,2014,75.502
IRN,2015,75.796
IRN,2016,76.047
IRN,2017,76.271
IRN,2018,76.479
IRN,2019,0
IRN,2020,0
IRQ,1960,48.022
IRQ,1961,49.222
IRQ,1962,50.409
IRQ,1963,51.58
IRQ,1964,52.73
IRQ,1965,53.839
IRQ,1966,54.885
IRQ,1967,55.85
IRQ,1968,56.723
IRQ,1969,57.5
IRQ,1970,58.201
IRQ,1971,58.856
IRQ,1972,59.484
IRQ,1973,60.086
IRQ,1974,60.644
IRQ,1975,61.078
IRQ,1976,61.291
IRQ,1977,61.238
IRQ,1978,60.933
IRQ,1979,60.435
IRQ,1980,59.882
IRQ,1981,59.448
IRQ,1982,59.275
IRQ,1983,59.454
IRQ,1984,60.002
IRQ,1985,60.877
IRQ,1986,61.979
IRQ,1987,63.147
IRQ,1988,64.246
IRQ,1989,65.212
IRQ,1990,66.011
IRQ,1991,66.653
IRQ,1992,67.191
IRQ,1993,67.668
IRQ,1994,68.089
IRQ,1995,68.446
IRQ,1996,68.731
IRQ,1997,68.936
IRQ,1998,69.06
IRQ,1999,69.108
IRQ,2000,69.082
IRQ,2001,68.983
IRQ,2002,68.827
IRQ,2003,68.636
IRQ,2004,68.437
IRQ,2005,68.266
IRQ,2006,68.157
IRQ,2007,68.13
IRQ,2008,68.19
IRQ,2009,68.34
IRQ,2010,68.567
IRQ,2011,68.848
IRQ,2012,69.148
IRQ,2013,69.437
IRQ,2014,69.7
IRQ,2015,69.929
IRQ,2016,70.122
IRQ,2017,70.294
IRQ,2018,70.454
IRQ,2019,0
IRQ,2020,0
IRL,1960,69.7965122
IRL,1961,69.97826829
IRL,1962,70.13407317
IRL,1963,70.27292683
IRL,1964,70.40129268
IRL,1965,70.52314634
IRL,1966,70.63843902
IRL,1967,70.74514634
IRL,1968,70.84429268
IRL,1969,70.93787805
IRL,1970,71.03143902
IRL,1971,71.12853659
IRL,1972,71.2322439
IRL,1973,71.34556098
IRL,1974,71.47202439
IRL,1975,71.61660976
IRL,1976,71.78278049
IRL,1977,71.969
IRL,1978,72.17373171
IRL,1979,72.39346341
IRL,1980,72.6232439
IRL,1981,72.85609756
IRL,1982,73.08807317
IRL,1983,73.31368293
IRL,1984,73.53146341
IRL,1985,73.74236585
IRL,1986,73.95141463
IRL,1987,74.16253659
IRL,1988,74.37770732
IRL,1989,74.59590244
IRL,1990,74.80909756
IRL,1991,75.00526829
IRL,1992,75.18095122
IRL,1993,75.33612195
IRL,1994,75.47680488
IRL,1995,75.61756098
IRL,1996,75.83170732
IRL,1997,75.98536585
IRL,1998,76.1804878
IRL,1999,76.08292683
IRL,2000,76.53658537
IRL,2001,77.13414634
IRL,2002,77.63414634
IRL,2003,78.13902439
IRL,2004,78.53902439
IRL,2005,78.94390244
IRL,2006,79.24146341
IRL,2007,79.64146341
IRL,2008,80.09512195
IRL,2009,80.1902439
IRL,2010,80.74390244
IRL,2011,80.74634146
IRL,2012,80.84634146
IRL,2013,80.94878049
IRL,2014,81.34878049
IRL,2015,81.45365854
IRL,2016,81.65365854
IRL,2017,82.15609756
IRL,2018,82.25609756
IRL,2019,0
IRL,2020,0
IMN,1960,0
IMN,1961,0
IMN,1962,0
IMN,1963,0
IMN,1964,0
IMN,1965,0
IMN,1966,0
IMN,1967,0
IMN,1968,0
IMN,1969,0
IMN,1970,0
IMN,1971,0
IMN,1972,0
IMN,1973,0
IMN,1974,0
IMN,1975,0
IMN,1976,0
IMN,1977,0
IMN,1978,0
IMN,1979,0
IMN,1980,0
IMN,1981,0
IMN,1982,0
IMN,1983,0
IMN,1984,0
IMN,1985,0
IMN,1986,0
IMN,1987,0
IMN,1988,0
IMN,1989,0
IMN,1990,0
IMN,1991,0
IMN,1992,0
IMN,1993,0
IMN,1994,76.52926829
IMN,1995,0
IMN,1996,0
IMN,1997,0
IMN,1998,0
IMN,1999,0
IMN,2000,0
IMN,2001,0
IMN,2002,77.96585366
IMN,2003,0
IMN,2004,0
IMN,2005,0
IMN,2006,0
IMN,2007,0
IMN,2008,0
IMN,2009,0
IMN,2010,0
IMN,2011,0
IMN,2012,0
IMN,2013,0
IMN,2014,0
IMN,2015,0
IMN,2016,0
IMN,2017,0
IMN,2018,0
IMN,2019,0
IMN,2020,0
ISR,1960,0
ISR,1961,72.00658537
ISR,1962,72.11219512
ISR,1963,0
ISR,1964,0
ISR,1965,0
ISR,1966,72.28560976
ISR,1967,71.5097561
ISR,1968,71.05658537
ISR,1969,70.9704878
ISR,1970,71.21341463
ISR,1971,71.71902439
ISR,1972,71.07804878
ISR,1973,71.69341463
ISR,1974,71.66170732
ISR,1975,72.04512195
ISR,1976,72.95609756
ISR,1977,72.95853659
ISR,1978,73.20731707
ISR,1979,73.50731707
ISR,1980,73.87560976
ISR,1981,74.26097561
ISR,1982,74.1097561
ISR,1983,74.45853659
ISR,1984,74.80731707
