LOCATION,TIME,"Population, total","Immunization, DPT (% of children ages 12-23 months)"
COM,1978,286634,0
COM,1979,297447,0
COM,1980,307829,0
COM,1981,317606,0
COM,1982,326946,0
COM,1983,336096,0
COM,1984,345466,31
COM,1985,355337,51
COM,1986,365760,71
COM,1987,376654,71
COM,1988,387963,43
COM,1989,399632,82
COM,1990,411594,94
COM,1991,423872,52
COM,1992,436448,38
COM,1993,449274,70
COM,1994,462277,58
COM,1995,475394,75
COM,1996,488627,60
COM,1997,501953,48
COM,1998,515385,75
COM,1999,528848,73
COM,2000,542357,70
COM,2001,555888,70
COM,2002,569479,89
COM,2003,583211,80
COM,2004,597228,76
COM,2005,611627,68
COM,2006,626425,69
COM,2007,641620,75
COM,2008,657229,81
COM,2009,673252,83
COM,2010,689692,74
COM,2011,706569,83
COM,2012,723871,86
COM,2013,741505,87
COM,2014,759390,87
COM,2015,777424,91
COM,2016,795592,91
COM,2017,813892,91
COM,2018,832322,91
COM,2019,850886,91
COM,2020,0,0
COD,1960,15248251,0
COD,1961,15637699,0
COD,1962,16041190,0
COD,1963,16461830,0
COD,1964,16903831,0
COD,1965,17369883,0
COD,1966,17862049,0
COD,1967,18378625,0
COD,1968,18913878,0
COD,1969,19459816,0
COD,1970,20011036,0
COD,1971,20564067,0
COD,1972,21121363,0
COD,1973,21690443,0
COD,1974,22282136,0
COD,1975,22903581,0
COD,1976,23560464,0
COD,1977,24249130,0
COD,1978,24956385,0
COD,1979,25663592,0
COD,1980,26358908,0
COD,1981,27040322,18
COD,1982,27717291,17
COD,1983,28403851,16
COD,1984,29119673,27
COD,1985,29881229,37
COD,1986,30683869,32
COD,1987,31528708,38
COD,1988,32443781,41
COD,1989,33464765,38
COD,1990,34612023,35
COD,1991,35908244,16
COD,1992,37333914,23
COD,1993,38815834,29
COD,1994,40252975,26
COD,1995,41576234,23
COD,1996,42757243,18
COD,1997,43827180,18
COD,1998,44849967,18
COD,1999,45919613,25
COD,2000,47105826,40
COD,2001,48428545,30
COD,2002,49871666,38
COD,2003,51425580,41
COD,2004,53068880,54
COD,2005,54785903,60
COD,2006,56578037,62
COD,2007,58453683,70
COD,2008,60411195,65
COD,2009,62448574,72
COD,2010,64563854,60
COD,2011,66755153,74
COD,2012,69020747,75
COD,2013,71358807,68
COD,2014,73767447,68
COD,2015,76244544,63
COD,2016,78789127,57
COD,2017,81398764,57
COD,2018,84068091,57
COD,2019,86790567,57
COD,2020,0,0
COG,1960,1018253,0
COG,1961,1043116,0
COG,1962,1069238,0
COG,1963,1096638,0
COG,1964,1125352,0
COG,1965,1155392,0
COG,1966,1186785,0
COG,1967,1219541,0
COG,1968,1253760,0
COG,1969,1289522,0
COG,1970,1326885,0
COG,1971,1365899,0
COG,1972,1406522,0
COG,1973,1448637,0
COG,1974,1492055,0
COG,1975,1536654,0
COG,1976,1582358,0
COG,1977,1629209,0
COG,1978,1677332,0
COG,1979,1726866,0
COG,1980,1777934,42
COG,1981,1830632,42
COG,1982,1884875,47
COG,1983,1940443,50
COG,1984,1996995,53
COG,1985,2054312,54
COG,1986,2112361,71
COG,1987,2171321,72
COG,1988,2231465,72
COG,1989,2293166,79
COG,1990,2356737,79
COG,1991,2422305,74
COG,1992,2489952,67
COG,1993,2559873,60
COG,1994,2632345,55
COG,1995,2707537,50
COG,1996,2785810,37
COG,1997,2867280,23
COG,1998,2951647,26
COG,1999,3038433,29
COG,2000,3127411,33
COG,2001,3217933,31
COG,2002,3310387,41
COG,2003,3406922,50
COG,2004,3510468,67
COG,2005,3622775,62
COG,2006,3745141,73
COG,2007,3876119,72
COG,2008,4011486,79
COG,2009,4145391,78
COG,2010,4273731,74
COG,2011,4394844,82
COG,2012,4510198,85
COG,2013,4622761,85
COG,2014,4736974,90
COG,2015,4856095,80
COG,2016,4980999,71
COG,2017,5110702,69
COG,2018,5244363,75
COG,2019,5380508,79
COG,2020,0,0
CRI,1960,1330782,0
CRI,1961,1381183,0
CRI,1962,1433335,0
CRI,1963,1486553,0
CRI,1964,1539941,0
CRI,1965,1592841,0
CRI,1966,1645083,0
CRI,1967,1696732,0
CRI,1968,1747694,0
CRI,1969,1797893,0
CRI,1970,1847394,0
CRI,1971,1896077,0
CRI,1972,1944169,0
CRI,1973,1992514,0
CRI,1974,2042241,0
CRI,1975,2094188,0
CRI,1976,2148677,0
CRI,1977,2205615,0
CRI,1978,2264946,0
CRI,1979,2326464,0
CRI,1980,2389977,86
CRI,1981,2455588,85
CRI,1982,2523354,81
CRI,1983,2593020,86
CRI,1984,2664223,93
CRI,1985,2736712,90
CRI,1986,2810242,89
CRI,1987,2884851,94
CRI,1988,2960929,87
CRI,1989,3039013,86
CRI,1990,3119433,95
CRI,1991,3202085,90
CRI,1992,3286520,90
CRI,1993,3372298,88
CRI,1994,3458834,88
CRI,1995,3545534,85
CRI,1996,3632362,85
CRI,1997,3718949,94
CRI,1998,3803887,85
CRI,1999,3885430,86
CRI,2000,3962372,88
CRI,2001,4034074,91
CRI,2002,4100925,94
CRI,2003,4164053,88
CRI,2004,4225155,90
CRI,2005,4285502,91
CRI,2006,4345412,89
CRI,2007,4404628,89
CRI,2008,4463125,90
CRI,2009,4520740,86
CRI,2010,4577378,88
CRI,2011,4633086,85
CRI,2012,4688000,91
CRI,2013,4742107,95
CRI,2014,4795396,91
CRI,2015,4847804,92
CRI,2016,4899345,97
CRI,2017,4949954,96
CRI,2018,4999441,94
CRI,2019,5047561,95
CRI,2020,0,0
CIV,1960,3503553,0
CIV,1961,3631553,0
CIV,1962,3770766,0
CIV,1963,3918628,0
CIV,1964,4071411,0
CIV,1965,4226844,0
CIV,1966,4383728,0
CIV,1967,4544164,0
CIV,1968,4713135,0
CIV,1969,4897472,0
CIV,1970,5102064,0
CIV,1971,5328744,0
CIV,1972,5576038,0
CIV,1973,5841506,0
CIV,1974,6121285,0
CIV,1975,6412403,0
CIV,1976,6713950,0
CIV,1977,7026496,0
CIV,1978,7350270,0
CIV,1979,7685918,0
CIV,1980,8033650,0
CIV,1981,8393691,0
CIV,1982,8764989,0
CIV,1983,9144931,0
CIV,1984,9530107,19
CIV,1985,9918196,25
CIV,1986,10307281,30
CIV,1987,10698194,31
CIV,1988,11094748,31
CIV,1989,11502449,42
CIV,1990,11924877,54
CIV,1991,12362407,39
CIV,1992,12812421,49
CIV,1993,13271643,50
CIV,1994,13735433,50
CIV,1995,14199762,52
CIV,1996,14665127,55
CIV,1997,15130663,58
CIV,1998,15589414,58
CIV,1999,16032573,58
CIV,2000,16454668,65
CIV,2001,16853026,66
CIV,2002,17231539,64
CIV,2003,17599610,61
CIV,2004,17970494,67
CIV,2005,18354514,76
CIV,2006,18754916,77
CIV,2007,19171237,76
CIV,2008,19605569,74
CIV,2009,20059147,81
CIV,2010,20532950,78
CIV,2011,21028655,61
CIV,2012,21547188,82
CIV,2013,22087505,75
CIV,2014,22647683,73
CIV,2015,23226143,79
CIV,2016,23822714,87
CIV,2017,24437469,83
CIV,2018,25069229,86
CIV,2019,25716544,84
CIV,2020,0,0
HRV,1960,4140181,0
HRV,1961,4167292,0
HRV,1962,4196712,0
HRV,1963,4225675,0
HRV,1964,4252876,0
HRV,1965,4280923,0
HRV,1966,4310701,0
HRV,1967,4338683,0
HRV,1968,4365628,0
HRV,1969,4391490,0
HRV,1970,4412252,0
HRV,1971,4431275,0
HRV,1972,4450564,0
HRV,1973,4470161,0
HRV,1974,4490660,0
HRV,1975,4512082,0
HRV,1976,4535934,0
HRV,1977,4559571,0
HRV,1978,4581085,0
HRV,1979,4594778,0
HRV,1980,4599782,0
HRV,1981,4611509,0
HRV,1982,4634234,0
HRV,1983,4658254,0
HRV,1984,4680285,0
HRV,1985,4701417,0
HRV,1986,4721446,0
HRV,1987,4739745,0
HRV,1988,4755207,0
HRV,1989,4767260,0
HRV,1990,4777368,0
HRV,1991,4689022,0
HRV,1992,4575818,83
HRV,1993,4600463,85
HRV,1994,4652024,87
HRV,1995,4620030,90
HRV,1996,4557097,91
HRV,1997,4534920,92
HRV,1998,4532135,93
HRV,1999,4512597,93
HRV,2000,4468302,93
HRV,2001,4299642,94
HRV,2002,4302174,95
HRV,2003,4303399,94
HRV,2004,4304600,96
HRV,2005,4310145,96
HRV,2006,4311159,96
HRV,2007,4310217,96
HRV,2008,4309705,96
HRV,2009,4305181,96
HRV,2010,4295427,97
HRV,2011,4280622,96
HRV,2012,4267558,96
HRV,2013,4255689,96
HRV,2014,4238389,95
HRV,2015,4203604,94
HRV,2016,4174349,93
HRV,2017,4124531,92
HRV,2018,4087843,93
HRV,2019,4067500,94
HRV,2020,0,0
CUB,1960,7141250,0
CUB,1961,7291200,0
CUB,1962,7453540,0
CUB,1963,7623294,0
CUB,1964,7793262,0
CUB,1965,7958169,0
CUB,1966,8115487,0
CUB,1967,8266380,0
CUB,1968,8413552,0
CUB,1969,8561384,0
CUB,1970,8712541,0
CUB,1971,8868083,0
CUB,1972,9025345,0
CUB,1973,9178804,0
CUB,1974,9320945,0
CUB,1975,9446442,0
CUB,1976,9554188,0
CUB,1977,9646142,0
CUB,1978,9724044,0
CUB,1979,9790851,0
CUB,1980,9849459,67
CUB,1981,9898889,68
CUB,1982,9940317,99
CUB,1983,9981304,99
CUB,1984,10031649,86
CUB,1985,10097911,91
CUB,1986,10183899,99
CUB,1987,10286643,87
CUB,1988,10397511,98
CUB,1989,10503972,96
CUB,1990,10596987,92
CUB,1991,10673542,99
CUB,1992,10736387,94
CUB,1993,10789306,99
CUB,1994,10838462,99
CUB,1995,10888252,99
CUB,1996,10939293,90
CUB,1997,10989732,99
CUB,1998,11038692,99
CUB,1999,11084670,95
CUB,2000,11126430,95
CUB,2001,11164667,98
CUB,2002,11199651,99
CUB,2003,11229183,72
CUB,2004,11250365,88
CUB,2005,11261582,89
CUB,2006,11261248,89
CUB,2007,11251122,93
CUB,2008,11236971,95
CUB,2009,11226709,96
CUB,2010,11225832,96
CUB,2011,11236670,97
CUB,2012,11257101,99
CUB,2013,11282720,99
CUB,2014,11306902,99
CUB,2015,11324781,99
CUB,2016,11335109,99
CUB,2017,11339259,99
CUB,2018,11338138,99
CUB,2019,11333483,99
CUB,2020,0,0
CUW,1960,124826,0
CUW,1961,126125,0
CUW,1962,128414,0
CUW,1963,130860,0
CUW,1964,133148,0
CUW,1965,135266,0
CUW,1966,136682,0
CUW,1967,138140,0
CUW,1968,140298,0
CUW,1969,142581,0
CUW,1970,144739,0
CUW,1971,147389,0
CUW,1972,147710,0
CUW,1973,146912,0
CUW,1974,148351,0
CUW,1975,149129,0
CUW,1976,149399,0
CUW,1977,149459,0
CUW,1978,148341,0
CUW,1979,147851,0
CUW,1980,148041,0
CUW,1981,148629,0
CUW,1982,150101,0
CUW,1983,151159,0
CUW,1984,151940,0
CUW,1985,152711,0
CUW,1986,152662,0
CUW,1987,151456,0
CUW,1988,149254,0
CUW,1989,146937,0
CUW,1990,145400,0
CUW,1991,144403,0
CUW,1992,143912,0
CUW,1993,144299,0
CUW,1994,144630,0
CUW,1995,145139,0
CUW,1996,146306,0
CUW,1997,146956,0
CUW,1998,144472,0
CUW,1999,139428,0
CUW,2000,133860,0
CUW,2001,129047,0
CUW,2002,129205,0
CUW,2003,131897,0
CUW,2004,134192,0
CUW,2005,137658,0
CUW,2006,141239,0
CUW,2007,144056,0
CUW,2008,145880,0
CUW,2009,146833,0
CUW,2010,148703,0
CUW,2011,150831,0
CUW,2012,152088,0
CUW,2013,153822,0
CUW,2014,155909,0
CUW,2015,157980,0
CUW,2016,159664,0
CUW,2017,160175,0
CUW,2018,159800,0
CUW,2019,157538,0
CUW,2020,0,0
CYP,1960,572930,0
CYP,1961,576395,0
CYP,1962,577691,0
CYP,1963,577913,0
CYP,1964,578625,0
CYP,1965,580966,0
CYP,1966,585309,0
CYP,1967,591308,0
CYP,1968,598495,0
CYP,1969,606116,0
CYP,1970,613618,0
CYP,1971,620859,0
CYP,1972,627998,0
CYP,1973,635107,0
CYP,1974,642332,0
CYP,1975,649751,0
CYP,1976,657527,0
CYP,1977,665525,0
CYP,1978,673247,0
CYP,1979,680005,0
CYP,1980,685405,34
CYP,1981,689173,56
CYP,1982,691702,26
CYP,1983,694077,34
CYP,1984,697714,30
CYP,1985,703685,61
CYP,1986,712340,91
CYP,1987,723376,93
CYP,1988,736474,90
CYP,1989,751047,93
CYP,1990,766615,93
CYP,1991,783124,94
CYP,1992,800611,94
CYP,1993,818746,95
CYP,1994,837110,95
CYP,1995,855383,96
CYP,1996,873423,98
CYP,1997,891190,98
CYP,1998,908702,98
CYP,1999,926046,97
CYP,2000,943290,97
CYP,2001,960276,97
CYP,2002,976964,98
CYP,2003,993563,98
CYP,2004,1010408,98
CYP,2005,1027662,98
CYP,2006,1045507,97
CYP,2007,1063713,97
CYP,2008,1081563,97
CYP,2009,1098083,99
CYP,2010,1112612,99
CYP,2011,1124833,99
CYP,2012,1135046,99
CYP,2013,1143866,99
CYP,2014,1152285,99
CYP,2015,1160985,97
CYP,2016,1170187,97
CYP,2017,1179680,97
CYP,2018,1189265,99
CYP,2019,1198575,96
CYP,2020,0,0
CZE,1960,9602006,0
CZE,1961,9586651,0
CZE,1962,9624660,0
CZE,1963,9670685,0
CZE,1964,9727804,0
CZE,1965,9779358,0
CZE,1966,9821040,0
CZE,1967,9852899,0
CZE,1968,9876346,0
CZE,1969,9896580,0
CZE,1970,9858071,0
CZE,1971,9826815,0
CZE,1972,9867632,0
CZE,1973,9922266,0
CZE,1974,9988459,0
CZE,1975,10058620,0
CZE,1976,10125939,0
CZE,1977,10186755,0
CZE,1978,10242098,0
CZE,1979,10292341,0
CZE,1980,10304193,0
CZE,1981,10300591,0
CZE,1982,10314826,0
CZE,1983,10323856,0
CZE,1984,10330213,0
CZE,1985,10337118,0
CZE,1986,10342227,0
CZE,1987,10347318,0
CZE,1988,10355276,0
CZE,1989,10361068,0
CZE,1990,10333355,0
CZE,1991,10308578,0
CZE,1992,10319123,0
CZE,1993,10329855,99
CZE,1994,10333587,98
CZE,1995,10327253,96
CZE,1996,10315241,97
CZE,1997,10304131,98
CZE,1998,10294373,98
CZE,1999,10283860,98
CZE,2000,10255063,98
CZE,2001,10216605,98
CZE,2002,10196916,98
CZE,2003,10193998,97
CZE,2004,10197101,98
CZE,2005,10211216,97
CZE,2006,10238905,98
CZE,2007,10298828,99
CZE,2008,10384603,99
CZE,2009,10443936,99
CZE,2010,10474410,99
CZE,2011,10496088,99
CZE,2012,10510785,99
CZE,2013,10514272,98
CZE,2014,10525347,97
CZE,2015,10546059,97
CZE,2016,10566332,96
CZE,2017,10594438,96
CZE,2018,10629928,97
CZE,2019,10669709,97
CZE,2020,0,0
DNK,1960,4579603,0
DNK,1961,4611687,0
DNK,1962,4647727,0
DNK,1963,4684483,0
DNK,1964,4722072,0
DNK,1965,4759012,0
DNK,1966,4797381,0
DNK,1967,4835354,0
DNK,1968,4864883,0
DNK,1969,4891860,0
DNK,1970,4928757,0
DNK,1971,4963126,0
DNK,1972,4991596,0
DNK,1973,5021861,0
DNK,1974,5045297,0
DNK,1975,5059862,0
DNK,1976,5072596,0
DNK,1977,5088419,0
DNK,1978,5104248,0
DNK,1979,5116801,0
DNK,1980,5123027,88
DNK,1981,5121572,88
DNK,1982,5117810,87
DNK,1983,5114297,86
DNK,1984,5111619,86
DNK,1985,5113691,90
DNK,1986,5120534,89
DNK,1987,5127024,88
DNK,1988,5129516,87
DNK,1989,5132594,89
DNK,1990,5140939,90
DNK,1991,5154298,90
DNK,1992,5171370,91
DNK,1993,5188628,88
DNK,1994,5206180,89
DNK,1995,5233373,90
DNK,1996,5263074,77
DNK,1997,5284991,92
DNK,1998,5304219,99
DNK,1999,5321799,99
DNK,2000,5339616,97
DNK,2001,5358783,97
DNK,2002,5375931,98
DNK,2003,5390574,96
DNK,2004,5404523,95
DNK,2005,5419432,93
DNK,2006,5437272,93
DNK,2007,5461438,87
DNK,2008,5493621,88
DNK,2009,5523095,89
DNK,2010,5547683,90
DNK,2011,5570572,91
DNK,2012,5591572,94
DNK,2013,5614932,94
DNK,2014,5643475,94
DNK,2015,5683483,93
DNK,2016,5728010,94
DNK,2017,5764980,98
DNK,2018,5793636,97
DNK,2019,5818553,97
DNK,2020,0,0
DJI,1960,83636,0
DJI,1961,88498,0
DJI,1962,94204,0
DJI,1963,100628,0
DJI,1964,107583,0
DJI,1965,114963,0
DJI,1966,122866,0
DJI,1967,131397,0
DJI,1968,140462,0
DJI,1969,149887,0
DJI,1970,159659,0
DJI,1971,169372,0
DJI,1972,179224,0
DJI,1973,190568,0
DJI,1974,205181,0
DJI,1975,224183,0
DJI,1976,248556,0
DJI,1977,277479,0
DJI,1978,308008,0
DJI,1979,336085,0
DJI,1980,358960,0
DJI,1981,374937,0
DJI,1982,385271,6
DJI,1983,393802,14
DJI,1984,406017,21
DJI,1985,425613,22
DJI,1986,454361,24
DJI,1987,490330,25
DJI,1988,528999,65
DJI,1989,563864,77
DJI,1990,590398,85
DJI,1991,606844,53
DJI,1992,615054,41
DJI,1993,618495,41
DJI,1994,622366,41
DJI,1995,630388,41
DJI,1996,643654,41
DJI,1997,660863,32
DJI,1998,680463,23
DJI,1999,699975,23
DJI,2000,717584,46
DJI,2001,733015,53
DJI,2002,746942,62
DJI,2003,759641,68
DJI,2004,771603,64
DJI,2005,783254,71
DJI,2006,794563,72
DJI,2007,805451,88
DJI,2008,816358,89
DJI,2009,827823,89
DJI,2010,840198,88
DJI,2011,853674,87
DJI,2012,868136,81
DJI,2013,883293,82
DJI,2014,898696,78
DJI,2015,913993,84
DJI,2016,929112,68
DJI,2017,944097,76
DJI,2018,958920,84
DJI,2019,973560,85
DJI,2020,0,0
DMA,1960,60011,0
DMA,1961,61032,0
DMA,1962,61982,0
DMA,1963,62918,0
DMA,1964,63926,0
DMA,1965,65038,0
DMA,1966,66311,0
DMA,1967,67686,0
DMA,1968,69040,0
DMA,1969,70213,0
DMA,1970,71073,0
DMA,1971,71568,0
DMA,1972,71731,0
DMA,1973,71738,0
DMA,1974,71802,0
DMA,1975,72094,0
DMA,1976,72654,0
DMA,1977,73440,0
DMA,1978,74284,0
DMA,1979,74955,0
DMA,1980,75314,63
DMA,1981,75309,97
DMA,1982,75003,99
DMA,1983,74483,93
DMA,1984,73851,84
DMA,1985,73201,91
DMA,1986,72533,93
DMA,1987,71842,95
DMA,1988,71208,96
DMA,1989,70723,92
DMA,1990,70419,92
DMA,1991,70374,98
DMA,1992,70544,99
DMA,1993,70831,99
DMA,1994,71043,99
DMA,1995,71098,99
DMA,1996,70936,99
DMA,1997,70599,92
DMA,1998,70185,99
DMA,1999,69835,99
DMA,2000,69650,99
DMA,2001,69661,99
DMA,2002,69837,98
DMA,2003,70100,99
DMA,2004,70382,99
DMA,2005,70589,98
DMA,2006,70718,95
DMA,2007,70795,96
DMA,2008,70827,96
DMA,2009,70851,99
DMA,2010,70878,98
DMA,2011,70916,98
DMA,2012,70965,97
DMA,2013,71016,96
DMA,2014,71085,97
DMA,2015,71183,98
DMA,2016,71307,99
DMA,2017,71458,91
DMA,2018,71625,94
DMA,2019,71808,99
DMA,2020,0,0
DOM,1960,3294224,0
DOM,1961,3406280,0
DOM,1962,3521018,0
DOM,1963,3638109,0
DOM,1964,3757132,0
DOM,1965,3877765,0
DOM,1966,3999796,0
DOM,1967,4123092,0
DOM,1968,4247558,0
DOM,1969,4373124,0
DOM,1970,4499720,0
DOM,1971,4627210,0
DOM,1972,4755459,0
DOM,1973,4884461,0
DOM,1974,5014189,0
DOM,1975,5144637,0
DOM,1976,5275770,0
DOM,1977,5407500,0
DOM,1978,5539590,0
DOM,1979,5671797,0
DOM,1980,5803927,36
DOM,1981,5935909,27
DOM,1982,6067770,28
DOM,1983,6199661,29
DOM,1984,6331764,34
DOM,1985,6464229,39
DOM,1986,6596962,80
DOM,1987,6729933,80
DOM,1988,6863441,69
DOM,1989,6997888,58
DOM,1990,7133494,69
DOM,1991,7270409,71
DOM,1992,7408342,73
DOM,1993,7546463,75
DOM,1994,7683707,74
DOM,1995,7819247,72
DOM,1996,7952763,72
DOM,1997,8084407,73
DOM,1998,8214426,75
DOM,1999,8343283,83
DOM,2000,8471321,78
DOM,2001,8598601,72
DOM,2002,8724975,82
DOM,2003,8850317,79
DOM,2004,8974444,79
DOM,2005,9097257,87
DOM,2006,9218686,89
DOM,2007,9338861,85
DOM,2008,9458075,82
DOM,2009,9576737,82
DOM,2010,9695121,88
DOM,2011,9813210,84
DOM,2012,9930911,85
DOM,2013,10048224,83
DOM,2014,10165178,91
DOM,2015,10281680,85
DOM,2016,10397743,87
DOM,2017,10513131,84
DOM,2018,10627165,94
DOM,2019,10738958,89
DOM,2020,0,0
ECU,1960,4543666,0
ECU,1961,4674172,0
ECU,1962,4809201,0
ECU,1963,4948986,0
ECU,1964,5093854,0
ECU,1965,5243977,0
ECU,1966,5399422,0
ECU,1967,5560012,0
ECU,1968,5725459,0
ECU,1969,5895367,0
ECU,1970,6069376,0
ECU,1971,6247418,0
ECU,1972,6429379,0
ECU,1973,6614843,0
ECU,1974,6803280,0
ECU,1975,6994334,0
ECU,1976,7187787,0
ECU,1977,7383724,0
ECU,1978,7582353,0
ECU,1979,7784072,0
ECU,1980,7989186,10
ECU,1981,8197652,26
ECU,1982,8409397,35
ECU,1983,8624594,31
ECU,1984,8843462,48
ECU,1985,9066109,41
ECU,1986,9292474,44
ECU,1987,9522360,51
ECU,1988,9755579,54
ECU,1989,9991870,55
ECU,1990,10230934,68
ECU,1991,10472475,59
ECU,1992,10716129,87
ECU,1993,10961466,85
ECU,1994,11208001,84
ECU,1995,11455204,83
ECU,1996,11703174,82
ECU,1997,11951452,81
ECU,1998,12198449,85
ECU,1999,12442115,79
ECU,2000,12681123,87
ECU,2001,12914667,89
ECU,2002,13143465,88
ECU,2003,13369678,87
ECU,2004,13596388,88
ECU,2005,13825847,92
ECU,2006,14059384,96
ECU,2007,14296557,96
ECU,2008,14535739,96
ECU,2009,14774424,94
ECU,2010,15011117,91
ECU,2011,15243883,88
ECU,2012,15474102,87
ECU,2013,15707474,87
ECU,2014,15951838,83
ECU,2015,16212020,78
ECU,2016,16491115,83
ECU,2017,16785361,85
ECU,2018,17084357,85
ECU,2019,17373662,85
ECU,2020,0,0
EGY,1960,26632894,0
EGY,1961,27366237,0
EGY,1962,28112256,0
EGY,1963,28871383,0
EGY,1964,29644875,0
EGY,1965,30433022,0
EGY,1966,31237600,0
EGY,1967,32056510,0
EGY,1968,32881848,0
EGY,1969,33703139,0
EGY,1970,34513850,0
EGY,1971,35311910,0
EGY,1972,36102659,0
EGY,1973,36896554,0
EGY,1974,37708146,0
EGY,1975,38549142,0
EGY,1976,39422730,0
EGY,1977,40329589,0
EGY,1978,41275736,0
EGY,1979,42267435,0
EGY,1980,43309063,57
EGY,1981,44400113,57
EGY,1982,45539296,57
EGY,1983,46728286,57
EGY,1984,47968642,69
EGY,1985,49258732,84
EGY,1986,50602354,80
EGY,1987,51991700,81
EGY,1988,53399246,87
EGY,1989,54788685,90
EGY,1990,56134475,87
EGY,1991,57424549,76
EGY,1992,58666814,79
EGY,1993,59880658,81
EGY,1994,61095804,83
EGY,1995,62334034,88
EGY,1996,63601629,90
EGY,1997,64892270,88
EGY,1998,66200269,92
EGY,1999,67515591,97
EGY,2000,68831561,98
EGY,2001,70152661,99
EGY,2002,71485043,97
EGY,2003,72826097,98
EGY,2004,74172073,97
EGY,2005,75523569,98
EGY,2006,76873663,98
EGY,2007,78232126,98
EGY,2008,79636079,97
EGY,2009,81134798,97
EGY,2010,82761235,97
EGY,2011,84529250,96
EGY,2012,86422240,93
EGY,2013,88404640,97
EGY,2014,90424654,94
EGY,2015,92442547,93
EGY,2016,94447072,95
EGY,2017,96442593,94
EGY,2018,98423595,95
EGY,2019,100388073,95
EGY,2020,0,0
SLV,1960,2766324,0
SLV,1961,2846600,0
SLV,1962,2931192,0
SLV,1963,3019224,0
SLV,1964,3109563,0
SLV,1965,3201313,0
SLV,1966,3293952,0
SLV,1967,3387383,0
SLV,1968,3481624,0
SLV,1969,3576838,0
SLV,1970,3673068,0
SLV,1971,3770059,0
SLV,1972,3867309,0
SLV,1973,3964270,0
SLV,1974,4060260,0
SLV,1975,4154692,0
SLV,1976,4247502,0
SLV,1977,4338458,0
SLV,1978,4426675,0
SLV,1979,4511129,0
SLV,1980,4591134,44
SLV,1981,4666364,42
SLV,1982,4737257,42
SLV,1983,4804935,21
SLV,1984,4871035,31
SLV,1985,4936807,55
SLV,1986,5002336,50
SLV,1987,5067537,53
SLV,1988,5133274,63
SLV,1989,5200602,64
SLV,1990,5270079,80
SLV,1991,5342198,61
SLV,1992,5416323,60
SLV,1993,5490477,79
SLV,1994,5561919,90
SLV,1995,5628600,99
SLV,1996,5689938,96
SLV,1997,5746284,97
SLV,1998,5797765,99
SLV,1999,5844846,94
SLV,2000,5887936,99
SLV,2001,5927006,92
SLV,2002,5962136,81
SLV,2003,5994077,94
SLV,2004,6023797,90
SLV,2005,6052123,89
SLV,2006,6079399,96
SLV,2007,6105810,99
SLV,2008,6131764,98
SLV,2009,6157686,91
SLV,2010,6183875,89
SLV,2011,6210568,89
SLV,2012,6237923,92
SLV,2013,6266070,92
SLV,2014,6295128,94
SLV,2015,6325124,91
SLV,2016,6356143,93
SLV,2017,6388122,85
SLV,2018,6420744,81
SLV,2019,6453553,81
SLV,2020,0,0
GNQ,1960,255333,0
GNQ,1961,258791,0
GNQ,1962,262219,0
GNQ,1963,266000,0
GNQ,1964,270618,0
GNQ,1965,276300,0
GNQ,1966,283506,0
GNQ,1967,291790,0
GNQ,1968,299413,0
GNQ,1969,304000,0
GNQ,1970,303982,0
GNQ,1971,298846,0
GNQ,1972,289501,0
GNQ,1973,277646,0
GNQ,1974,265771,0
GNQ,1975,255800,0
GNQ,1976,247962,0
GNQ,1977,242156,0
GNQ,1978,239678,0
GNQ,1979,241980,0
GNQ,1980,249929,0
GNQ,1981,264374,0
GNQ,1982,284630,0
GNQ,1983,308206,0
GNQ,1984,331552,0
GNQ,1985,352118,3
GNQ,1986,369023,3
GNQ,1987,382981,10
GNQ,1988,394961,19
GNQ,1989,406620,48
GNQ,1990,419188,77
GNQ,1991,432853,77
GNQ,1992,447266,76
GNQ,1993,462637,76
GNQ,1994,479098,77
GNQ,1995,496768,79
GNQ,1996,515853,80
GNQ,1997,536460,81
GNQ,1998,558492,81
GNQ,1999,581770,33
GNQ,2000,606181,35
GNQ,2001,631666,37
GNQ,2002,658384,39
GNQ,2003,686664,41
GNQ,2004,716949,43
GNQ,2005,749535,44
GNQ,2006,784496,46
GNQ,2007,821687,48
GNQ,2008,860840,50
GNQ,2009,901599,52
GNQ,2010,943639,54
GNQ,2011,986853,54
GNQ,2012,1031191,54
GNQ,2013,1076413,53
GNQ,2014,1122276,53
GNQ,2015,1168568,40
GNQ,2016,1215179,53
GNQ,2017,1262001,53
GNQ,2018,1308974,53
GNQ,2019,1355986,53
GNQ,2020,0,0
ERI,1960,1007590,0
ERI,1961,1033328,0
ERI,1962,1060486,0
ERI,1963,1088854,0
ERI,1964,1118159,0
ERI,1965,1148189,0
ERI,1966,1178875,0
ERI,1967,1210302,0
ERI,1968,1242635,0
ERI,1969,1276123,0
ERI,1970,1310945,0
ERI,1971,1347176,0
ERI,1972,1384797,0
ERI,1973,1423761,0
ERI,1974,1463983,0
ERI,1975,1505439,0
ERI,1976,1547975,0
ERI,1977,1591620,0
ERI,1978,1636769,0
ERI,1979,1683939,0
ERI,1980,1733416,0
ERI,1981,1784561,0
ERI,1982,1836823,0
ERI,1983,1890558,0
ERI,1984,1946305,0
ERI,1985,2003937,0
ERI,1986,2064794,0
ERI,1987,2127422,0
ERI,1988,2185605,0
