LOCATION,TIME,"Population, total","Immunization, DPT (% of children ages 12-23 months)"
ERI,1989,2231141,0
ERI,1990,2258653,0
ERI,1991,2266358,0
ERI,1992,2257596,0
ERI,1993,2238626,32
ERI,1994,2218430,49
ERI,1995,2204222,58
ERI,1996,2196464,66
ERI,1997,2195179,75
ERI,1998,2206432,86
ERI,1999,2237405,93
ERI,2000,2292416,81
ERI,2001,2374722,86
ERI,2002,2481058,90
ERI,2003,2600973,93
ERI,2004,2719803,98
ERI,2005,2826659,96
ERI,2006,2918205,94
ERI,2007,2996536,95
ERI,2008,3062779,95
ERI,2009,3119920,95
ERI,2010,3170435,95
ERI,2011,3213972,94
ERI,2012,0,94
ERI,2013,0,94
ERI,2014,0,94
ERI,2015,0,95
ERI,2016,0,95
ERI,2017,0,95
ERI,2018,0,95
ERI,2019,0,95
ERI,2020,0,0
EST,1960,1211537,0
EST,1961,1225077,0
EST,1962,1241623,0
EST,1963,1258857,0
EST,1964,1277086,0
EST,1965,1294566,0
EST,1966,1308597,0
EST,1967,1318946,0
EST,1968,1331214,0
EST,1969,1345249,0
EST,1970,1360076,0
EST,1971,1376955,0
EST,1972,1392518,0
EST,1973,1405951,0
EST,1974,1418169,0
EST,1975,1429352,0
EST,1976,1439576,0
EST,1977,1450211,0
EST,1978,1460188,0
EST,1979,1468333,0
EST,1980,1477219,0
EST,1981,1487666,0
EST,1982,1498414,0
EST,1983,1508745,0
EST,1984,1518617,0
EST,1985,1528781,0
EST,1986,1540190,0
EST,1987,1552221,0
EST,1988,1561900,0
EST,1989,1568131,0
EST,1990,1569174,0
EST,1991,1561314,0
EST,1992,1533091,0
EST,1993,1494128,71
EST,1994,1462514,77
EST,1995,1436634,82
EST,1996,1415594,87
EST,1997,1399535,87
EST,1998,1386156,88
EST,1999,1390244,91
EST,2000,1396985,93
EST,2001,1388115,94
EST,2002,1379350,94
EST,2003,1370720,94
EST,2004,1362550,94
EST,2005,1354775,96
EST,2006,1346810,95
EST,2007,1340680,95
EST,2008,1337090,95
EST,2009,1334515,95
EST,2010,1331475,94
EST,2011,1327439,93
EST,2012,1322696,94
EST,2013,1317997,94
EST,2014,1314545,93
EST,2015,1315407,93
EST,2016,1315790,93
EST,2017,1317384,93
EST,2018,1321977,92
EST,2019,1326590,91
EST,2020,0,0
SWZ,1960,336583,0
SWZ,1961,343345,0
SWZ,1962,350156,0
SWZ,1963,357292,0
SWZ,1964,365122,0
SWZ,1965,373919,0
SWZ,1966,383826,0
SWZ,1967,394757,0
SWZ,1968,406506,0
SWZ,1969,418747,0
SWZ,1970,431253,0
SWZ,1971,443977,0
SWZ,1972,457039,0
SWZ,1973,470559,0
SWZ,1974,484749,0
SWZ,1975,499763,0
SWZ,1976,515599,0
SWZ,1977,532260,0
SWZ,1978,549796,0
SWZ,1979,568315,0
SWZ,1980,587858,0
SWZ,1981,608380,30
SWZ,1982,629811,39
SWZ,1983,652115,43
SWZ,1984,675239,50
SWZ,1985,699080,61
SWZ,1986,723595,74
SWZ,1987,748632,86
SWZ,1988,773768,89
SWZ,1989,798507,89
SWZ,1990,822420,89
SWZ,1991,845266,79
SWZ,1992,866993,93
SWZ,1993,887706,89
SWZ,1994,907620,96
SWZ,1995,926841,82
SWZ,1996,945508,82
SWZ,1997,963426,82
SWZ,1998,979918,83
SWZ,1999,994108,83
SWZ,2000,1005435,84
SWZ,2001,1013609,84
SWZ,2002,1019059,85
SWZ,2003,1022802,85
SWZ,2004,1026286,86
SWZ,2005,1030579,86
SWZ,2006,1036092,87
SWZ,2007,1042652,87
SWZ,2008,1049945,88
SWZ,2009,1057467,88
SWZ,2010,1064837,89
SWZ,2011,1072032,91
SWZ,2012,1079288,95
SWZ,2013,1086839,98
SWZ,2014,1095021,98
SWZ,2015,1104044,90
SWZ,2016,1113984,90
SWZ,2017,1124753,90
SWZ,2018,1136191,90
SWZ,2019,1148130,90
SWZ,2020,0,0
ETH,1960,22151278,0
ETH,1961,22671191,0
ETH,1962,23221389,0
ETH,1963,23798430,0
ETH,1964,24397022,0
ETH,1965,25013626,0
ETH,1966,25641044,0
ETH,1967,26280132,0
ETH,1968,26944390,0
ETH,1969,27652709,0
ETH,1970,28415077,0
ETH,1971,29248643,0
ETH,1972,30140804,0
ETH,1973,31036662,0
ETH,1974,31861352,0
ETH,1975,32566854,0
ETH,1976,33128149,0
ETH,1977,33577242,0
ETH,1978,33993301,0
ETH,1979,34487799,0
ETH,1980,35141712,0
ETH,1981,35984528,3
ETH,1982,36995248,3
ETH,1983,38142674,4
ETH,1984,39374348,4
ETH,1985,40652141,6
ETH,1986,41965693,7
ETH,1987,43329231,16
ETH,1988,44757203,16
ETH,1989,46272299,26
ETH,1990,47887865,49
ETH,1991,49609969,21
ETH,1992,51423585,13
ETH,1993,53295566,28
ETH,1994,55180998,57
ETH,1995,57047908,57
ETH,1996,58883530,55
ETH,1997,60697443,55
ETH,1998,62507724,41
ETH,1999,64343013,27
ETH,2000,66224804,30
ETH,2001,68159423,32
ETH,2002,70142091,35
ETH,2003,72170584,37
ETH,2004,74239505,40
ETH,2005,76346311,44
ETH,2006,78489206,46
ETH,2007,80674348,50
ETH,2008,82916235,54
ETH,2009,85233913,58
ETH,2010,87639964,61
ETH,2011,90139927,65
ETH,2012,92726971,62
ETH,2013,95385785,59
ETH,2014,98094253,61
ETH,2015,100835458,64
ETH,2016,103603501,66
ETH,2017,106400024,69
ETH,2018,109224559,68
ETH,2019,112078730,69
ETH,2020,0,0
FRO,1960,34615,0
FRO,1961,35076,0
FRO,1962,35524,0
FRO,1963,35969,0
FRO,1964,36406,0
FRO,1965,36847,0
FRO,1966,37278,0
FRO,1967,37705,0
FRO,1968,38124,0
FRO,1969,38570,0
FRO,1970,39009,0
FRO,1971,39458,0
FRO,1972,39925,0
FRO,1973,40387,0
FRO,1974,40850,0
FRO,1975,41299,0
FRO,1976,41722,0
FRO,1977,42134,0
FRO,1978,42538,0
FRO,1979,42936,0
FRO,1980,43337,0
FRO,1981,43725,0
FRO,1982,44108,0
FRO,1983,44488,0
FRO,1984,44891,0
FRO,1985,45330,0
FRO,1986,45818,0
FRO,1987,46349,0
FRO,1988,46830,0
FRO,1989,47166,0
FRO,1990,47274,0
FRO,1991,47120,0
FRO,1992,46739,0
FRO,1993,46266,0
FRO,1994,45856,0
FRO,1995,45625,0
FRO,1996,45615,0
FRO,1997,45796,0
FRO,1998,46096,0
FRO,1999,46436,0
FRO,2000,46735,0
FRO,2001,46997,0
FRO,2002,47233,0
FRO,2003,47432,0
FRO,2004,47600,0
FRO,2005,47722,0
FRO,2006,47792,0
FRO,2007,47825,0
FRO,2008,47820,0
FRO,2009,47808,0
FRO,2010,47814,0
FRO,2011,47823,0
FRO,2012,47843,0
FRO,2013,47892,0
FRO,2014,47960,0
FRO,2015,48051,0
FRO,2016,48173,0
FRO,2017,48331,0
FRO,2018,48497,0
FRO,2019,48678,0
FRO,2020,0,0
FJI,1960,393481,0
FJI,1961,407249,0
FJI,1962,421665,0
FJI,1963,436293,0
FJI,1964,450542,0
FJI,1965,463968,0
FJI,1966,476404,0
FJI,1967,487981,0
FJI,1968,498940,0
FJI,1969,509704,0
FJI,1970,520562,0
FJI,1971,531635,0
FJI,1972,542844,0
FJI,1973,554138,0
FJI,1974,565415,0
FJI,1975,576626,0
FJI,1976,587557,0
FJI,1977,598296,0
FJI,1978,609383,0
FJI,1979,621585,0
FJI,1980,635307,68
FJI,1981,651021,70
FJI,1982,668280,64
FJI,1983,685497,80
FJI,1984,700483,77
FJI,1985,711775,69
FJI,1986,718639,71
FJI,1987,721783,90
FJI,1988,722930,98
FJI,1989,724594,98
FJI,1990,728573,97
FJI,1991,735401,99
FJI,1992,744469,97
FJI,1993,754963,96
FJI,1994,765609,96
FJI,1995,775425,97
FJI,1996,784386,97
FJI,1997,792736,86
FJI,1998,800157,87
FJI,1999,806303,89
FJI,2000,811006,90
FJI,2001,813925,91
FJI,2002,815257,93
FJI,2003,816076,94
FJI,2004,817860,95
FJI,2005,821604,96
FJI,2006,827870,98
FJI,2007,836190,99
FJI,2008,845361,99
FJI,2009,853637,99
FJI,2010,859818,99
FJI,2011,863449,99
FJI,2012,865069,99
FJI,2013,865608,99
FJI,2014,866453,99
FJI,2015,868627,99
FJI,2016,872399,99
FJI,2017,877459,99
FJI,2018,883483,99
FJI,2019,889953,99
FJI,2020,0,0
FIN,1960,4429634,0
FIN,1961,4461005,0
FIN,1962,4491443,0
FIN,1963,4523309,0
FIN,1964,4548543,0
FIN,1965,4563732,0
FIN,1966,4580869,0
FIN,1967,4605744,0
FIN,1968,4626469,0
FIN,1969,4623785,0
FIN,1970,4606307,0
FIN,1971,4612124,0
FIN,1972,4639657,0
FIN,1973,4666081,0
FIN,1974,4690574,0
FIN,1975,4711440,0
FIN,1976,4725664,0
FIN,1977,4738902,0
FIN,1978,4752528,0
FIN,1979,4764690,0
FIN,1980,4779535,92
FIN,1981,4799964,92
FIN,1982,4826933,94
FIN,1983,4855787,94
FIN,1984,4881803,95
FIN,1985,4902206,96
FIN,1986,4918154,97
FIN,1987,4932123,98
FIN,1988,4946481,99
FIN,1989,4964371,90
FIN,1990,4986431,90
FIN,1991,5013740,95
FIN,1992,5041992,99
FIN,1993,5066447,99
FIN,1994,5088333,99
FIN,1995,5107790,99
FIN,1996,5124573,99
FIN,1997,5139835,99
FIN,1998,5153498,99
FIN,1999,5165474,99
FIN,2000,5176209,99
FIN,2001,5188008,98
FIN,2002,5200598,98
FIN,2003,5213014,98
FIN,2004,5228172,98
FIN,2005,5246096,97
FIN,2006,5266268,97
FIN,2007,5288720,99
FIN,2008,5313399,99
FIN,2009,5338871,99
FIN,2010,5363352,99
FIN,2011,5388272,99
FIN,2012,5413971,99
FIN,2013,5438972,98
FIN,2014,5461512,98
FIN,2015,5479531,97
FIN,2016,5495303,92
FIN,2017,5508214,89
FIN,2018,5515525,91
FIN,2019,5520314,91
FIN,2020,0,0
FRA,1960,46621669,0
FRA,1961,47240543,0
FRA,1962,47904877,0
FRA,1963,48582611,0
FRA,1964,49230595,0
FRA,1965,49818028,0
FRA,1966,50330262,0
FRA,1967,50775794,0
FRA,1968,51175508,0
FRA,1969,51561836,0
FRA,1970,51957738,0
FRA,1971,52371342,0
FRA,1972,52793138,0
FRA,1973,53207734,0
FRA,1974,53592233,0
FRA,1975,53931390,0
FRA,1976,54220022,0
FRA,1977,54467702,0
FRA,1978,54691851,0
FRA,1979,54917118,0
FRA,1980,55161527,79
FRA,1981,55430296,79
FRA,1982,55718933,85
FRA,1983,56023770,90
FRA,1984,56337666,94
FRA,1985,56654696,95
FRA,1986,56976123,96
FRA,1987,57302663,88
FRA,1988,57627105,79
FRA,1989,57940212,95
FRA,1990,58235697,94
FRA,1991,58559311,94
FRA,1992,58851217,94
FRA,1993,59106768,94
FRA,1994,59327192,96
FRA,1995,59541899,96
FRA,1996,59753100,97
FRA,1997,59964851,97
FRA,1998,60186288,96
FRA,1999,60496718,97
FRA,2000,60912500,97
FRA,2001,61357430,97
FRA,2002,61805267,97
FRA,2003,62244886,97
FRA,2004,62704895,98
FRA,2005,63179351,98
FRA,2006,63621381,99
FRA,2007,64016225,99
FRA,2008,64374984,99
FRA,2009,64707040,98
FRA,2010,65027507,99
FRA,2011,65342780,99
FRA,2012,65659809,99
FRA,2013,65998687,99
FRA,2014,66312067,98
FRA,2015,66548272,97
FRA,2016,66724104,96
FRA,2017,66864379,96
FRA,2018,66965912,96
FRA,2019,67059887,96
FRA,2020,0,0
PYF,1960,78076,0
PYF,1961,80706,0
PYF,1962,83655,0
PYF,1963,86847,0
PYF,1964,90139,0
PYF,1965,93438,0
PYF,1966,96716,0
PYF,1967,99995,0
PYF,1968,103342,0
PYF,1969,106820,0
PYF,1970,110495,0
PYF,1971,114382,0
PYF,1972,118440,0
PYF,1973,122643,0
PYF,1974,126924,0
PYF,1975,131233,0
PYF,1976,135549,0
PYF,1977,139891,0
PYF,1978,144277,0
PYF,1979,148741,0
PYF,1980,153301,0
PYF,1981,157953,0
PYF,1982,162685,0
PYF,1983,167451,0
PYF,1984,172249,0
PYF,1985,177027,0
PYF,1986,181817,0
PYF,1987,186584,0
PYF,1988,191266,0
PYF,1989,195726,0
PYF,1990,199905,0
PYF,1991,203726,0
PYF,1992,207245,0
PYF,1993,210642,0
PYF,1994,214197,0
PYF,1995,218071,0
PYF,1996,222322,0
PYF,1997,226866,0
PYF,1998,231570,0
PYF,1999,236221,0
PYF,2000,240686,0
PYF,2001,244931,0
PYF,2002,248972,0
PYF,2003,252703,0
PYF,2004,255992,0
PYF,2005,258780,0
PYF,2006,261010,0
PYF,2007,262721,0
PYF,2008,264061,0
PYF,2009,265254,0
PYF,2010,266455,0
PYF,2011,267698,0
PYF,2012,268998,0
PYF,2013,270328,0
PYF,2014,271705,0
PYF,2015,273124,0
PYF,2016,274575,0
PYF,2017,276103,0
PYF,2018,277679,0
PYF,2019,279287,0
PYF,2020,0,0
GAB,1960,500928,0
GAB,1961,505799,0
GAB,1962,511287,0
GAB,1963,517580,0
GAB,1964,524895,0
GAB,1965,533361,0
GAB,1966,543112,0
GAB,1967,554059,0
GAB,1968,565766,0
GAB,1969,577646,0
GAB,1970,589314,0
GAB,1971,600613,0
GAB,1972,611704,0
GAB,1973,622920,0
GAB,1974,634742,0
GAB,1975,647536,0
GAB,1976,661402,0
GAB,1977,676255,0
GAB,1978,692077,0
GAB,1979,708788,0
GAB,1980,726328,0
GAB,1981,744696,0
GAB,1982,763930,0
GAB,1983,784061,14
GAB,1984,805115,31
GAB,1985,827108,48
GAB,1986,850048,59
GAB,1987,873867,65
GAB,1988,898469,72
GAB,1989,923711,78
GAB,1990,949488,78
GAB,1991,975783,72
GAB,1992,1002579,66
GAB,1993,1029778,67
GAB,1994,1057255,69
GAB,1995,1084946,70
GAB,1996,1112955,62
GAB,1997,1141338,54
GAB,1998,1170061,50
GAB,1999,1199052,45
GAB,2000,1228360,45
GAB,2001,1258003,45
GAB,2002,1288315,45
GAB,2003,1319953,45
GAB,2004,1353795,45
GAB,2005,1390549,45
GAB,2006,1430152,45
GAB,2007,1472575,81
GAB,2008,1518540,82
GAB,2009,1568928,76
GAB,2010,1624140,67
GAB,2011,1684635,75
GAB,2012,1749682,82
GAB,2013,1817071,79
GAB,2014,1883800,70
GAB,2015,1947686,80
GAB,2016,2007873,75
GAB,2017,2064823,75
GAB,2018,2119275,70
GAB,2019,2172579,70
GAB,2020,0,0
GMB,1960,365047,0
GMB,1961,372445,0
GMB,1962,379894,0
GMB,1963,387641,0
GMB,1964,396011,0
GMB,1965,405259,0
GMB,1966,415478,0
GMB,1967,426629,0
GMB,1968,438603,0
GMB,1969,451228,0
GMB,1970,464410,0
GMB,1971,478116,0
GMB,1972,492426,0
GMB,1973,507432,0
GMB,1974,523251,0
GMB,1975,539979,0
GMB,1976,557805,0
GMB,1977,576757,0
GMB,1978,596536,0
GMB,1979,616768,0
GMB,1980,637246,63
GMB,1981,657579,76
GMB,1982,678113,80
GMB,1983,700199,62
GMB,1984,725694,70
GMB,1985,755787,78
GMB,1986,791147,73
GMB,1987,831023,85
GMB,1988,873444,82
GMB,1989,915635,87
GMB,1990,955593,92
GMB,1991,992673,85
GMB,1992,1027475,85
GMB,1993,1060862,90
GMB,1994,1094212,93
GMB,1995,1128575,96
GMB,1996,1164091,96
GMB,1997,1200526,96
GMB,1998,1238125,85
GMB,1999,1277133,74
GMB,2000,1317703,80
GMB,2001,1360074,87
GMB,2002,1404261,87
GMB,2003,1449925,87
GMB,2004,1496527,87
GMB,2005,1543741,95
GMB,2006,1591445,95
GMB,2007,1639848,95
GMB,2008,1689285,96
GMB,2009,1740279,98
GMB,2010,1793196,97
GMB,2011,1848147,96
GMB,2012,1905011,98
GMB,2013,1963711,97
GMB,2014,2024042,96
GMB,2015,2085860,97
GMB,2016,2149139,95
GMB,2017,2213894,92
GMB,2018,2280102,93
GMB,2019,2347706,88
GMB,2020,0,0
GEO,1960,3645600,0
GEO,1961,3703600,0
GEO,1962,3760300,0
GEO,1963,3816100,0
GEO,1964,3870300,0
GEO,1965,3921600,0
GEO,1966,3966700,0
GEO,1967,4005800,0
GEO,1968,4042300,0
GEO,1969,4080300,0
GEO,1970,4119900,0
GEO,1971,4163000,0
GEO,1972,4205300,0
GEO,1973,4242500,0
GEO,1974,4279500,0
GEO,1975,4311200,0
GEO,1976,4342400,0
GEO,1977,4372100,0
GEO,1978,4397700,0
GEO,1979,4430200,0
GEO,1980,4467700,0
GEO,1981,4504500,0
GEO,1982,4542800,0
GEO,1983,4582900,0
GEO,1984,4622200,0
GEO,1985,4662900,0
GEO,1986,4704500,0
GEO,1987,4743500,0
GEO,1988,4790700,0
GEO,1989,4803300,0
GEO,1990,4802000,0
GEO,1991,4835900,0
GEO,1992,4873500,58
GEO,1993,4911100,54
GEO,1994,4836076,58
GEO,1995,4657722,79
GEO,1996,4491699,80
GEO,1997,4349913,80
GEO,1998,4243607,80
GEO,1999,4157192,84
GEO,2000,4077131,80
GEO,2001,4014373,87
GEO,2002,3978515,84
GEO,2003,3951736,75
GEO,2004,3927340,78
GEO,2005,3902469,82
GEO,2006,3880347,88
GEO,2007,3860158,98
GEO,2008,3848449,92
GEO,2009,3814419,88
GEO,2010,3786695,92
GEO,2011,3756441,94
GEO,2012,3728874,92
GEO,2013,3717668,93
GEO,2014,3719414,91
GEO,2015,3725276,94
GEO,2016,3727505,92
GEO,2017,3728004,91
GEO,2018,3726549,93
GEO,2019,3720382,94
GEO,2020,0,0
DEU,1960,72814900,0
DEU,1961,73377632,0
DEU,1962,74025784,0
DEU,1963,74714353,0
DEU,1964,75318337,0
DEU,1965,75963695,0
DEU,1966,76600311,0
DEU,1967,76951336,0
DEU,1968,77294314,0
DEU,1969,77909682,0
DEU,1970,78169289,0
DEU,1971,78312842,0
DEU,1972,78688452,0
DEU,1973,78936666,0
DEU,1974,78967433,0
DEU,1975,78673554,0
DEU,1976,78336950,0
DEU,1977,78159814,0
DEU,1978,78091820,0
DEU,1979,78126350,0
DEU,1980,78288576,0
DEU,1981,78407907,95
DEU,1982,78333366,97
DEU,1983,78128282,93
DEU,1984,77858685,94
DEU,1985,77684873,80
DEU,1986,77720436,90
DEU,1987,77839920,80
DEU,1988,78144619,80
DEU,1989,78751283,80
DEU,1990,79433029,80
DEU,1991,80013896,80
DEU,1992,80624598,85
DEU,1993,81156363,62
DEU,1994,81438348,73
DEU,1995,81678051,78
DEU,1996,81914831,84
DEU,1997,82034771,87
DEU,1998,82047195,89
DEU,1999,82100243,97
DEU,2000,82211508,90
DEU,2001,82349925,93
DEU,2002,82488495,93
DEU,2003,82534176,97
DEU,2004,82516260,96
DEU,2005,82469422,96
DEU,2006,82376451,96
DEU,2007,82266372,96
DEU,2008,82110097,96
DEU,2009,81902307,96
DEU,2010,81776930,96
DEU,2011,80274983,95
DEU,2012,80425823,95
DEU,2013,80645605,93
DEU,2014,80982500,93
DEU,2015,81686611,93
DEU,2016,82348669,93
DEU,2017,82657002,93
DEU,2018,82905782,93
DEU,2019,83132799,93
DEU,2020,0,0
GHA,1960,6635230,0
GHA,1961,6848295,0
GHA,1962,7071971,0
GHA,1963,7300116,0
GHA,1964,7524472,0
GHA,1965,7739473,0
GHA,1966,7941412,0
GHA,1967,8132803,0
GHA,1968,8321770,0
GHA,1969,8520015,0
GHA,1970,8735495,0
GHA,1971,8973244,0
GHA,1972,9229631,0
GHA,1973,9493556,0
GHA,1974,9749104,0
GHA,1975,9985946,0
GHA,1976,10199165,0
GHA,1977,10395452,0
GHA,1978,10590261,0
GHA,1979,10805314,0
GHA,1980,11056116,7
GHA,1981,11348289,22
GHA,1982,11676823,23
GHA,1983,12033575,23
GHA,1984,12405660,19
GHA,1985,12783613,22
GHA,1986,13164837,35
GHA,1987,13552021,42
GHA,1988,13947042,47
GHA,1989,14353410,51
GHA,1990,14773277,58
GHA,1991,15207367,60
GHA,1992,15653336,62
GHA,1993,16106765,66
GHA,1994,16561674,70
GHA,1995,17014057,70
GHA,1996,17462496,71
GHA,1997,17908985,71
GHA,1998,18357156,76
GHA,1999,18812359,79
GHA,2000,19278856,88
GHA,2001,19756928,79
GHA,2002,20246381,78
GHA,2003,20750299,80
GHA,2004,21272323,80
GHA,2005,21814642,84
GHA,2006,22379055,84
GHA,2007,22963946,94
GHA,2008,23563825,93
GHA,2009,24170940,94
GHA,2010,24779619,94
GHA,2011,25387710,91
GHA,2012,25996449,92
GHA,2013,26607642,90
GHA,2014,27224472,98
GHA,2015,27849205,88
GHA,2016,28481946,93
GHA,2017,29121471,99
GHA,2018,29767108,97
GHA,2019,30417856,97
GHA,2020,0,0
GIB,1960,23420,0
GIB,1961,23813,0
GIB,1962,24313,0
GIB,1963,24889,0
GIB,1964,25479,0
GIB,1965,26073,0
GIB,1966,26633,0
GIB,1967,27173,0
GIB,1968,27685,0
GIB,1969,28166,0
GIB,1970,28606,0
GIB,1971,29006,0
GIB,1972,29358,0
GIB,1973,29650,0
GIB,1974,29886,0
GIB,1975,30067,0
GIB,1976,30180,0
GIB,1977,30234,0
GIB,1978,30232,0
GIB,1979,30169,0
GIB,1980,30065,0
GIB,1981,29902,0
GIB,1982,29691,0
GIB,1983,29482,0
GIB,1984,29283,0
GIB,1985,29154,0
GIB,1986,29094,0
GIB,1987,29115,0
GIB,1988,29159,0
GIB,1989,29187,0
GIB,1990,29147,0
GIB,1991,29022,0
GIB,1992,28840,0
GIB,1993,28675,0
GIB,1994,28602,0
GIB,1995,28692,0
GIB,1996,28971,0
GIB,1997,29408,0
GIB,1998,29947,0
GIB,1999,30529,0
GIB,2000,31077,0
GIB,2001,31602,0
GIB,2002,32102,0
GIB,2003,32555,0
GIB,2004,32928,0
GIB,2005,33219,0
GIB,2006,33417,0
GIB,2007,33517,0
GIB,2008,33559,0
GIB,2009,33565,0
GIB,2010,33585,0
GIB,2011,33612,0
GIB,2012,33646,0
GIB,2013,33692,0
GIB,2014,33725,0
GIB,2015,33736,0
GIB,2016,33737,0
GIB,2017,33728,0
GIB,2018,33718,0
GIB,2019,33701,0
GIB,2020,0,0
GRC,1960,8331725,0
GRC,1961,8398050,0
GRC,1962,8448233,0
GRC,1963,8479625,0
GRC,1964,8510429,0
GRC,1965,8550333,0
GRC,1966,8613651,0
GRC,1967,8684088,0
GRC,1968,8740765,0
GRC,1969,8772764,0
GRC,1970,8792806,0
GRC,1971,8831036,0
GRC,1972,8888628,0
GRC,1973,8929086,0
GRC,1974,8962022,0
GRC,1975,9046541,0
GRC,1976,9188150,0
GRC,1977,9308479,0
GRC,1978,9429959,0
GRC,1979,9548258,0
GRC,1980,9642505,72
GRC,1981,9729350,95
GRC,1982,9789513,83
GRC,1983,9846627,72
GRC,1984,9895801,60
GRC,1985,9934300,54
GRC,1986,9967213,80
GRC,1987,10000595,82
GRC,1988,10036983,83
GRC,1989,10089498,54
GRC,1990,10196792,54
GRC,1991,10319927,85
GRC,1992,10399061,89
GRC,1993,10460415,89
GRC,1994,10512922,90
GRC,1995,10562153,90
GRC,1996,10608800,90
GRC,1997,10661259,90
GRC,1998,10720509,89
GRC,1999,10761698,88
GRC,2000,10805808,89
GRC,2001,10862132,91
GRC,2002,10902022,92
GRC,2003,10928070,94
GRC,2004,10955141,95
GRC,2005,10987314,96
GRC,2006,11020362,98
GRC,2007,11048473,99
GRC,2008,11077841,99
GRC,2009,11107017,99
GRC,2010,11121341,99
GRC,2011,11104899,99
GRC,2012,11045011,99
GRC,2013,10965211,99
GRC,2014,10892413,99
GRC,2015,10820883,99
GRC,2016,10775971,99
GRC,2017,10754679,99
GRC,2018,10732882,99
GRC,2019,10716322,99
GRC,2020,0,0
GRL,1960,32500,0
GRL,1961,33700,0
GRL,1962,35000,0
GRL,1963,36400,0
GRL,1964,37600,0
GRL,1965,39200,0
GRL,1966,40500,0
GRL,1967,41900,0
GRL,1968,43400,0
GRL,1969,44900,0
GRL,1970,46400,0
GRL,1971,47200,0
GRL,1972,48300,0
GRL,1973,49000,0
GRL,1974,49500,0
GRL,1975,49600,0
GRL,1976,49700,0
GRL,1977,49400,0
GRL,1978,49200,0
GRL,1979,49600,0
GRL,1980,50200,0
GRL,1981,51000,0
GRL,1982,51500,0
GRL,1983,52100,0
GRL,1984,52700,0
GRL,1985,53200,0
GRL,1986,53500,0
GRL,1987,54100,0
GRL,1988,54800,0
GRL,1989,55300,0
GRL,1990,55600,0
GRL,1991,55500,0
GRL,1992,55300,0
GRL,1993,55200,0
GRL,1994,55500,0
GRL,1995,55800,0
GRL,1996,55900,0
GRL,1997,56000,0
GRL,1998,56100,0
GRL,1999,56100,0
GRL,2000,56200,0
GRL,2001,56350,0
GRL,2002,56609,0
GRL,2003,56765,0
GRL,2004,56911,0
GRL,2005,56935,0
GRL,2006,56774,0
GRL,2007,56555,0
GRL,2008,56328,0
GRL,2009,56323,0
GRL,2010,56905,0
GRL,2011,56890,0
GRL,2012,56810,0
GRL,2013,56483,0
GRL,2014,56295,0
GRL,2015,56114,0
GRL,2016,56186,0
GRL,2017,56172,0
GRL,2018,56023,0
GRL,2019,56225,0
GRL,2020,0,0
GRD,1960,89932,0
GRD,1961,91327,0
GRD,1962,92484,0
GRD,1963,93413,0
GRD,1964,94123,0
GRD,1965,94636,0
GRD,1966,94934,0
GRD,1967,95020,0
GRD,1968,94927,0
GRD,1969,94728,0
GRD,1970,94475,0
GRD,1971,94221,0
GRD,1972,93983,0
GRD,1973,93669,0
GRD,1974,93191,0
GRD,1975,92494,0
GRD,1976,91475,0
GRD,1977,90227,0
GRD,1978,89101,0
GRD,1979,88600,0
GRD,1980,89032,25
GRD,1981,90607,43
GRD,1982,93122,56
GRD,1983,96019,68
GRD,1984,98477,76
GRD,1985,99946,61
GRD,1986,100191,98
GRD,1987,99436,80
GRD,1988,98120,65
GRD,1989,96924,87
GRD,1990,96331,80
GRD,1991,96460,85
GRD,1992,97165,90
GRD,1993,98230,89
GRD,1994,99352,91
GRD,1995,100288,95
GRD,1996,101001,80
GRD,1997,101567,95
GRD,1998,102021,97
GRD,1999,102432,88
GRD,2000,102833,97
GRD,2001,103249,96
GRD,2002,103634,98
GRD,2003,104005,97
GRD,2004,104347,83
GRD,2005,104661,99
GRD,2006,104933,91
GRD,2007,105190,96
GRD,2008,105456,99
GRD,2009,105789,99
GRD,2010,106233,97
GRD,2011,106796,95
GRD,2012,107446,97
GRD,2013,108170,97
GRD,2014,108902,97
GRD,2015,109599,92
GRD,2016,110261,96
GRD,2017,110874,96
GRD,2018,111454,95
GRD,2019,112003,92
GRD,2020,0,0
GUM,1960,66742,0
GUM,1961,68072,0
GUM,1962,69604,0
GUM,1963,71286,0
GUM,1964,73051,0
GUM,1965,74830,0
GUM,1966,76607,0
GUM,1967,78404,0
GUM,1968,80217,0
GUM,1969,82040,0
GUM,1970,83877,0
GUM,1971,85726,0
GUM,1972,87587,0
GUM,1973,89464,0
GUM,1974,91377,0
GUM,1975,93352,0
GUM,1976,95385,0
GUM,1977,97477,0
GUM,1978,99630,0
GUM,1979,101844,0
GUM,1980,104133,0
GUM,1981,106485,0
GUM,1982,108906,0
GUM,1983,111402,0
GUM,1984,113961,0
GUM,1985,116572,0
GUM,1986,119232,0
GUM,1987,121919,0
GUM,1988,124673,0
GUM,1989,127522,0
GUM,1990,130482,0
GUM,1991,133558,0
GUM,1992,136692,0
GUM,1993,139818,0
GUM,1994,142802,0
GUM,1995,145561,0
GUM,1996,148060,0
GUM,1997,150303,0
GUM,1998,152277,0
GUM,1999,153953,0
GUM,2000,155329,0
GUM,2001,156401,0
GUM,2002,157176,0
GUM,2003,157717,0
GUM,2004,158101,0
GUM,2005,158402,0
GUM,2006,158648,0
GUM,2007,158847,0
