LOCATION,TIME,broad_money_growth_%
LIE,1999,0
LIE,2000,0
LIE,2001,0
LIE,2002,0
LIE,2003,0
LIE,2004,0
LIE,2005,0
LIE,2006,0
LIE,2007,0
LIE,2008,0
LIE,2009,0
LIE,2010,0
LIE,2011,0
LIE,2012,0
LIE,2013,0
LIE,2014,0
LIE,2015,0
LIE,2016,0
LIE,2017,0
LIE,2018,0
LIE,2019,0
LIE,2020,0
LTU,1960,0
LTU,1961,0
LTU,1962,0
LTU,1963,0
LTU,1964,0
LTU,1965,0
LTU,1966,0
LTU,1967,0
LTU,1968,0
LTU,1969,0
LTU,1970,0
LTU,1971,0
LTU,1972,0
LTU,1973,0
LTU,1974,0
LTU,1975,0
LTU,1976,0
LTU,1977,0
LTU,1978,0
LTU,1979,0
LTU,1980,0
LTU,1981,0
LTU,1982,0
LTU,1983,0
LTU,1984,0
LTU,1985,0
LTU,1986,0
LTU,1987,0
LTU,1988,0
LTU,1989,0
LTU,1990,0
LTU,1991,0
LTU,1992,0
LTU,1993,0
LTU,1994,0
LTU,1995,0
LTU,1996,0
LTU,1997,0
LTU,1998,0
LTU,1999,0
LTU,2000,0
LTU,2001,0
LTU,2002,0
LTU,2003,0
LTU,2004,0
LTU,2005,0
LTU,2006,0
LTU,2007,0
LTU,2008,0
LTU,2009,0
LTU,2010,0
LTU,2011,0
LTU,2012,0
LTU,2013,0
LTU,2014,0
LTU,2015,0
LTU,2016,0
LTU,2017,0
LTU,2018,0
LTU,2019,0
LTU,2020,0
LUX,1960,0
LUX,1961,0
LUX,1962,0
LUX,1963,0
LUX,1964,0
LUX,1965,0
LUX,1966,0
LUX,1967,0
LUX,1968,0
LUX,1969,0
LUX,1970,0
LUX,1971,0
LUX,1972,0
LUX,1973,0
LUX,1974,0
LUX,1975,0
LUX,1976,0
LUX,1977,0
LUX,1978,0
LUX,1979,0
LUX,1980,0
LUX,1981,0
LUX,1982,0
LUX,1983,0
LUX,1984,0
LUX,1985,0
LUX,1986,0
LUX,1987,0
LUX,1988,0
LUX,1989,0
LUX,1990,0
LUX,1991,0
LUX,1992,0
LUX,1993,0
LUX,1994,0
LUX,1995,0
LUX,1996,0
LUX,1997,0
LUX,1998,0
LUX,1999,0
LUX,2000,0
LUX,2001,0
LUX,2002,0
LUX,2003,0
LUX,2004,0
LUX,2005,0
LUX,2006,0
LUX,2007,0
LUX,2008,0
LUX,2009,0
LUX,2010,0
LUX,2011,0
LUX,2012,0
LUX,2013,0
LUX,2014,0
LUX,2015,0
LUX,2016,0
LUX,2017,0
LUX,2018,0
LUX,2019,0
LUX,2020,0
MAC,1960,0
MAC,1961,0
MAC,1962,0
MAC,1963,0
MAC,1964,0
MAC,1965,0
MAC,1966,0
MAC,1967,0
MAC,1968,0
MAC,1969,0
MAC,1970,0
MAC,1971,0
MAC,1972,0
MAC,1973,0
MAC,1974,0
MAC,1975,0
MAC,1976,0
MAC,1977,0
MAC,1978,0
MAC,1979,0
MAC,1980,0
MAC,1981,0
MAC,1982,0
MAC,1983,0
MAC,1984,0
MAC,1985,16.28925102
MAC,1986,19.72941441
MAC,1987,28.93001013
MAC,1988,40.08404426
MAC,1989,21.25029511
MAC,1990,26.36575635
MAC,1991,36.89018958
MAC,1992,21.09977013
MAC,1993,6.911636533
MAC,1994,12.7036933
MAC,1995,13.44524109
MAC,1996,7.040426969
MAC,1997,5.179690447
MAC,1998,3.126936965
MAC,1999,6.782724778
MAC,2000,-1.368878087
MAC,2001,7.810158415
MAC,2002,8.093213103
MAC,2003,12.25827067
MAC,2004,8.872970491
MAC,2005,12.16463078
MAC,2006,24.51136646
MAC,2007,9.844603454
MAC,2008,2.290485102
MAC,2009,11.82513795
MAC,2010,14.52200336
MAC,2011,22.59172343
MAC,2012,25.83101788
MAC,2013,17.7311371
MAC,2014,10.43501653
MAC,2015,-3.003822002
MAC,2016,12.61476683
MAC,2017,11.07851304
MAC,2018,10.14199659
MAC,2019,5.536634934
MAC,2020,0
MDG,1960,0
MDG,1961,0
MDG,1962,0
MDG,1963,3.956292389
MDG,1964,9.931134469
MDG,1965,6.857896472
MDG,1966,8.515890157
MDG,1967,15.68382144
MDG,1968,7.282603353
MDG,1969,9.296891109
MDG,1970,15.6266376
MDG,1971,6.14553497
MDG,1972,11.76731794
MDG,1973,3.940894227
MDG,1974,20.8126902
MDG,1975,1.869113388
MDG,1976,15.96507155
MDG,1977,13.62910619
MDG,1978,15.69214033
MDG,1979,10.21391631
MDG,1980,20.59791689
MDG,1981,23.92779451
MDG,1982,8.894227339
MDG,1983,-9.093450758
MDG,1984,24.02544979
MDG,1985,13.26929932
MDG,1986,25.62196628
MDG,1987,18.44914253
MDG,1988,22.43703951
MDG,1989,33.68732339
MDG,1990,4.481104251
MDG,1991,31.10719192
MDG,1992,22.26005557
MDG,1993,24.2204423
MDG,1994,52.55017205
MDG,1995,16.21575693
MDG,1996,15.95373931
MDG,1997,20.81791614
MDG,1998,6.192675451
MDG,1999,19.1798182
MDG,2000,17.15346754
MDG,2001,23.8280965
MDG,2002,7.956904997
MDG,2003,8.813942104
MDG,2004,25.22385031
MDG,2005,2.246558874
MDG,2006,30.91571417
MDG,2007,21.30814728
MDG,2008,12.23681894
MDG,2009,10.11318017
MDG,2010,11.75677989
MDG,2011,16.93845264
MDG,2012,7.570988896
MDG,2013,3.647695837
MDG,2014,10.77832792
MDG,2015,16.52724631
MDG,2016,18.47923458
MDG,2017,18.09891823
MDG,2018,11.95693577
MDG,2019,6.978201637
MDG,2020,0
MWI,1960,0
MWI,1961,0
MWI,1962,0
MWI,1963,0
MWI,1964,0
MWI,1965,0
MWI,1966,16.45098738
MWI,1967,12.50594712
MWI,1968,7.182987978
MWI,1969,14.70803743
MWI,1970,15.87106601
MWI,1971,20.12382588
MWI,1972,11.06894482
MWI,1973,34.76042908
MWI,1974,36.64237364
MWI,1975,9.994821783
MWI,1976,-5.028599226
MWI,1977,32.97202624
MWI,1978,4.739922461
MWI,1979,0.897491414
MWI,1980,12.59832798
MWI,1981,26.04648006
MWI,1982,14.48460697
MWI,1983,5.936137494
MWI,1984,32.62165236
MWI,1985,-0.99332717
MWI,1986,27.14952372
MWI,1987,36.7546634
MWI,1988,21.54578026
MWI,1989,6.055082456
MWI,1990,11.07476256
MWI,1991,25.43836031
MWI,1992,15.79411174
MWI,1993,39.85898594
MWI,1994,36.54495968
MWI,1995,56.22582537
MWI,1996,39.95849689
MWI,1997,2.074461634
MWI,1998,67.76226677
MWI,1999,27.98973943
MWI,2000,45.53217912
MWI,2001,23.72785625
MWI,2002,22.62712998
MWI,2003,27.47505285
MWI,2004,29.70147205
MWI,2005,16.24634103
MWI,2006,16.41753041
MWI,2007,36.59170412
MWI,2008,62.64021818
MWI,2009,24.6262635
MWI,2010,33.14240723
MWI,2011,35.65653858
MWI,2012,22.93918518
MWI,2013,35.0710153
MWI,2014,18.04549783
MWI,2015,26.39839592
MWI,2016,15.21015226
MWI,2017,0
MWI,2018,0
MWI,2019,0
MWI,2020,0
MYS,1960,0
MYS,1961,6.769416742
MYS,1962,6.142088876
MYS,1963,9.552
MYS,1964,4.639501485
MYS,1965,27.5332651
MYS,1966,0.736903546
MYS,1967,2.324907656
MYS,1968,24.05152888
MYS,1969,22.3838868
MYS,1970,12.79313721
MYS,1971,14.35125863
MYS,1972,22.74353877
MYS,1973,32.13034131
MYS,1974,52.45444921
MYS,1975,16.26402544
MYS,1976,25.92750935
MYS,1977,15.80975965
MYS,1978,19.64821521
MYS,1979,23.57856278
MYS,1980,25.3397478
MYS,1981,19.85047129
MYS,1982,16.34869678
MYS,1983,16.51641768
MYS,1984,16.29090982
MYS,1985,9.814562655
MYS,1986,12.98365398
MYS,1987,2.205564966
MYS,1988,8.584013919
MYS,1989,21.83141976
MYS,1990,-43.73825754
MYS,1991,16.8771825
MYS,1992,71.91210626
MYS,1993,26.36249551
MYS,1994,11.50832082
MYS,1995,18.52547412
MYS,1996,18.48469865
MYS,1997,16.03559651
MYS,1998,0.229557897
MYS,1999,12.09886722
MYS,2000,10.04776511
MYS,2001,11.63591058
MYS,2002,4.484024329
MYS,2003,8.62717994
MYS,2004,12.68710273
MYS,2005,8.79316995
MYS,2006,13.63100781
MYS,2007,7.922535768
MYS,2008,10.53542511
MYS,2009,7.739928126
MYS,2010,7.347736051
MYS,2011,14.62793829
MYS,2012,8.846019729
MYS,2013,7.397400682
MYS,2014,6.304048086
MYS,2015,3.043535132
MYS,2016,2.801133603
MYS,2017,4.644639093
MYS,2018,7.68802392
MYS,2019,2.674720321
MYS,2020,0
MDV,1960,0
MDV,1961,0
MDV,1962,0
MDV,1963,0
MDV,1964,0
MDV,1965,0
MDV,1966,0
MDV,1967,0
MDV,1968,0
MDV,1969,0
MDV,1970,0
MDV,1971,0
MDV,1972,0
MDV,1973,0
MDV,1974,0
MDV,1975,0
MDV,1976,0
MDV,1977,2.187171399
MDV,1978,5.760919467
MDV,1979,35.35161512
MDV,1980,58.04828418
MDV,1981,9.726964845
MDV,1982,-11.09091721
MDV,1983,-1.643224478
MDV,1984,32.37074309
MDV,1985,29.52236668
MDV,1986,25.36185344
MDV,1987,11.89874363
MDV,1988,14.26046142
MDV,1989,19.90717521
MDV,1990,18.59305046
MDV,1991,24.75745095
MDV,1992,12.56037419
MDV,1993,35.90384181
MDV,1994,23.99358554
MDV,1995,15.40687817
MDV,1996,26.13363035
MDV,1997,23.31937439
MDV,1998,22.99832187
MDV,1999,3.527676384
MDV,2000,4.171970897
MDV,2001,7.773689449
MDV,2002,21.58464972
MDV,2003,17.17928477
MDV,2004,31.36789867
MDV,2005,10.61266056
MDV,2006,18.87193244
MDV,2007,24.1010321
MDV,2008,21.84819447
MDV,2009,14.40927968
MDV,2010,14.64203824
MDV,2011,20.00928573
MDV,2012,4.927922866
MDV,2013,18.37410417
MDV,2014,14.86830121
MDV,2015,12.1147986
MDV,2016,-0.182480036
MDV,2017,5.156978926
MDV,2018,3.382038228
MDV,2019,9.526196678
MDV,2020,0
MLI,1960,0
MLI,1961,0
MLI,1962,0
MLI,1963,9.917910448
MLI,1964,16.32154254
MLI,1965,8.830911107
MLI,1966,20.89992492
MLI,1967,9.51071286
MLI,1968,-4.6056629
MLI,1969,3.643312102
MLI,1970,11.77073091
MLI,1971,7.639016165
MLI,1972,11.76911289
MLI,1973,8.784010237
MLI,1974,51.99697513
MLI,1975,19.86585343
MLI,1976,11.45580323
MLI,1977,15.36923119
MLI,1978,23.11196126
MLI,1979,16.74451577
MLI,1980,4.472633505
MLI,1981,3.025549973
MLI,1982,11.74679475
MLI,1983,20.70582377
MLI,1984,34.51589061
MLI,1985,8.679870517
MLI,1986,6.059133417
MLI,1987,-3.98168643
MLI,1988,8.257037497
MLI,1989,0.95357541
MLI,1990,-4.894753745
MLI,1991,13.09109032
MLI,1992,2.964267707
MLI,1993,8.370324205
MLI,1994,39.20954415
MLI,1995,7.305789207
MLI,1996,24.46576441
MLI,1997,8.903205525
MLI,1998,4.176498786
MLI,1999,1.006639806
MLI,2000,12.50006541
MLI,2001,20.38153935
MLI,2002,25.64258484
MLI,2003,21.59354734
MLI,2004,-3.597729756
MLI,2005,11.75451941
MLI,2006,9.834812508
MLI,2007,-1.250166834
MLI,2008,-13.04959675
MLI,2009,42.13013799
MLI,2010,16.3316854
MLI,2011,12.91862741
MLI,2012,15.48594046
MLI,2013,8.197284542
MLI,2014,5.792406034
MLI,2015,10.39295165
MLI,2016,10.74451477
MLI,2017,4.326518657
MLI,2018,14.23296044
MLI,2019,9.01184392
MLI,2020,0
MLT,1960,0
MLT,1961,0
MLT,1962,0
MLT,1963,0
MLT,1964,0
MLT,1965,0
MLT,1966,0
MLT,1967,0
MLT,1968,0
MLT,1969,0
MLT,1970,0
MLT,1971,0
MLT,1972,0
MLT,1973,0
MLT,1974,0
MLT,1975,0
MLT,1976,0
MLT,1977,0
MLT,1978,0
MLT,1979,0
MLT,1980,0
MLT,1981,0
MLT,1982,0
MLT,1983,0
MLT,1984,0
MLT,1985,0
MLT,1986,0
MLT,1987,0
MLT,1988,0
MLT,1989,0
MLT,1990,0
MLT,1991,0
MLT,1992,0
MLT,1993,0
MLT,1994,0
MLT,1995,0
MLT,1996,0
MLT,1997,0
MLT,1998,0
MLT,1999,0
MLT,2000,0
MLT,2001,0
MLT,2002,0
MLT,2003,0
MLT,2004,0
MLT,2005,0
MLT,2006,0
MLT,2007,0
MLT,2008,0
MLT,2009,0
MLT,2010,0
MLT,2011,0
MLT,2012,0
MLT,2013,0
MLT,2014,0
MLT,2015,0
MLT,2016,0
MLT,2017,0
MLT,2018,0
MLT,2019,0
MLT,2020,0
MHL,1960,0
MHL,1961,0
MHL,1962,0
MHL,1963,0
MHL,1964,0
MHL,1965,0
MHL,1966,0
MHL,1967,0
MHL,1968,0
MHL,1969,0
MHL,1970,0
MHL,1971,0
MHL,1972,0
MHL,1973,0
MHL,1974,0
MHL,1975,0
MHL,1976,0
MHL,1977,0
MHL,1978,0
MHL,1979,0
MHL,1980,0
MHL,1981,0
MHL,1982,0
MHL,1983,0
MHL,1984,0
MHL,1985,0
MHL,1986,0
MHL,1987,0
MHL,1988,0
MHL,1989,0
MHL,1990,0
MHL,1991,0
MHL,1992,0
MHL,1993,0
MHL,1994,0
MHL,1995,0
MHL,1996,0
MHL,1997,0
MHL,1998,0
MHL,1999,0
MHL,2000,0
MHL,2001,0
MHL,2002,0
MHL,2003,0
MHL,2004,0
MHL,2005,0
MHL,2006,0
MHL,2007,0
MHL,2008,0
MHL,2009,0
MHL,2010,0
MHL,2011,0
MHL,2012,0
MHL,2013,0
MHL,2014,0
MHL,2015,0
MHL,2016,0
MHL,2017,0
MHL,2018,0
MHL,2019,0
MHL,2020,0
MRT,1960,0
MRT,1961,0
MRT,1962,0
MRT,1963,-1.971326165
MRT,1964,-6.215722121
MRT,1965,-10.13645224
MRT,1966,34.92407809
MRT,1967,20.41800643
MRT,1968,17.3164219
MRT,1969,7.738704905
MRT,1970,32.25942748
MRT,1971,0.415302292
MRT,1972,26.31830112
MRT,1973,27.45246191
MRT,1974,55.37002273
MRT,1975,26.51192369
MRT,1976,24.7562079
MRT,1977,5.536081228
MRT,1978,1.937540564
MRT,1979,21.06702122
MRT,1980,14.33233825
MRT,1981,29.33290042
MRT,1982,1.552317493
MRT,1983,5.161562786
MRT,1984,11.79990989
MRT,1985,22.16644326
MRT,1986,7.466903802
MRT,1987,18.52002616
MRT,1988,2.032014504
MRT,1989,13.68918859
MRT,1990,12.70877523
MRT,1991,8.043719801
MRT,1992,0
MRT,1993,0
MRT,1994,0
MRT,1995,0
MRT,1996,0
MRT,1997,0
MRT,1998,0
MRT,1999,0
MRT,2000,0
MRT,2001,0
MRT,2002,0
MRT,2003,0
MRT,2004,0
MRT,2005,0
MRT,2006,15.67463542
MRT,2007,18.90758664
MRT,2008,13.74306955
MRT,2009,15.54325764
MRT,2010,11.05771548
MRT,2011,21.62434014
MRT,2012,16.60874554
MRT,2013,22.4197535
MRT,2014,1.452362758
MRT,2015,-0.286696527
MRT,2016,6.679225186
MRT,2017,16.65953292
MRT,2018,10.9110916
MRT,2019,9.949404352
MRT,2020,0
MUS,1960,0
MUS,1961,11.15683585
MUS,1962,-5.470999589
MUS,1963,31.24456049
MUS,1964,2.287798408
MUS,1965,-9.04376013
MUS,1966,10.94084105
MUS,1967,4.079665917
MUS,1968,5.37037037
MUS,1969,26.42062097
MUS,1970,13.27618165
MUS,1971,15.72918797
MUS,1972,25.98091198
MUS,1973,29.25084175
MUS,1974,77.39064366
MUS,1975,22.90889066
MUS,1976,6.636132822
MUS,1977,13.80485528
MUS,1978,21.67617016
MUS,1979,8.502747716
MUS,1980,22.38448871
MUS,1981,3.92261406
MUS,1982,23.32404964
MUS,1983,10.0635908
MUS,1984,14.14532299
MUS,1985,31.11892523
MUS,1986,28.74580592
MUS,1987,29.38181886
MUS,1988,28.48799012
MUS,1989,15.42338596
MUS,1990,21.03700242
MUS,1991,21.73082415
MUS,1992,15.79446447
MUS,1993,16.97135536
MUS,1994,12.24624707
MUS,1995,18.5818072
MUS,1996,7.544538379
MUS,1997,16.39974779
MUS,1998,11.21121663
MUS,1999,15.13448546
MUS,2000,9.236990955
MUS,2001,11.14141869
MUS,2002,12.63851035
MUS,2003,25.05038248
MUS,2004,18.8526873
MUS,2005,6.569608966
MUS,2006,9.544663818
MUS,2007,15.32247945
MUS,2008,14.6228865
MUS,2009,2.374241506
MUS,2010,6.909901434
MUS,2011,6.430134669
MUS,2012,8.161982025
MUS,2013,5.78430196
MUS,2014,8.738251142
MUS,2015,10.17265013
MUS,2016,9.084579205
MUS,2017,9.270616175
MUS,2018,6.284405885
MUS,2019,8.484620282
MUS,2020,0
MEX,1960,0
MEX,1961,13.15859856
MEX,1962,13.18837154
MEX,1963,16.68406766
MEX,1964,16.82176092
MEX,1965,9.145220588
MEX,1966,9.038596491
MEX,1967,11.93203759
MEX,1968,12.52299908
MEX,1969,18.36484415
MEX,1970,16.76739769
MEX,1971,12.96953564
MEX,1972,16.96557141
MEX,1973,25.01398993
MEX,1974,21.9561325
MEX,1975,26.37548174
MEX,1976,54.22729517
MEX,1977,4.384015668
MEX,1978,35.01713873
MEX,1979,35.82308926
MEX,1980,38.20954255
MEX,1981,50.23133319
MEX,1982,54.36368805
MEX,1983,63.50521793
MEX,1984,69.10080721
MEX,1985,41.96269982
MEX,1986,71.01970597
MEX,1987,141.5089163
MEX,1988,-13.00882275
MEX,1989,95.90397632
MEX,1990,83.78549527
MEX,1991,49.20842174
MEX,1992,23.57252242
MEX,1993,16.89960298
MEX,1994,20.10819876
MEX,1995,31.85574352
MEX,1996,27.01118486
MEX,1997,56.84953317
MEX,1998,17.44889536
MEX,1999,18.74792479
MEX,2000,-4.487430895
MEX,2001,18.84413571
MEX,2002,5.071610438
MEX,2003,9.342885395
MEX,2004,13.04610643
MEX,2005,9.968495525
MEX,2006,6.69259611
MEX,2007,10.14778437
MEX,2008,8.898940673
MEX,2009,11.52443575
MEX,2010,12.76380386
MEX,2011,9.978580745
MEX,2012,10.08394555
MEX,2013,8.27958287
MEX,2014,12.19263795
MEX,2015,12.18890483
MEX,2016,12.3347319
MEX,2017,11.2247048
MEX,2018,5.295511285
MEX,2019,6.826825608
MEX,2020,0
FSM,1960,0
FSM,1961,0
FSM,1962,0
FSM,1963,0
FSM,1964,0
FSM,1965,0
FSM,1966,0
FSM,1967,0
FSM,1968,0
FSM,1969,0
FSM,1970,0
FSM,1971,0
FSM,1972,0
FSM,1973,0
FSM,1974,0
FSM,1975,0
FSM,1976,0
FSM,1977,0
FSM,1978,0
FSM,1979,0
FSM,1980,0
FSM,1981,0
FSM,1982,0
FSM,1983,0
FSM,1984,0
FSM,1985,0
FSM,1986,0
FSM,1987,0
FSM,1988,0
FSM,1989,0
FSM,1990,0
FSM,1991,0
FSM,1992,0
FSM,1993,0
FSM,1994,0
FSM,1995,0
FSM,1996,-5.785744756
FSM,1997,3.805305379
FSM,1998,0.716852675
FSM,1999,3.389287967
FSM,2000,-0.956136117
FSM,2001,5.969641527
FSM,2002,-11.97032795
FSM,2003,-3.745207613
FSM,2004,-0.056316107
FSM,2005,1.61257274
FSM,2006,-8.456171483
FSM,2007,4.566330745
FSM,2008,3.226214175
FSM,2009,16.28300886
FSM,2010,-0.06405644
FSM,2011,3.94594737
FSM,2012,13.87361361
FSM,2013,8.13607602
FSM,2014,33.34659578
FSM,2015,-8.289177204
FSM,2016,22.03923196
FSM,2017,10.73987764
FSM,2018,2.330562116
FSM,2019,0
FSM,2020,0
MDA,1960,0
MDA,1961,0
MDA,1962,0
MDA,1963,0
MDA,1964,0
MDA,1965,0
MDA,1966,0
MDA,1967,0
MDA,1968,0
MDA,1969,0
MDA,1970,0
MDA,1971,0
MDA,1972,0
MDA,1973,0
MDA,1974,0
MDA,1975,0
MDA,1976,0
MDA,1977,0
MDA,1978,0
MDA,1979,0
MDA,1980,0
MDA,1981,0
MDA,1982,0
MDA,1983,0
MDA,1984,0
MDA,1985,0
MDA,1986,0
MDA,1987,0
MDA,1988,0
MDA,1989,0
MDA,1990,0
MDA,1991,0
MDA,1992,357.9594056
MDA,1993,318.7843142
MDA,1994,115.6676028
MDA,1995,65.32223021
MDA,1996,14.84612547
MDA,1997,34.45779092
MDA,1998,-8.264759757
MDA,1999,42.86331282
MDA,2000,41.7238136
MDA,2001,34.11347122
MDA,2002,36.50356274
MDA,2003,30.36585821
MDA,2004,38.1210711
MDA,2005,34.43324531
MDA,2006,23.57570628
MDA,2007,39.81029115
MDA,2008,15.85904444
MDA,2009,3.168144044
MDA,2010,13.62198148
MDA,2011,10.60236627
MDA,2012,20.8211023
MDA,2013,26.51081898
MDA,2014,5.081810502
MDA,2015,-2.982447208
MDA,2016,10.22312251
MDA,2017,9.223629032
MDA,2018,7.965808574
MDA,2019,8.121622181
MDA,2020,0
MCO,1960,0
MCO,1961,0
MCO,1962,0
MCO,1963,0
MCO,1964,0
MCO,1965,0
MCO,1966,0
MCO,1967,0
MCO,1968,0
MCO,1969,0
MCO,1970,0
MCO,1971,0
MCO,1972,0
MCO,1973,0
MCO,1974,0
MCO,1975,0
MCO,1976,0
MCO,1977,0
MCO,1978,0
MCO,1979,0
MCO,1980,0
MCO,1981,0
MCO,1982,0
MCO,1983,0
MCO,1984,0
MCO,1985,0
MCO,1986,0
MCO,1987,0
MCO,1988,0
MCO,1989,0
MCO,1990,0
MCO,1991,0
MCO,1992,0
MCO,1993,0
MCO,1994,0
MCO,1995,0
MCO,1996,0
MCO,1997,0
MCO,1998,0
MCO,1999,0
MCO,2000,0
MCO,2001,0
MCO,2002,0
MCO,2003,0
MCO,2004,0
MCO,2005,0
MCO,2006,0
MCO,2007,0
MCO,2008,0
MCO,2009,0
MCO,2010,0
MCO,2011,0
MCO,2012,0
MCO,2013,0
MCO,2014,0
MCO,2015,0
MCO,2016,0
MCO,2017,0
MCO,2018,0
MCO,2019,0
MCO,2020,0
MNG,1960,0
MNG,1961,0
MNG,1962,0
MNG,1963,0
MNG,1964,0
MNG,1965,0
MNG,1966,0
MNG,1967,0
MNG,1968,0
MNG,1969,0
MNG,1970,0
MNG,1971,0
MNG,1972,0
MNG,1973,0
MNG,1974,0
MNG,1975,0
MNG,1976,0
MNG,1977,0
MNG,1978,0
MNG,1979,0
MNG,1980,0
MNG,1981,0
MNG,1982,0
MNG,1983,0
MNG,1984,0
MNG,1985,0
MNG,1986,0
MNG,1987,0
MNG,1988,0
MNG,1989,0
MNG,1990,0
MNG,1991,0
MNG,1992,31.64759319
MNG,1993,227.6223445
MNG,1994,79.95766461
MNG,1995,32.60170124
MNG,1996,17.19814944
MNG,1997,42.20177349
MNG,1998,-1.655773805
MNG,1999,31.63971693
MNG,2000,17.55581788
MNG,2001,27.9134379
MNG,2002,42.05661323
MNG,2003,49.55014935
MNG,2004,20.4313102
MNG,2005,34.60630221
MNG,2006,34.76983
MNG,2007,56.27129325
MNG,2008,-5.573533199
MNG,2009,26.99172375
MNG,2010,62.48646841
MNG,2011,37.02960373
MNG,2012,18.72814323
MNG,2013,24.18161539
MNG,2014,12.50222074
MNG,2015,-5.504200358
MNG,2016,20.99248667
MNG,2017,30.45325898
MNG,2018,22.78200487
MNG,2019,6.978000236
MNG,2020,0
MNE,1960,0
MNE,1961,0
MNE,1962,0
MNE,1963,0
MNE,1964,0
MNE,1965,0
MNE,1966,0
MNE,1967,0
MNE,1968,0
MNE,1969,0
MNE,1970,0
MNE,1971,0
MNE,1972,0
MNE,1973,0
MNE,1974,0
MNE,1975,0
MNE,1976,0
MNE,1977,0
MNE,1978,0
MNE,1979,0
MNE,1980,0
MNE,1981,0
MNE,1982,0
MNE,1983,0
MNE,1984,0
MNE,1985,0
MNE,1986,0
MNE,1987,0
MNE,1988,0
MNE,1989,0
MNE,1990,0
MNE,1991,0
MNE,1992,0
MNE,1993,0
MNE,1994,0
MNE,1995,0
MNE,1996,0
MNE,1997,0
MNE,1998,0
MNE,1999,0
MNE,2000,0
MNE,2001,0
MNE,2002,0
MNE,2003,18.66178971
MNE,2004,22.48737027
MNE,2005,83.38031696
MNE,2006,119.1566012
MNE,2007,98.8445988
MNE,2008,-10.11177416
MNE,2009,-8.985775404
MNE,2010,3.232935229
MNE,2011,1.85931323
MNE,2012,7.911193361
MNE,2013,4.176593207
MNE,2014,10.04620972
MNE,2015,12.53166205
MNE,2016,10.452138
MNE,2017,12.99137455
MNE,2018,-1.379795223
MNE,2019,-1.668724731
MNE,2020,0
MAR,1960,0
MAR,1961,5.261324042
MAR,1962,15.52466071
MAR,1963,6.70487106
MAR,1964,1.584317938
MAR,1965,6.872852234
MAR,1966,-0.791491467
MAR,1967,9.231862378
MAR,1968,12.7079011
MAR,1969,10.88787905
MAR,1970,7.886465865
MAR,1971,12.89637836
MAR,1972,18.19396318
MAR,1973,16.60607091
MAR,1974,29.30785575
MAR,1975,20.09463385
MAR,1976,18.10312577
MAR,1977,19.7113588
MAR,1978,17.65471005
MAR,1979,13.85067964
MAR,1980,10.8298786
MAR,1981,16.44481441
MAR,1982,11.0848267
MAR,1983,17.68386031
MAR,1984,10.22215752
MAR,1985,13.15026441
MAR,1986,16.90019514
MAR,1987,9.921195897
MAR,1988,15.20570248
MAR,1989,12.23086515
MAR,1990,21.47845594
MAR,1991,16.80284316
MAR,1992,9.258568744
MAR,1993,7.943647744
MAR,1994,10.17863353
MAR,1995,7.044225847
MAR,1996,6.575307212
MAR,1997,16.19076366
MAR,1998,6.037737483
MAR,1999,10.23928149
MAR,2000,8.444172916
MAR,2001,18.1143578
MAR,2002,10.3158839
MAR,2003,7.866024615
MAR,2004,8.353980581
MAR,2005,14.05838363
MAR,2006,18.08860955
MAR,2007,17.54713314
MAR,2008,13.31147831
MAR,2009,7.006974
MAR,2010,4.195405743
MAR,2011,6.438345872
MAR,2012,4.518011101
MAR,2013,3.088162985
MAR,2014,6.19965031
MAR,2015,5.690502032
MAR,2016,4.736322589
MAR,2017,5.545820788
MAR,2018,4.060129461
MAR,2019,3.77806066
MAR,2020,0
MOZ,1960,0
MOZ,1961,0
MOZ,1962,0
MOZ,1963,0
MOZ,1964,0
MOZ,1965,0
MOZ,1966,0
MOZ,1967,0
MOZ,1968,0
MOZ,1969,0
MOZ,1970,0
MOZ,1971,0
MOZ,1972,0
MOZ,1973,0
MOZ,1974,0
MOZ,1975,0
MOZ,1976,0
MOZ,1977,0
MOZ,1978,0
MOZ,1979,0
MOZ,1980,0
MOZ,1981,0
MOZ,1982,0
MOZ,1983,0
MOZ,1984,0
MOZ,1985,0
MOZ,1986,0
MOZ,1987,0
MOZ,1988,0
MOZ,1989,0
MOZ,1990,37.22544893
MOZ,1991,44.29372148
MOZ,1992,70.77958497
MOZ,1993,67.07389163
MOZ,1994,50.42955926
MOZ,1995,47.69823585
MOZ,1996,19.1314527
MOZ,1997,23.89983908
MOZ,1998,17.82788881
MOZ,1999,31.78963711
MOZ,2000,38.31704574
MOZ,2001,14.89744381
MOZ,2002,37.16403838
MOZ,2003,15.29425905
MOZ,2004,5.910357611
MOZ,2005,26.98408103
MOZ,2006,23.34153165
MOZ,2007,24.24730295
MOZ,2008,20.3045412
MOZ,2009,32.64384615
MOZ,2010,24.59658439
MOZ,2011,7.78786469
MOZ,2012,29.35379611
MOZ,2013,16.34935087
MOZ,2014,22.19935401
MOZ,2015,26.08795533
MOZ,2016,10.10656401
MOZ,2017,5.087504384
MOZ,2018,8.22235682
MOZ,2019,12.11111987
MOZ,2020,0
MMR,1960,0
MMR,1961,2.351485149
MMR,1962,12.3337364
MMR,1963,34.33799785
MMR,1964,-7.732371795
MMR,1965,-8.076422058
MMR,1966,7.888521493
MMR,1967,3.108581436
